TRADE_NAME,LICENSE_DESCRIPTION,GISLINK,ADDRESS,PHONE
ALPHA BITES,HOMEMADE DOG TREATS FOR SALE - MARKETS,722.4513,"45130 BLUEJAY AVE, CHILLIWACK BC  V2R 2V2",
ALPHONSINE & BERNARD CLEANING SERVICE LTD,"RESIDENTIAL, OFFICES AND COMMERICAL CLEANING",EPS6995,"11-47203 VISTA PL, CHILLIWACK BC  V2R 6E2",604-600-4002
ALPINE CLOSETS,STORAGE SOLUTIONS - CABINETS - OFFICE USE ONLY,4578.08472,"8472 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-392-3986
ALPINE DENTAL CENTRE,DENTAL HEALTH CARE,762.4561,"112-45610 LUCKAKUCK WAY, CHILLIWACK BC",604-858-2399
ALPINE OAK CO,FURNITURE MANUFACTURING,4960.08886,"8886 UPPER PRAIRIE RD, CHILLIWACK BC  V2P 6H4",
ALPINE POLE MAINTENANCE INC,WOOD POLE INSPECTION & MAINTENANCE - OFFICE ONLY,886.4543,"45430 LABELLE AVE, CHILLIWACK BC  V2P 6Z4",604-792-6138
ALPINE REFRIGERATION & AIR CONDITIONING LTD,"REFRIGERATION, HEATING, ELECTRICAL, GAS CONTRACTOR SERVICES - OFFICE USE ONLY",884.45933,"45933 TRETHEWEY AVE, CHILLIWACK BC  V2P 1K4",604-795-5777
ALS AUTO REPAIRS,GENERAL AUTO REPAIRS,974.51234,"51234 YALE RD, CHILLIWACK BC  V0X 1X0",604-794-9931
ALS LANDSCAPING INC,LANDSCAPING CONTRACTOR - OFFICE ONLY,909.45276,"45276 LENORA CRES, CHILLIWACK BC  V2P 7C4",604-793-2271
ALS SUPPLY HOUSE (2006) LTD,AUTO INDUSTRIAL,200.45732,"45732 YALE RD, CHILLIWACK BC  V2P 2N3",604-792-1318
ALSCO UNIFORM & LINEN SERVICE LTD,LAUNDRY PICKUP & DELIVERY SERVICE,,BUSINESS-NON RESIDENT,604-876-3272
ALTEC MANUFACTURING INC,MACHINE SHOP,EPS764,"104B-43869 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-795-4460
ALTERNATE MOVING SYSTEMS,MOVING & STORAGE,898.46111,"46111 FIFTH AVE, CHILLIWACK BC  V2P 1M8",604-795-2344
ALYSSA BRE BEAUTY,"MICROBLADING, FRECKLING, WAXING, EYEBROWS",702.4596,"45960 LAKE DR, CHILLIWACK BC  V2R 3T3",604-316-4401
"AMANDA MAXWELL, RMT",REGISTERED MASSAGE THERAPIST LIC#006983,4569.07408,"101-7408 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-846-2999
AMAZING EMBROIDERY,HOME CRAFTS EMBROIDERY,BCS335,"11-7360 SUNSHINE DR, CHILLIWACK BC  V2R 5V7",604-824-5502
AMBASSADORS OF BADASSERY,CLOTHING & ASSESSORY SALES - ONLINE ONLY,4621.04907,"4907 TESKEY RD, CHILLIWACK BC  V2R 5T7",604-825-3493
AMBIENT FIRE PROTECTION INC,FIRE PROTECTION SYSTEM INSTALLATION CONTRACTOR LIC #0870-SF-93,,BUSINESS-NON RESIDENT,604-931-3942
AMBLE COFFEE,MOBILE COFFEE TRUCK - FVA 2022 - LOWER VEDDER PARK,537.4545,"PARK-45450 PETAWAWA RD, CHILLIWACK BC",
AMEERA PLACE APARTMENTS,APARTMENT RENTALS - 22 UNITS,BCS3616,"CMPLX-45640 ALMA AVE, CHILLIWACK BC",
AMETHYST BOOKS & ESSENCE,BOOKSTORE & GIFT ITEMS,4597.08989,"8989 YOUNG RD, CHILLIWACK BC  V2P 4R9",604-792-3730
AMIGO LANDSCAPES LTD,LANDSCAPING,989.47575,"47575 YALE RD, CHILLIWACK BC  V2P 7M8",604-702-8161
AMPCO MANUFACTURERS INC.,"MANUFACTURERS AND INSTALLERS OF GRAPHICS, WALL MURALS, BANNERS NON ILLUMINATED SIGNS",,BUSINESS-NON RESIDENT,604-472-3800
AMY ROSCOE INDUSTRIES INC (DBA) JUST PEACHY SUGARING SALON,HAIR REMOVAL - FULL BODY,976.46489,"46489 MAYFAIR AVE, CHILLIWACK BC  V2P 3J3",604-791-1819
ANA LIGHTING INC,LIGHTING STORE,200.4584,"4-45840 YALE RD, CHILLIWACK BC  V2P 2N8",604-402-1188
ANDMOREAGAIN RECORDS,ONLINE RETAIL OF VINYL RECORDS,EPS480,"27-7428 EVANS RD, CHILLIWACK BC  V2R 0S5",604-302-3911
ANDRE'S DRYWALL RENOVATION,DRYWALL CONTRACTOR,553.44723,"44723 RIVERWOOD CRES, CHILLIWACK BC  V2R 5S9",604-845-1019
ANDREW IZBICKI,COUNSELLING,959.45919,"45919 WELLINGTON AVE, CHILLIWACK BC  V2P 2C6",604-755-8327
ANGE'S PLUMBING LTD,PLUMBING CONTRACTOR LIC#4659-PL-90,,BUSINESS-NON RESIDENT,604-777-2502
ANGEL THAI SPA,SPA,739.45675,"45675 STOREY AVE, CHILLIWACK BC  V2R 4E6",604-402-3303
ANGRY OTTER @ LICKMAN,LIQUOR STORE,790.43971,"43971 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",
ANGRY OTTER LIQUOR @ CITY GATE,LIQUOR STORE - LN#195287,200.4585,"10-45850 YALE RD, CHILLIWACK BC  V2P 2N9",604-856-2517
ANIMAL CRACKERS FAMILY DAYCARE,FAMILY DAYCARE - MAXIMUM 8,4621.04949,"4949 TESKEY RD, CHILLIWACK BC  V2R 5R2",604-858-0466
ANIMAL HAVEN GROOMING,PET GROOMING,4569.07325,"101-7325 VEDDER RD, CHILLIWACK BC  V2R 4G8",604-847-3647
ANITA'S BREAD & PASTRIES,RETAIL BREAD AND PASTRY,982.46128,"102-9258 WOOLLY DOG ALLEY, CHILLIWACK BC  V2P 0J6",604-845-6191
ANITA'S ORGANIC GRAIN & FLOUR MILL LTD,"MILLING, MANUFACTURING, PACKAGING, BAKING FOOD PRODUCTS - SELLING ON-SITE BAKERY - SMALL OFFICE",640.44688,"615-44688 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4B7",604-823-5543
ANIX ELECTRIC,ELECTRICAL CONTRACTOR TQ# CEL239934,4608.08665,"8665 COVENTRY PL, CHILLIWACK BC  V2P 4V6",604-768-9494
ANJA VOGELS COUNSELLING,COUNSELLING SERVICES - OFFICE ONLY,650.4271,"42710 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4L7",604-823-6821
ANN DAVIS TRANSITION SOCIETY (INC NO S16068),COUNCELLING - NON-PROFIT SOCIETY - OFFICE S16068,4597.09046,"9046 YOUNG RD, CHILLIWACK BC  V2P 4R6",604-792-2760
ANN'S TREASURES & THRIFT,THRIFT STORE NON-PROFIT # S - 16068,982.4623,"46230 YALE RD, CHILLIWACK BC  V2P 2P3",604-402-0014
ANNIKA NEMETH,REGISTERED MASSAGE THERAPY,LMS2142,"104-8364 YOUNG RD, CHILLIWACK BC  V2P 4N9",604-316-6864
ANYTIME FITNESS (0854788 BC LTD DBA),FITNESS COMPANY,LMS2073,"17-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",604-846-2447
APEX PLUMBING LTD,PLUMBING & HEATING CONTRACTOR - #4121-PL-86,LMS1995,"111-44195 YALE RD, CHILLIWACK BC  V2R 4H2",604-792-3774
APOLLO SHEET METAL LTD,SHEET METAL CONTRACTOR,,BUSINESS-NON RESIDENT,604-525-8299
APPLE GLASS (BELRON CANADA INC DBA),AUTO GLASS AND UPHOLSTERY,200.45724,"B-45724 YALE RD, CHILLIWACK BC  V2P 2N3",604-792-9291
APRIL TERRACE,APARTMENT - 48 UNITS,4545.07536,"7536 TOPAZ DR, CHILLIWACK BC  V2R 5Y9",604-792-0222
AQTROS WATER LTD,WATER TREATMENT EQUIPMENT,4665.10249,"10249 MANOR DR, CHILLIWACK BC  V2P 5Y7",604-313-1923
AQUA VALLEY PLUMBING LTD,PLUMBING CONTRACTOR LIC#03192-PL-09 - OFFICE USE ONLY,LMS2245,"A-5938 BIRMINGHAM PL, CHILLIWACK BC  V2R 3G1",604-701-9683
AQUA-VENTURES FISHING EXPERIENCES,FISHING GUIDE & ECO NATURE TOURS - OFFICE ONLY,4544.0626,"6260 EDSON DR, CHILLIWACK BC  V2R 4C2",604-858-6273
AQUASTAR POOL & SPA INC,"POOL & HOT-TUB BUILDING, INSTALL & REPAIR - OFFICE ONLY",4440.05557,"5557 WEBSTER RD, CHILLIWACK BC  V2R 4P6",604-798-9841
AQUILINI DEVELOPMENT & CONSTRUCTION,DEVELOPER,,BUSINESS-NON RESIDENT,604-687-8813
AR STRENGTH & CONDITIONING,PERSONAL TRAINER & STRENGTH CONDITIONING - MOBILE,383.4251,"42510 WOODROCK RD, CHILLIWACK BC  V2R 5H2",778-241-5775
ARCADIS CANADA INC,DESIGN AND CONSULTANCY FOR NATURAL AND BUILD ASSETS,,BUSINESS-NON RESIDENT,
ARCARI & ABREO ATHLETICS (DBA) SOCCER SHOTS FRASER VALLEY,MOBILE SOCCER CLASSES,,BUSINESS-NON RESIDENT,604-398-8856
ARCFORM MR SOLUTIONS,MOBILE MECHANICAL REPAIR CONTRACTOR - OFFICE USE ONLY,650.43021,"43021 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4L7",
ARCTIC AIR CONDITIONING LTD,HEATING VENT,,BUSINESS-NON RESIDENT,604-436-3144
ARDENE HOLDINGS INC,WOMENS ACCESSORIES,762.45585,"50-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",877-606-4233
ARLINGTON APARTMENTS,5 UNIT APARTMENT - LEGAL NON-CONFORMING,945.46002,"46002 CLEVELAND AVE, CHILLIWACK BC  V2P 2W7",604-728-3050
ARMSTRONG SAND & GRAVEL LTD,SAND & GRAVEL HAULING & EXCAVATING,,BUSINESS-NON RESIDENT,604-794-7488
AROMATICA TEAS & SOAPS,"RETAIL SALES OF SOAPS, BATH PRODUCTS, SPECIALTY TEAS & GIFT ITEMS",4598.10015,"10015 YOUNG RD, CHILLIWACK BC  V2P 4V4",604-809-0461
AROUND THE CLOCK LOCK LTD,MOBILE LOCKSMITH SERVICE - SWL#E59960 / CERTIFICATE OF QUALIFICATION 00012-LS-11,794.44915,"H-44915 YALE RD, CHILLIWACK BC  V2R 4H3",604-799-5625
ARROW RELOAD SYSTEMS INC,TRUCK / RAILCAR RELOAD FACILITY,640.44555,"44555 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4B7",604-324-1333
ARROW TRANSPORTATION SYSTEMS INC,TRANSPORTATION / TRUCKING,790.43915,"31-43915 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-323-7411
ART FRIESEN INC,ACCOUNTING OFFICE - OFFICE ONLY,1098.50285,"50285 CAMP RIVER RD, CHILLIWACK BC  V2P 6H4",604-794-7741
ART OF THAI - MASSAGE,MASSAGE & SPA,889.45738,"45738 RAILWAY AVE, CHILLIWACK BC  V2P 1L3",604-791-8496
ARTHOUSE STUDIO FURNITURE,FURNITURE - CRAFTS - DIRECT SALES - RESTRICTED TO CONDITIONS FOR ACCESSORY HOME OCCUPATION,561.46915,"46915 RUSSELL RD, CHILLIWACK BC  V2R 4V7",604-701-1391
ARTISAN,ART & GIFT STORE,4569.07425,"3-7425 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-846-6511
ARTISTIC THAI ACADEMY,THAI ARTS ACADEMY,888.45631,"45631 BERNARD AVE, CHILLIWACK BC  V2P 1J1",604-819-6679
ARTS CLOCK & WATCH REPAIR,CLOCK & WATCH REPAIR,4650.10685,"10685 MCDONALD RD, CHILLIWACK BC  V2P 6L4",604-792-7737
AS-NU REPAIRS INC,BATHTUB REPAIRS CONTRACTOR,EPS102,"6-8455 UNITY DR, CHILLIWACK BC  V4Z 0B8",
ASCEND EXCAVATING,EXCAVATION CONTRACTOR,503.47645,"47645 EXTROM RD, CHILLIWACK BC  V2R 4T4",604-798-2060
ASCEND FITNESS INC,FITNESS TRAINING & CONSULTING,BCS4451,"102-45610 YALE RD, CHILLIWACK BC  V2P 2N2",604-858-9947
ASHCROFT WINDOW COVERINGS,WINDOW COVERING SALES,EPS2879,"19-8295 NIXON RD, CHILLIWACK BC  V4Z 0C8",604-790-5813
ASHLEY BROWN RMT,REGISTERED MASSAGE THERAPY,EPS4659,"7-44529 SHERRY DR, CHILLIWACK BC  V2R 6A4",604-702-8572
ASHLEYSCISSORHANDSXO,HAIR SALON,4591.09361,"104-9361 MILL ST, CHILLIWACK BC  V2P 4N3",778-808-8546
ASLIN REINFORCING GROUP LTD (ARG LTD),STEEL REINFORCING - PLACING REBAR,4523.0872,"8720 VICARS ST, CHILLIWACK BC  V2P 6V8",604-649-5640
ASPEN HEALTH & WELLNESS,REGISTERED MASSAGE THERAPIST,4690.09633,"9633 MCNAUGHT RD, CHILLIWACK BC  V2P 6E9",604-799-7995
ASSANTE CAPITAL MANAGEMENT LTD,LIFE INSURANCE & MUTUAL FUNDS,982.46167,"205-46167 YALE RD, CHILLIWACK BC  V2P 2P2",604-703-1019
ASSOCIATED ENGINEERING (BC) LTD,ENGINEERING,,BUSINESS-NON RESIDENT,604-293-1411
ASSOCIATED FINANCIAL SERVICES INC,FINANCIAL SECURITY PRODUCTS - OFFICE USE ONLY,BCS261,"1-45136 SOUTH SUMAS RD, CHILLIWACK BC  V2R 1W5",604-858-8309
ASSOCIATED TRUCKERS SUPPLY (CANADA) INC,TRUCK ACCESSORY DISTRIBUTOR,LMS1995,"107-44195 YALE RD, CHILLIWACK BC  V2R 4H2",604-795-5700
ASSURED CARPET CARE,CARPET & UPHOLSTERY CLEANING,NW709,"103-46374 MARGARET AVE, CHILLIWACK BC  V2P 2H1",604-819-3843
ASTRA CONCRETE LTD,CONSTRUCTION / CONCRETE PUMPING / PLACING & FINISHING,,BUSINESS-NON RESIDENT,604-464-2681
ASTUTE JANITORIAL,JANITORIAL SERVICES,987.48829,"48829 YALE RD, CHILLIWACK BC  V4Z 0B2",604-832-7244
ATD AUTO TRIM DESIGN OF CHILLIWACK,AUTO PINSTRIPING & SIGN MAKING - OFFICE USE ONLY,4674.10164,"10164 WEDGEWOOD DR, CHILLIWACK BC  V2P 6B9",604-792-9646
ATKINS ELECTRIC,ELECTRICAL CONTRACTOR - MOBILE - OFFICE USE ONLY,714.45956,"45956 BRITTON AVE, CHILLIWACK BC  V2R 2R8",604-833-8567
ATLANTIS COMPUTERS,COMPUTER SALES SERVICE RETAIL & DIGITAL TECHNOLOGY,EPS4777,"202A-43875 PROGRESS WAY, CHILLIWACK BC",604-824-2890
ATLAS ALARMS LANGLEY,SECURITY LIC #B-2987,,BUSINESS-NON RESIDENT,604-876-5000
ATMOSPHERE FLOORS & MORE (ATMOSPHERE INTERIORS DBA),FLOORING RETAIL - SUPPLY & INSTALLATION,BCS2506,"101-8080 EVANS RD, CHILLIWACK BC  V2R 5R8",604-795-5577
ATS CONSTRUCTION LTD,RESIDENTIAL BUILDER,,BUSINESS-NON RESIDENT,604-897-1695
ATWAL'S AUTO,USED CAR SALES & REPAIRS - MDL # 10909,4569.07131,"7131 VEDDER RD, CHILLIWACK BC  V2R 4E3",604-824-6510
AUBURN RETIREMENT RESIDENCES,INDEPENDENT LIVING FACILITY/RETIREMENT HOME,EPS319,"CMPLX-8531 YOUNG RD, CHILLIWACK BC",604-792-3545
"AUFFRAY, PAMELA GAYE",Clinical Counselling,4541.09348,"9348 JACKSON ST, CHILLIWACK BC  V2P 3X1",778-608-5584
AULD PHILLIPS LTD,OFFICE/DISTRIBUTION CENTRE,4509.0804,"8040 EVANS RD, CHILLIWACK BC  V2R 5R8",604-792-0158
AULD PHILLIPS LTD (DBA) SUZANNE'S,RETAIL WOMENS FASHION,762.45585,"13-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-824-5990
AUNT DEBBIE'S KNIT AND STITCH,RETAIL - YARNS & NOTIONS,4569.073,"10-7300 VEDDER RD, CHILLIWACK BC  V2R 4G6",604-824-7790
AUNTY ANNIE'S FAMILY DAYCARE,FAMILY DAYCARE MAX 7,897.4527,"45270 PAISLEY AVE, CHILLIWACK BC  V2P 1K9",604-795-0068
AURA CRYSTALS & ODDITIES,ONLINE METAPHYSICAL BOUTIQUE STORE,4621.04724,"4724 TESKEY RD, CHILLIWACK BC  V2R 0C7",
AUSTIN HOUSE FISH & CHIPS,RESTAURANT,862.45695,"5-45695 HOCKING AVE, CHILLIWACK BC  V2P 6Z6",604-392-9999
AUTHENTIC INSTALLATIONS INC,RENOVATIONS / WINDOW & DOOR INSTALLATIONS,564.44465,"44465 EENA DR, CHILLIWACK BC  V2R 4B6",778-882-0090
AUTO SOURCE ENTERPRISES LTD,WHOLESALE  AUTO BROKER - OFFICE ONLY - NO ON PREMISE STOCK OR SALES,800.50145,"50145 PRAIRIE CENTRAL RD, CHILLIWACK BC  V2P 6H3",604-795-0624
AUTUMN CHILDCARE CENTRE INC,FAMILY DAYCARE - MAXIMUM CAPACITY 59,862.45768,"45768 HOCKING AVE, CHILLIWACK BC  V2P 1B4",
AVA GROUNDS MAINTENANCE,LANDSCAPING & GROUNDS MAINTENANCE,BCS2606,"30-46778 HUDSON RD, CHILLIWACK BC  V2R 0K4",
AVIDAL FOODS LTD,RESTAURANT,762.45585,"420-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",778-898-3743
AVINA HOLDINGS LTD (INC NO BC1079923),APARTMENT RENTALS - 6 UNITS,945.46188,"46188 CLEVELAND AVE, CHILLIWACK BC  V2P 2X4",604-783-5431
AW & CO,HANDCRAFTED SIGNS / BLOCKS / MEMORY GAMES,LMS4601,"30-46906 RUSSELL RD, CHILLIWACK BC  V2R 5T3",778-808-3714
AWESOME HAIR BY MICHELLE,HAIR SALON - NO MORE THAN TWO PERSONS AT A TIME,975.456,"45600 MARSHALL AVE, CHILLIWACK BC  V2P 3J4",604-792-6000
AYA'S CLEANING & POWER WASHING SERVICES,RESIDENTIAL & COMMERCIAL CLEANING SERVICES / POWER WASHING,LMS4434,"B-9132 BROADWAY, CHILLIWACK BC  V2P 5W3",604-316-3827
AZURE DESIGN,DESIGN & ARTS STUDIO,739.45655,"45655 STOREY AVE, CHILLIWACK BC  V2R 4E6",604-703-6194
"AZURE, AURORA & APHRODITE AESTHETICS",BEAUTY SPA ESTHETICS,4683.10423,"A-10423 BELL RD, CHILLIWACK BC  V2P 7L7",236-804-1001
B.A. SITE SERVICES LTD,EXCAVATING CONTRACTOR - OFFICE ONLY,4426.0843,"8430 CHILLIWACK MTN RD, CHILLIWACK BC  V2R 3W8",604-792-0078
B.F.M. THRIFT STORE,RETAIL NEW & USED - NON-PROFIT SOCIETY,780.4579,"45790 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5P9",604-858-9444
BACK ON THE RACK MATERNITY,BUY AND SELL MATERNITY AND NURSING CLOTHES,680.4631,"46310 STEVENSON RD, CHILLIWACK BC  V2R 3S6",778-539-5455
BADRY VENTURES LTD (DBA) THE OLIVE JUNCTION,RETAIL SALES OILS VINEGARS SALTS & SPICES,583.45665,"3-45575 KEITH WILSON RD, CHILLIWACK BC  V2R 0M6",604-705-2101
BAEK'S TAE KWON DO ACADEMY,MARTIAL ARTS ACADEMY,4597.08966,"8966 YOUNG RD, CHILLIWACK BC  V2P 4R8",604-824-0660
BAKER NEWBY,LAWYERS & BARRISTERS,4580.09259,"9259 MAIN ST, CHILLIWACK BC  V2P 4M8",604-792-1376
BAKERS VIEW CONSTRUCTION,CONSTRUCTION CONTRACTOR - OFFICE ONLY,842.50886,"50886 FORD CREEK PL, CHILLIWACK BC  V4Z 1K5",
BAKERVIEW REALTY APPRAISALS INC,REAL ESTATE APPRAISAL,LMS2142,"203-8364 YOUNG RD, CHILLIWACK BC  V2P 4N9",604-793-0136
BAKKES BUILDING SERVICES - (BAKKE ENTERPRISES DBA),RENOVATIONS CONTRACTOR - OFFICE USE,4632.10124,"10124 SHAMROCK DR, CHILLIWACK BC  V2P 5L4",604-799-7879
BALANCE RECOVERY COACHING,COACHING SERVICES FOR SUBSTANCE ABUSE,4460.055,"5500 CHINOOK ST, CHILLIWACK BC  V2R 0T3",
BALLOONS BY EDMEE,BALLOON DECORATIONS,BCS2608,"110-45615 BRETT AVE, CHILLIWACK BC  V2P 1P1",604-791-3149
BANK OF MONTREAL,BANK,4569.0664,"100D-6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",604-793-7258
BANK OF NOVA SCOTIA,BANK,200.46059,"46059 YALE RD, CHILLIWACK BC  V2P 2M1",604-702-3250
BANNISTER IMPORTS LTD (DBA) MERTIN HYUNDAI,AUTOMOTIVE RETAIL AND SERVICE,200.45753,"45753 YALE RD, CHILLIWACK BC  V2P 2N5",250-860-7700
BANNISTER VENTURES LTD (DBA) CHILLIWACK KIA,AUTOMOTIVE RETAIL AND SERVICE,200.45662,"45662 YALE RD, CHILLIWACK BC  V2P 2N3",250-860-7700
BAREFOOT SOLE CARE,MOBILE ADVANCED NURSING FOOT CARE - MOBILE - OFFICE USE ONLY,4638.05619,"5619 VIEWPOINT PL, CHILLIWACK BC  V2R 3Y4",604-997-0146
BARKAMN HOLDINGS LTD (DBA) CAP-IT GENUINE TRUCKWARE,VEHICLE CANOPY & ACCESSORY SALES,788.44489,"44489 YALE RD, CHILLIWACK BC  V2R 4H2",
BARRIE DYCK CONSTRUCTION LTD,CONSTRUCTION,,BUSINESS-NON RESIDENT,604-819-6385
BARRY STEWART PHOTOGRAPHY,"PHOTOGRAPHY, VIDEOGRAPHY, MACINTOSH COMPUTER TRAINING",1018.46015,"46015 LARTER AVE, CHILLIWACK BC  V2P 6M7",
BARRY'S LAWN CARE SERVICE,LAWN CARE SERVICE - OFFICE USE ONLY,863.45187,"45187 DEANS AVE, CHILLIWACK BC  V2P 6V7",
BARTEL BUSINESS SERVICES,ON-SITE MANAGEMENT & OPERATION OF COMPUTER/NETWORK FACILITIES,4580.0662,"6620 SOUTHDOWNE PLACE, CHILLIWACK BC  V2R 0H5",778-825-1035
BARTLE & GIBSON CO LTD,WHOLESALE - PLUMBING/HEATING & ELECTRIC,788.44653,"44653 YALE RD, CHILLIWACK BC  V2R 4H3",604-792-0866
BASELINE INDUSTRIAL HEARING TESTING,INDUSTRIAL HEARING TESTING - MOBILE,NW2951,"703-45765 SPADINA AVE, CHILLIWACK BC  V2P 1T6",604-701-9196
BASF CANADA,STORAGE OF CANOLA SEED & EQUIPMENT - NO GROWING OF CROPS,4439.06388,"512-6388 UNSWORTH RD, CHILLIWACK BC",604-846-7007
BASTION GAMES LTD,HOBBY GAMING RETAIL,BCS4451,"101-45610 YALE RD, CHILLIWACK BC  V2P 2N2",604-792-3666
BATHE PLUMBING AND RENOVATIONS LTD,PLUMBING AND CONSTRUCTION - TQ # 01173-PL-00,708.42342,"42342 YALE RD, CHILLIWACK BC  V2R 4J4",604-316-0018
BATZ CABINETRY INC NO 0894842 BC LTD,KITCHEN CABINETRY,LMS725,"110-45635 MCINTOSH DR, CHILLIWACK BC  V2P 6V4",604-391-0810
BATZ PAINTING & FINISHING INC,PAINTING & CARPENTRY,LMS725,"110-45635 MCINTOSH DR, CHILLIWACK BC  V2P 6V4",604-703-9737
BAYSHORE,COMMUNITY CARE MAX 5 - NON-PROFIT #134106228RR0001,541.44419,"44419 BAYSHORE AVE, CHILLIWACK BC  V2R 0A5",604-824-5955
BBM MECHANICAL,MOBILE TRUCK & EQUIPMENT REPAIR,650.4272,"42720 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4L7",604-819-0075
BBQ CHICKEN YALE ROAD,KOREAN FRIED CHICKEN,200.45863,"103-45863 YALE RD, CHILLIWACK BC  V2P 2N6",604-790-0492
BC CANNABIS STORES BCCS # 7038,NON-MEDICAL RETAIL CANNABIS,762.4546,"B-45460 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3S9",604-252-7400
BC FEEDERS 24/7,PETS SUPPLY WAREHOUSE,LMS3079,"4-45770 RAILWAY AVE, CHILLIWACK BC  V2P 1L3",604-819-5904
BC KINDER LEARNING GROUP,CHILD DAYCARE SERVICES,4625.09766,"9766 OAK ST, CHILLIWACK BC  V2P 5A4",604-702-0267
BC KINDER LEARNING GROUP LTD,DAYCARE - MAXIMUM CAPACITY 28,1052.4651,"46510 TETON AVE, CHILLIWACK BC  V2P 7H6",604-702-0267
BC PLANT HEALTH CARE INC,TREE CARE / ARBORICULTURE,,BUSINESS-NON RESIDENT,604-575-8727
BC RESTAURANT BUILDERS INC.,CONSTRUCTION SERVICE,,BUSINESS-NON RESIDENT,778-319-3025
BC SPORT FISHING GROUP LTD,FISHING GUIDE,,BUSINESS-NON RESIDENT,604-858-7344
BC TEEN CHALLENGE MEN'S CENTRE,MEN'S DRUG & ALCOHOL TREATMENT CENTRE - NON-PROFIT 108167891RP0001,4220.04166,"4166 ECKERT ST, CHILLIWACK BC  V2R 5J6",604-823-0133
BC WIDE HOME SERVICES LTD,PLUMBING / HEATING / DUCT CLEANING / HOME SERVICES LGA#0090068 (GAS),,BUSINESS-NON RESIDENT,604-473-9690
BCLS #007 CHILLIWACK,GOVERNMENT LIQUOR STORE - FEE IN LIEU OF A BUSINESS LICENSE,200.4602,"B-46040 YALE RD, CHILLIWACK BC  V2P 7V2",
BCLS #170 SARDIS,GOVERNMENT LIQUOR STORE - FEE INLIEU OF A BUSINESS LICENSE,4569.07544,"7544 VEDDER RD, CHILLIWACK BC  V2R 4E7",
BCMA CHILLIWACK ISLAMIC CENTRE,ISLAMIC CENTRE - NON - PROFIT #7532,200.45845,"B-45845 YALE RD, CHILLIWACK BC  V2P 2N6",604-270-2522
BCOM COMPUTERS,MOBILE COMPUTER REPAIR - OFFICE ONLY,4439.0624,"6240 UNSWORTH RD, CHILLIWACK BC  V2R 4P5",888-823-4898
BDS BETTER DATA SERVICES,RESIDENTIAL TELECOMMUNICATION TECHNICIAN,1017.46225,"46225 STRATHCONA RD, CHILLIWACK BC  V2P 3T1",
BEAUTIFUL LANDSCAPING,LANDSCAPING,4528.08753,"8753 BELLEVUE DR, CHILLIWACK BC  V2P 3W6",604-703-6888
BEAUTY BY AUTUMN LYNN,BEAUTY SERVICES,440.42375,"42375 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5E2",604-490-8777
BEAVER PLASTICS LTD,"EXPANDED POLYSTYRENE MANUFACTURER - units 201, 210 & 215",4439.06333,"210-6333 UNSWORTH RD, CHILLIWACK BC  V2R 5M3",780-962-4433
BECKY'S WAX  ROOM,BODY WAXING,744.50239,"50239 SIENNA AVE, CHILLIWACK BC  V4Z 0C4",604-701-1677
BEDFORD PLACE (MARY'S STREET APARTMENT INC DBA),APARTMENT RENTALS - 24 UNITS,4642.09495,"9495 HAZEL ST, CHILLIWACK BC  V2P 5M9",604-585-8588
BEDROCK HOMES LTD (INC NO BC0513652),RESIDENTIAL BUILDING CONTRACTOR - OFFICE ONLY,5050.0959,"9590 CHAPMAN RD, CHILLIWACK BC  V0X 1X2",604-794-6808
BEE-UTIFUL CREATIONS BY LORI,HOME MADE CRAFTS - ONLINE SALES,LMS1735,"17-8590 SUNRISE DR, CHILLIWACK BC  V2R 3Z4",
BELL,RETAIL SALES OF TELECOMMUNICATIONS EQUIPMENT,762.45585,"36-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-824-3319
BENCHMARK BOOKKEEPING,BOOKKEEPING - OFFICE ONLY,4310.0475,"4750 SIMMONS RD, CHILLIWACK BC  V2R 4R7",604-823-4103
BENS BARBERSHOP,BARBERSHOP,4597.0902,"5-9020 YOUNG RD, CHILLIWACK BC  V2P 4R8",604-700-8008
