X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13632527.09,6291370.162,63,138659,CONNEXUS INDUSTRIES INC,,27474,GLOUCESTER WAY,"27474 GLOUCESTER WAY 
LANGLEY BC  V4W 3Z4",138659,Gloucester,604-952-4146,HEAVY DUTY MATERIAL HANDLING EQUIPMENT MANUFACTURING,54,MANUFACTURERS,METAL,METAL,332210,Manufacturing / Fabricated metal product mfg. / Cutlery & hand tool mfg. / Cutlery & hand tool mfg. / Cutlery & hand tool mfg.,,,,,1,23,49.09719906,-122.4630745
,,64,136578,BC GREENHOUSE BUILDERS LTD,,,OUT OF TOWN,"19807 39 AVE 
SURREY BC  V3Z 0Y6",136578,,604-882-8408,GREENHOUSE INSTALLATION,22,CONTRACTOR - GENERAL,GREEN,GREENHOUSES,,,,97,,,3,12,,
,,65,136578,MITCHELL GROUP LANGLEY HOLDINGS INC,,,OUT OF TOWN,"17650 66A AVE 
SURREY BC  V3S 4S4",136578,,604-575-6500,GENERAL CONTRACTOR &  PROPERTY MANAGEMENT,22,CONTRACTOR - GENERAL,COM,COMMERCIAL BUILDINGS,236220,Construction / Construction of buildings / Non-residential building construction / Commercial & inst. building construction / Commercial & inst. building construction,,,,,,50,,
-13651806.25,6299530.448,66,147765,A B CHILDREN DAYCARE,,7857,211B ST,"7857 211B ST 
LANGLEY BC  V2Y 0H5",147765,Willoughby,778-829-5905,FAMILY DAYCARE,25,DAY CARE,FAMILY,FAMILY DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,,,,,1,49.1451744,-122.6362621
-13656205.12,6294381.154,67,121623,OPA OF GREECE,405,19705,FRASER HWY,"405- 19705 FRASER HWY 
LANGLEY BC  V3A 7E9",114834,Willowbrook,604-854-9033,FAST FOOD RESTAURANT,73,RESTAURANTS,FAST  FOOD,FAST FOOD,722511,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place / Full-serv. rest. & limited-serv. eating place / Full-service restaurants,,,,0,4,2,49.11490646,-122.6757778
-13653248.46,6299560.091,68,150167,TOWN CENTRE LIQUOR STORE,A110,20678,WILLOUGHBY TOWN CENTRE DR,"20678 WILLOUGHBY TOWN CENTRE DR  UNIT A110 
LANGLEY BC  V2Y 0L7",148839,Willoughby,604-319-2504,LIQUOR RETAIL STORE,11,BEER & WINE STORE NOT INTEGRAL,BEER&WINE,NOT CONTIGUOUS & INTEGRAL W ANOTHER LICENCED FAC.,445310,"Retail trade / Food & beverage stores / Beer, wine & liquor stores / Beer, wine & liquor stores / Beer, wine & liquor stores",,,,,,10,49.14534859,-122.6492177
-13655109.54,6302163.986,69,150678,HOMEQUITY BANK,320,8661,201 ST,"320-8661 201 ST 
LANGLEY BC  V2Y 0G9",148252,Willoughby,604-484-6021,FINANCIAL INSTITUTION,32,FINANCIAL INSTITUTIONS,BANKS,BANKS,522310,Finance & insurance / Credit intermediation & related activities / Activities related to credit intermediation / Mortgage & other loan brokers / Mortgage & other loan brokers,,,,,,3,49.16064739,-122.6659361
-13653169.64,6287627.632,70,149993,CAMY'S PIZZA PLUS LTD,103,20759,40 AVE,"103-20759 40 AVE 
LANGLEY BC  V3A 2H3",102225,Brookswood / Fernridge,604-514-8900,PIZZA TAKE OUT,73,RESTAURANTS,PIZZA,PIZZA,722512,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place / Full-serv. rest. & limited-serv. eating place / Limited-service eating places,,302,,,1,2,49.07518073,-122.6485097
,,71,150187,RIVERSIDE CALVARY CHAPEL,8,20178,96 AVE,"8-20178 96 AVE 
LANGLEY BC  V1M 2B1",132943,,604-539-9673,CHURCH,58,NON-PROFIT,CHURCHES,CHURCHES,813110,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Religious organizations / Religious organizations / Religious organizations",,,,1,1,3,,
-13645035.57,6303466,72,111196,BC FARM MUSEUM ASSOCIATION,,9131,KING ST,"9131 KING ST 
LANGLEY BC  V1M 1A0",111196,Fort Langley,,MUSEUM TO DISPLAY AGRICULTIURAL & HISTORICAL ARTIFACTS,58,NON-PROFIT,SOCIETY,SOCIETY,712111,"Arts, entertainment & recreation / Heritage institutions / Heritage institutions / Museums / Non-commercial art museums & galleries",,,,0,0,0,49.16829541,-122.57544
,,73,136578,PACIFIC WEST MECHANICAL LTD,,,OUT OF TOWN,"662 EVANS AVE 
VANCOUVER BC  V6A 2K9",136578,,604-294-6800,COMMERCIAL MECHANICAL CONTRACTING,21,CONTRACTOR,MECHANICAL,MECHANICAL,238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,,,,,13,,
-13654518.13,6302074.941,74,115680,IMPARK,,20255,86 AVE,"20255 86 ST 
LANGLEY BC  V2Y 2C2",115680,Willoughby,604-420-6446,PARKING MANAGEMENT - CAVOLTH EXCHANGE PARK & RIDE,78,"SECURITY, GUARDS, PATROLS",1,NOT USED,561612,"Admin., support, waste mgmt & remed. services / Administrative & support services / Investigation & security services / Investigation, guard & armoured car services / Security guard & patrol services",,,,0,0,0,49.1601243,-122.6606233
-13655535.3,6282574.456,75,100483,FERNRIDGE COMMUNITY HALL,,2389,200 ST,"2389 200 ST 
LANGLEY BC  V2Z 1Y5",100483,Brookswood / Fernridge,604-530-5634,COMMUNITY HALL,58,NON-PROFIT,SOCIETY,SOCIETY,813310,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Social advocacy organizations / Social advocacy organizations / Social advocacy organizations",,,,,,,49.04543602,-122.6697607
-13643158.04,6296898.68,76,110397,EQUINOX LANDSCAPE DESIGN INC,,6990,240 ST,"6990 240 ST 
LANGLEY BC  V1M 3K6",110397,,604-866-9365,DESIGN & INSTALLATION OF LANDSCAPPING,21,CONTRACTOR,LAND,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,,,2,0,1,49.12970697,-122.5585739
-13654491.79,6304527.641,77,115849,LA BOHEME CONSULTING,,20292,94B AVE,"20292 94B AVE 
LANGLEY BC  V1M 1Y8",115849,Walnut Grove,604-728-5230,GRAPHIC DESIGN SERVICES,57,NON - PROFESSIONAL,GRAPHICS,GRAPHICS,541430,"Professional, scientific & technical services / Professional, scientific & technical services / Specialized design services / Graphic design services / Graphic design services",,,,,,1,49.17453061,-122.6603867
-13632577.72,6291976.873,78,119889,LE RON PLASTIC INC,,27450,55 AVE,"27450 55 AVE 
LANGLEY BC  V4W 3Y1",119889,Gloucester,604-591-8274,LIGHT MANUFACTURE OF PVC PIPE FITTINGS & DISTRIBUTION FOR RESALE,54,MANUFACTURERS,PLASTIC,PLASTIC,326121,Manufacturing / Plastics & rubber products mfg. / Plastic product mfg. / Plastic pipe & unsupported profile shape mfg. / Unsupported plastic profile shape mfg.,,,,,,50,49.10076758,-122.4635293
-13634954.67,6284320.054,79,129874,LANDSCAPE MODE,,26675,29 AVE,"26675 29 AVE 
LANGLEY BC  V4W 3B3",129874,Aldergrove,604-825-3222,LANDSCAPE SERVICES,21,CONTRACTOR,LAND,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,9,,,1,1,49.05571322,-122.4848818
-13633224.73,6284747.373,80,132204,ALDERGROVE VETERANS & SENIORS SOCIETY,,27247,FRASER HWY,"27247 FRASER HWY 
LANGLEY BC  V4W 3P9",132204,Aldergrove,604-856-6371,SENIORS SOCIETY,58,NON-PROFIT,SOCIETY,SOCIETY,813410,"Other services (exc. Public administration) / Religious, grant-making, civic & similar orgs / Civic & social organizations / Civic & social organizations / Civic & social organizations",,,,,,1,49.05822873,-122.4693414
-13655109.54,6302163.986,81,150159,TANSEY INSURANCE SERVICES LTD,200,8661,201 ST,"200-8661 201 ST 
LANGLEY BC  V2Y 0G9",148252,Willoughby,604-539-7783,LIFE INSURANCE AGENCY,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,73,,,,1,49.16064739,-122.6659361
-13645651.81,6282599.197,82,117299,BLACK POWDER TANNERY,,23231,24 AVE,"23231 24 AVE 
LANGLEY BC  V2Z 3A1",117299,,,TAXIDERMY,4,ANIMALS/FISH,TAXIDER,TAXIDERMY,414470,Wholesale trade / Personal & household goods whl. / Personal goods whl. / Amusement & sporting goods whl. / Amusement & sporting goods whl.,,,,,,3,49.0455817,-122.5809758
-13637895.36,6278991.168,83,117198,S & S MASONRY LTD,,25743,12 AVE,"25743 12 AVE 
LANGLEY BC  V4W 2J7",117198,,604-625-7783,MASONRY CONTRACTOR,21,CONTRACTOR,MASONRY,MASONRY,238140,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Masonry contractors / Masonry contractors",,,,,,35,49.02433279,-122.5112984
,,84,136578,STOLZ MECHANICAL SYSTEMS SERVICE INC,,,OUT OF TOWN,"111 4268 LOZELLS AVE 
BURNABY BC  V5A 0C6",136578,,604-244-2225,HVAC MECHANICAL SYSTEMS SERVICE & INSTALLATION,21,CONTRACTOR,HVAC,HEATING VENTILATION AND AIR CONDITIONING,333416,"Manufacturing / Machinery mfg. / Ventilation, heating, ac & refrig. equip. mfg / Ventilation, heating, ac & refrig. equip. mfg / Heating & commercial refrigeration equip. mfg.",,97,,,2,7,,
-13645244.68,6303811.692,85,123086,CASSIAN COMMERCIAL SERVICES INC,1,9228,GLOVER RD,"1-9228 GLOVER RD 
LANGLEY BC  V1M 2S2",118857,Fort Langley,604-637-4672,OFFICE FOR SNOW REMOVAL SERVICES,18,CLEANING SERVICES,STREET,STREET,488490,Transportation & warehousing / Support activities for transportation / Support activities for road transportation / Other support activities for road transport / Other support activities for road transport,,,,4,,1,49.17032581,-122.5773185
-13655631.12,6297876.442,86,141426,BRIGHT STAR MULTIAGE CHILD DAYCARE,,19918,73A AVE,"19918 73A AVE 
LANGLEY BC  V2Y 3J3",141426,Willoughby,604-618-8671,FAMILY DAYCARE,25,DAY CARE,FAMILY,FAMILY DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,,,,,1,49.13545404,-122.6706215
-13635565.28,6279082.664,87,111616,NORTHVIEW KENNELS,,26488,13 AVE,"26488 13 AVE 
LANGLEY BC  V4W 2S4",111616,,604-318-1015,COMMERCIAL KENNEL,48,KENNELS,1,NOT USED,721310,Accommodation & food services / Accommodation services / Rooming & boarding houses / Rooming & boarding houses / Rooming & boarding houses,,,,,,2,49.02487175,-122.490367
-13656099.84,6304627.619,88,104609,EXTREME AIR PARK,,9499,198 ST,"9499 198 ST 
LANGLEY BC  V1M 3B8",104609,,604-888-8616,TRAMPOLINE RECREATIONAL FACILITY,69,RECREATION,FITNESS,FITNESS,711319,"Arts, entertainment & recreation / Performing arts, spectator sports & related / Promoters of performing arts, sports, etc. / Promoters of arts, sports, etc. with fac. / Sports stadiums & other presenters with fac.",,,,,6,4,49.17511776,-122.6748321
-13655613.09,6294936.218,89,146095,LANGLEY CROSSING MEDICAL CLINIC,201,6339,200 ST,"201-6339 200 ST 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,604-539-0057,MEDICAL CLINIC,65,PROFESSIONALS,PHYSICIANS,PHYSICIAN,621110,Health care & social assistance / Ambulatory health care services / Offices of physicians / Offices of physicians / Offices of physicians,,,,,1,2,49.11817005,-122.6704595
-13653567.99,6295645.323,90,135890,PACIFIC HEDGE INC,6,20560,66 AVE,"6-20560 66 AVE 
LANGLEY BC  V2Y 1P4",135890,Willoughby,778-999-8996,LANDSCAPING CONTRACTOR,21,CONTRACTOR,LAND,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,9,,,,1,49.12233905,-122.6520881
-13653248.46,6299560.091,91,149479,MATTUS COFFEE LTD,C100,20678,WILLOUGHBY TOWN CENTRE DR,"C100-20678 WILLOUGHBY TOWN CENTRE DRIVE 
LANGLEY BC  V2Y 0L7",148839,Willoughby,604-513-8517,COFFEE & TEA SHOP,73,RESTAURANTS,COFFEE,COFFEE SHOP,722511,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place / Full-serv. rest. & limited-serv. eating place / Full-service restaurants,,,,,8,4,49.14534859,-122.6492177
-13654866.78,6303976.57,92,124718,SPENCE FINANCIAL SERVICES INC,204,20171,92A AVE,"204-20171 92A AVE 
LANGLEY BC  V1M 3A5",124718,Northwest Langley,604-882-7444 (102),FINANCIAL & ESTATE PLANNING CONSULTING,65,PROFESSIONALS,CONSULTANT,CONSULTANT,523930,"Finance & insurance / Securities, commodity contracts & related / Other financial investment activities / Investment advice / Investment advice",,58,,,,2,49.17129418,-122.6637553
,,93,136578,GARAVENTA (CANADA) LTD,,,OUT OF TOWN,"1 11393 KINGSTON ST 
MAPLE RIDGE BC  V2X 0Y7",136578,,604-461-6636,"SUPPLY, INSTALL & SERVICE ACCESSIBILITY LIFTS AND ELEVATORS",21,CONTRACTOR,1,NOT USED,238,Construction / Specialty trade contractors,,,,,,2,,
-13645361.78,6303650.501,94,142412,PACIFIC BOTTLEWORKS COMPANY LTD,202,9188,GLOVER RD,"202 9188 GLOVER RD 
LANGLEY BC  V1M 2R6",140243,Fort Langley,604-371-1011,OFFICE FOR BEVERAGE MANAGEMENT COMPANY,99,WHOLESALE MERCHANT,FD & BEV,FOOD AND BEVERAGE DISTRIBUTION,413110,"Wholesale trade / Food, beverage & tobacco whl. / Food whl. / General-line food whl. / General-line food whl.",,,,,,6,49.16937907,-122.5783704
-13648471.2,6290235.065,95,122228,BELTONE HEARING CENTRE,103,22314,FRASER HWY,"103-22314 FRASER HWY 
LANGLEY BC  V3A 8M6",109802,Murrayville,604-534-8663,HEARING CLINIC,65,PROFESSIONALS,PHYSICIANS,PHYSICIAN,621990,Health care & social assistance / Ambulatory health care services / Other ambulatory health care services / All other ambulatory health care services / All other ambulatory health care services,,,,,,1,49.090522,-122.6063029
-13655672.85,6282951.429,96,100539,AQUA-MOBILE GUTTERS AND PROPERTY MAINTENANCE,,2511,200 ST,"2511 200 ST 
LANGLEY BC  V2Z 1Y4",100539,Brookswood / Fernridge,604-812-5818,OFFICE FOR GUTTER REPAIR & PROPERTY MAINTENANCE,21,CONTRACTOR,GUTTERS,GUTTERS,238160,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Roofing contractors / Roofing contractors",,,,,1,,49.04765563,-122.6709964
-13634217.88,6291686.497,97,147179,THE LATERAL CONNECTION CORP,101,26921,GLOUCESTER WAY,"101-26921 GLOUCESTER WAY 
LANGLEY BC  V4W 3Y3",138325,Gloucester,604-856-7253,IMPORTER / EXPORTER OF PLASTIC WATERWORKS FITTINGS,41,IMPORT/EXPORT OR MANUFACTURERS AGENT,1,NOT USED,416120,"Wholesale trade / Building material & supplies whl. / Electrical, plumbing, heating & ac equip. whl / Plumbing, heating & ac equip. & supplies whl. / Plumbing, heating & ac equip. & supplies whl.",,395,,0,1,2,49.0990597,-122.4782631
-13634217.88,6291686.497,98,147179,USC UTILITY SUPPLY (WEST) CORP,101,26921,GLOUCESTER WAY,"101-26921 GLOUCESTER WAY 
LANGLEY BC  V4W 3Y3",138325,Gloucester,604-381-2146,DISTRIBUTION OF WATERWORKS FITTINGS,41,IMPORT/EXPORT OR MANUFACTURERS AGENT,1,NOT USED,488390,Transportation & warehousing / Support activities for transportation / Support activities for water transportation / Other support activities for water transport / Other support activities for water transport,,,,,1,2,49.0990597,-122.4782631
-13653283.82,6294492.206,99,121664,THE HOCKEY HOUSE,107,20740,MUFFORD CRES,"107-20740 MUFFORD CRES 
LANGLEY BC  V2Y 1N9",102760,Willowbrook,604-510-3563,DRY SURFACE HOCKEY ARENA,69,RECREATION,HOCKEY,HOCKEY,711319,"Arts, entertainment & recreation / Performing arts, spectator sports & related / Promoters of performing arts, sports, etc. / Promoters of arts, sports, etc. with fac. / Sports stadiums & other presenters with fac.",,,,,,2,49.11555942,-122.6495354
,,100,136578,WEST COAST INSTALLATIONS INC.,,,OUT OF TOWN,"810 SHAMROCK STREET 
VICTORIA BC  V8X 2V1",136578,,250-888-4123,MATERIAL HANDLING - RACKING INSTALLATIONS,23,CONTRACTOR - MISC,RACKING,RACKING INSTALLATION,,,,,,,,4,,
-13655602.02,6287788.85,101,140994,THE PARLOUR SPA SALON MEN'S DEN LTD,110,4061,200 ST,"110-4061 200 ST 
LANGLEY BC  V3A 1K8",140985,Brookswood / Fernridge,604-534-6802,FULL SERVICE DAY SPA & HAIR SALON,60,PERSONAL SERVICES,SPA,SPA,812115,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Beauty salons,,,,,5,6,49.07612942,-122.6703601
-13655588.89,6287684.42,102,114410,"HEATHER GROOT, RMT",,4041,200 ST,"4041 200 ST 
LANGLEY BC  V3A 1K8",114410,Brookswood / Fernridge,604-530-6227,REGISTERED MASSAGE THERAPY,65,PROFESSIONALS,MASSAGE,MASSAGE THERAPIST,621340,Health care & social assistance / Ambulatory health care services / Offices of other health practitioners / Physical & speech therapists & audiologists / Physical & speech therapists & audiologists,,,,,,1,49.0755149,-122.6702421
-13655227.15,6301621.693,103,150826,KIDS & COMPANY LTD,100,8506,200 ST,"100 8506 200 ST 
LANGLEY BC  V2Y 0M1",145403,Willoughby,1-866-695-4326,GROUP DAYCARE,25,DAY CARE,GROUP,GROUP DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,,,,,29,49.15746162,-122.6669926
-13655461.85,6301390.642,104,151043,LIGHTHOUSE DENTAL CENTRE,105,8411,200 ST,"105-8411 200 ST 
LANGLEY BC  V2Y 0E7",142690,Willoughby,,DENTAL OFFICE,65,PROFESSIONALS,DENTIST,DENTIST,621210,Health care & social assistance / Ambulatory health care services / Offices of dentists / Offices of dentists / Offices of dentists,,,,,,3,49.15610421,-122.6691009
-13655227.15,6301621.693,105,150823,KPMG,300,8506,200 ST,"300-8506 200 ST 
LANGLEY BC  V2Y 0M1",145403,Willoughby,,ACCOUNTING FIRM,65,PROFESSIONALS,CGA,CHARTERED ACCOUNTANT,541215,"Professional, scientific & technical services / Professional, scientific & technical services / Accounting, tax prep. & bookkeeping services / Accounting, tax prep. & bookkeeping services / Bookkeeping, payroll & related services",,,,,,25,49.15746162,-122.6669926
-13632855.21,6291657.628,106,144013,NTL MANUFACTURING LTD,7,5352,273A ST,"7-5352 273A ST 
LANGLEY BC  V4W 0A9",140969,Gloucester,604-317-6675,MACHINE SHOP,42,INDUSTRIAL,MAC SHOP,MACHINE SHOP,332710,"Manufacturing / Fabricated metal product mfg. / Machine shops, turned product & related mfg. / Machine shops / Machine shops",,,,,,3,49.09888989,-122.466022
-13655019.82,6304810.112,107,150335,MACNAUGHTON & WARD LTD.,215,9525,201 ST,"215 9525 201 ST 
LANGLEY BC  V1M 4A5",148262,Northwest Langley,604-581-6125,CORPORATE ADMINISTRATION OFFICE,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524123,"Finance & insurance / Insurance carriers & related activities / Insurance carriers / Direct insurance (exc. life, health, etc.) / Direct, public, automobile insurance",,,,,1,5,49.17618948,-122.6651301
-13632413.33,6284745.705,108,112848,KLONDIKE LUBRICANTS CORPORATION,,3078,275 ST,"3078 275 ST 
LANGLEY BC  V4W 3L4",112848,Aldergrove,604-856-5335,WHOLESALE DISTRIBUTOR OF OIL AND LUBRICANTS,95,WAREHOUSE AND STORAGE,1,NOT USED,417990,"Wholesale trade / Machinery, equipment & supplies whl. / Other machinery, equipment & supplies whl. / All other machinery, equip. & supplies whl. / All other machinery, equip. & supplies whl.",,,,,,14,49.05821891,-122.4620525
,,109,136578,ACCESS GAS SERVICES INC,,,OUT OF TOWN,"201 800 CARLTON CRT 
DELTA BC  V3M 6Y6",136578,,604-519-0862,NATURAL GAS SUPPLIER,23,CONTRACTOR - MISC,FUEL,FUEL DISTRIBUTION,,,,236,,,,4,,
-13656429.52,6287688.342,110,114373,PRO-LINE FENCE LTD,,19723,40A AVE,"19723 40A AVE 
LANGLEY BC  V3A 2Y2",114373,Brookswood / Fernridge,604-539-9922,SUPPLY & INSTALLATION OF FENCES,23,CONTRACTOR - MISC,FENCING,FENCING AND GATE INSTALLATION,238990,Construction / Specialty trade contractors / Other specialty trade contractors / All other specialty trade contractors / All other specialty trade contractors,,9,,,,6,49.07553798,-122.6777936
,,111,136578,ISLE OF MANN CONSTRUCTION LTD,,,OUT OF TOWN,"401 15336 31 AVE 
SURREY BC  V3Z 0X2",136578,,604-535-1628,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,97,,,,20,,
-13655762.47,6300113.672,112,158364,VANFRASER FINANCIAL SERVICES INC,220,8029,199 ST,"220-8029 199 ST 
LANGLEY BC  V2Y 0E2",158364,Willoughby,604-510-2709,INSURANCE OFFICE,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524299,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Other insurance related activities / All other insurance related activities",,,,0,0,3,49.14860147,-122.6718014
