LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
1297,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,TAXI #14,"TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,113
49138,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,114
49141,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,115
49133,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,116
49135,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,117
49125,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,118
1008,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,119
1274,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,120
49111,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,121
49139,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,122
1295,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,123
49136,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,124
1265,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,125
1289,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,126
49107,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,127
49104,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,128
49110,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,129
13420,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,130
13435,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,131
13322,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,132
13323,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,133
13328,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,134
49130,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,135
13324,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,136
49103,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,137
13483,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,138
13486,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,139
13330,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,140
13360,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE TAXI LTD,"TAXI, LIMOUSINE, SHUTTLE SERVICE","TAXI, LIMOUSINE, SHUTTLE SERVICE - TAXI, LIMOUSINE, SHUTTLE SERVICE",,331,1ST AVE,141
68476,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUPERIOR FENCING LTD,CHAIN LINK FENCING,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,303,1ST AVE,142
12900,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTENNIAL FOODSERVICE,WHOLESALE > 500 SQ. M.,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,240,232,2ND AVE,143
70261,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VENTURE ELEVATOR INC.,ELEVATOR SERVICE AND REPAIR,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",248,256,2ND AVE,144
5263,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ALLENS SCRAP & SALVAGE LTD,RECYCLING SCRAP METAL,SCRAP METAL DEALER - SCRAP METAL DEALER,,302,2ND AVE,145
77514,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CLEO LAJZEROWICZ:  PHYSIO IN MOTION,Mobile Physiotherapy,HOME BUSINESS - HOME BUSINESS - OTHER,,2040,ROSS CRES,146
3906,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADA PHOTOFAX LIMITED,OFFICE EQUIPMENT SALES & SERVICE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,511,GEORGE ST,147
81339,2021/04/12 07:00:00+00,2021/12/31 08:00:00+00,DAYDREAM DONUTS CAFE LTD,Cafe - breakfast and lunch,"Restaurant, Coffee Shop, Cafe, Deli (30 seats or less) or other Food primary establishments.",,565,GEORGE ST,148
72885,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOMCOR HEALTH SAFETY & SECURITY INC,Security Services and PCTIA Approved training facility.,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,470,3RD AVE,149
77997,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOMCOR TRAFFIC CONTROL INTERNATIONAL INC,Traffic Control,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,470,3RD AVE,150
1415,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ST JOHN AMBULANCE (BC COUNCIL),NON PROFIT ORGANIZATION - FIRST AID TRAINING,Charitable/Non-Profit/Religious,,470,3RD AVE,151
79975,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RAM ENVIRONMENTAL RESPONSE LTD,Environmental response & remediation,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,545,2ND AVE,152
79974,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MARIO'S TOWING LTD,Towing & equipment moving,VEHICLE HIRE - TOW TRUCKS,,545,2ND AVE,153
9414,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,552741 BC LTD,COMMERCIAL,BUILDING RENTAL - COMMERCIAL,525,505,2ND AVE,154
71531,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,X CONDITIONING,sports training facility,COMMERCIAL RECREATION,525,505,2ND AVE,155
1870,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR CATERING CONSULTING LTD,CATERING CONSULTING - OFFICE ONLY,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE < 100 SQ. M.,,570,3RD AVE,156
1355,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STOP SHOP,BRAKE REPAIRS,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,639,2ND AVE,157
75012,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"SPOLETINI, ADRIANO / SPOLETINI, LEAH",Apartment Rentals,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,1910,RENWICK CRES,158
81510,2021/06/28 07:00:00+00,2021/12/31 08:00:00+00,STENBERG COLLEGE,Private Post Secondary Training,COMMERCIAL EDUCATION,,1157,5TH AVE,159
79247,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WHITE WILLOW BOUTIQUE,Boutique,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1157,5TH AVE,160
76975,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EMILY JANE PHOTOGRAPHY INC,Photography,COMMERCIAL SERVICE < 100 SQ. M. - PHOTOGRAPHY,,1157,5TH AVE,161
73393,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TWISTED CORK RESTAURANT,Restaurant,RESTAURANT - RESTAURANT,,1157,5TH AVE,162
69069,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BELL CANADA,TELECOMMUNICATIONS FACILITY/ CENTRAL OFFICE,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,585,QUEENSWAY,163
5991,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ACTION MOTORS (1999) LTD,CAR SALES or SERVICE,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,1735,QUEENSWAY,164
9836,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INTERCOAST CONSTRUCTION LTD,GENERAL CONTRACTOR,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",,4032,HART HWY,165
81066,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTH COAST ENERGY LTD.,Boiler Installation/Repair Contractor,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,4032,HART HWY,166
81499,2021/06/22 07:00:00+00,2021/12/31 08:00:00+00,REYNOLDS NEUROPSYCHOLOGICAL SERVICES,Psychological and Neuropsychological Assessment Services,HOME BUSINESS 2,,3704,JAMES DR,167
72843,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,0791513 BC LTD,Building Rental.,BUILDING RENTAL - COMMERCIAL,484,466,2ND AVE,168
7622,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SM FORREST & ASSOCIATES LTD,FORESTRY CONSULTING,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",484,466,2ND AVE,169
70917,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,L&D PROPERTIES INC.,auto detailing and service,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,888,PATRICIA BLVD,170
1859,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TIMBERLINE FOOTFITTERS,CLOTHING & FOOTWEAR,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1090,1010,VICTORIA ST,171
80641,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VICTORY PAINT & MERCANTILE INC.,Paint Retailer,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1090,1010,VICTORIA ST,172
3322,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,R-KAN INVESTMENTS LTD,COMMERCIAL,BUILDING RENTAL - COMMERCIAL,1090,1010,VICTORIA ST,173
8412,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAIRSTONE FINANCIAL INC.,unit A 1080 Victoria St,Banks and other Financial Institutions.,1090,1010,VICTORIA ST,174
9531,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RK FURNITURE GALLERY,FURNITURE RETAIL,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,1090,1010,VICTORIA ST,175
3471,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUBWAY #1,COFFEE SHOP/CAFE/DELI,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,1090,1010,VICTORIA ST,176
70556,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SKEANS PNEUMATIC & AUTOMATION INC.,distribution of compressed air products,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,857,845,5TH AVE,177
74375,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GREEN MOBILE VETERINARY SERVICES,Mobile Veterinary Clinic office at location,ANIMAL CLINIC - ANIMAL CLINIC,,829,5TH AVE,178
70741,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,L & L LANDSCAPE & DESIGN INC,LANDSCAPING irragation snow clearing,"CONTRACTOR, TRADE - LANDSCAPING",,829,5TH AVE,179
75901,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,283110 BC LTD,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,,1160,7TH AVE,180
70070,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BRITISH COLUMBIA SCHIZOPHRENIA SOCIETY,"office, drop-in centre, Employment services for disabled workers",CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1139,6TH AVE,181
73382,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MARLIM ECOLOGICAL CONSULTING LTD,Environmental Consulting - office and field equipment storage,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,650,3RD AVE,182
73053,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TM OPERATIONS LTD,Light Excavating Services - Residental or light commercial,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,670,3RD AVE,183
3073,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TM REFRIGERATION LTD,REFRIGERATION,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,670,3RD AVE,184
76310,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"""USED"" USED & SURPLUS EQUIPMENT DEPOT",selling of used equipment,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,670,3RD AVE,185
3912,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,3D WOOD DESIGN INC,WOOD PRODUCTS,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,694,690,3RD AVE,186
2011,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MARATHON EAVESTROUGHING  LTD,EAVESTROUGHING,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",,870,3RD AVE,187
73662,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,5 STAR TOWING,CAR STORAGE,CAR STORAGE - CAR STORAGE,,733,2ND AVE,188
47477,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PORTAL INSTALLATIONS LTD,DOOR INSTALLATIONS,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,710,3RD AVE,189
3314,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EX-CEL ACOUSTICS LTD,DRYWALL,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,774,3RD AVE,190
81306,2021/03/31 07:00:00+00,2021/12/31 08:00:00+00,NORCAP ELECTRIC LTD,Electrical Contractor,"CONTRACTOR, TRADE - ELECTRICAL",904,910,3RD AVE,191
47387,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,POLAR REFRIGERATION SALES & SERVICE LTD,MECHANICAL CONTRACTOR,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",904,910,3RD AVE,192
72533,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE CARPENTERS HOLDING SOCIETY,"Hall Rental, Office Rental, Parking Rental.",CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,909,5TH AVE,193
1347,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN INDUSTRIAL SALES LTD.,INDUSTRIAL SUPPLIES,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,3526,3502,OPIE CRES,194
80602,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,IDEAL OFFICE SOLUTIONS,Sales & service of office equipment & supplies,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,3651,OPIE CRES,195
72100,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BARTLE & GIBSON CO LTD,"plumbing, heating & electrical wholesale distribution",WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,3500,MASSEY DR,196
80631,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TRAVELODGE BY WYNDHAM,Hotel,HOTEL - HOTEL,,1458,7TH AVE,197
73461,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JON M DUNCAN LAW CORPORATION,"law trial work, litigation",COMMERCIAL OFFICE - LAWYER,,251,GEORGE ST,198
74017,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DENNIS M SMITH BARRISTER & SOLICITOR,Barrister & solicitor,COMMERCIAL OFFICE - LAWYER,,251,GEORGE ST,199
81109,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RE/MAX CORE REALTY,Real Estate Office,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,1717,1701,CENTRAL ST W,200
77718,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TROPICAL POOL & SPA,SWIMMING POOL AND SPA INSTALLATIONS,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR - OTHER",1717,1701,CENTRAL ST W,201
81492,2021/06/22 07:00:00+00,2021/12/31 08:00:00+00,CROSSFIT NORTHERN ICE,Crossfit Gym,"Indoor, Outdoor, Equestrian Centre",1914,1904,QUINN ST S,202
72654,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ALL PRO PLUMBING & HEATING INC,Plumbing and Heating Contractor.,"CONTRACTOR, TRADE - PLUMBING",1914,1904,QUINN ST S,203
78957,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CONTROL LINE FIRE INSPECTIONS INC,Servicing of Businesses Fire Equipment,HOME BUSINESS - HOME BUSINESS - OTHER,,9271,HOLDNER RD,204
80150,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OLIVE'S BRANCH,Supported Housing Program,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1915,3RD AVE,205
81389,2021/04/27 07:00:00+00,2021/12/31 08:00:00+00,NADINA AQUATICS,Online sales of aquarium supplies,HOME BUSINESS 1 - Craft,,1855,3RD AVE,206
8966,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DR BRACCIA AND DR KREITZ CHIROPRACTORS INC.,CHIROPRACTOR,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,385,WINNIPEG ST,207
4603,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTENNIAL COURT,RESIDENTIAL BUILDING RENTAL,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,1844,4TH AVE,208
6185,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADIAN RED CROSS SOCIETY,CANADIAN RED CROSS,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1399,6TH AVE,209
1596,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DMC CHARTERED PROFESSIONAL ACCOUNTANTS INC,COMMERCIAL OFFICE,COMMERCIAL OFFICE - ACCOUNTANT,696,682,BRUNSWICK ST,210
41664,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NEW HORIZON BUILDING,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,696,682,BRUNSWICK ST,211
80745,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CRESTWOOD APARTMENTS,Building rental units,BUILDING RENTAL - BUILDING RENTAL,,1499,6TH AVE,212
2082,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN SKYELINE CONSTRUCTION LTD DBA NEW LOOK INTERIORS,HOME IMPROVEMENT CENTER,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,2169,2165,OGILVIE ST S,213
75420,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DENOVO WINDOW & DOOR,windows and door supply and installations window coverings,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,2169,2165,OGILVIE ST S,214
71719,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN SKYELINE CONSTRUCTION LTD DBA NEW LOOK INTERIORS,building /remodeling,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR - OTHER",2169,2165,OGILVIE ST S,215
73762,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AUTOMAGIC (2009) LTD,Parts & Tire Sales,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,3633,15TH AVE,216
45270,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NATIONAL SEATING & MOBILITY LTD,MEDICAL SUPPLIES,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,,1749,LYON ST S,217
60193,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TUESDAY HOLDINGS LTD,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,1490,1480,7TH AVE,218
45791,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PARKER OPTOMETRY,OPTOMETRY CLINIC,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,1527,1523,6TH AVE,219
76874,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NUMBER 252 HOLDINGS LTD,Building Rental,BUILDING RENTAL - COMMERCIAL,1527,1523,6TH AVE,220
75048,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DR. I. KEITH CORBETT,Orthodontic Office,MEDICAL OR DENTAL OFFICE - OTHER - MEDICAL,,1576,7TH AVE,221
73121,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LINDA AVIS NOTARY PUBLIC,Notary Public.,COMMERCIAL OFFICE - NOTARY PUBLIC,,1584,7TH AVE,222
80774,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"GODFREY, CRANSTON & HOPSON APPRAISALS LTD.",Real estate appraisal company,COMMERCIAL OFFICE - APPRAISER,,1584,7TH AVE,223
71139,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CMHA - THRIFT STORE,THRIFT STORE,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,1154,1150,3RD AVE,224
7569,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADIAN MENTAL HEALTH ASSOCIATION-PRINCE GEORGE,ADMINISTRATION OFFICE,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,1154,1150,3RD AVE,225
72725,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE NEW LIFE CENTRE SOCIETY,Innercity outreach. Non Profit Center.,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1164,3RD AVE,226
8994,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPECIAL BEAUTY PARLOR & DAY SPA,ESTHETICIAN - SKIN CARE,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,1180,3RD AVE,227
75581,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SURPLUS HERBY'S,Retail - camping and fishing,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,,1175,2ND AVE,228
