NAME,NAME_FR,ADDRESS,ADDRES_FR,CITY,PROVINCE,PC,PC_ADDRESS,PHONE,EMAIL,DATE_MOD,WEB_1,WEB_2,ID,IMAGE,SUB,OBJECTID
Ear Mark Decorative painting studio,Ear Mark Decorative painting studio,3152 Stonecrest Road,"3152, chemin Stonecrest",Ottawa,ON,K0A 1T0,K0A 1T0,613-832-4099,,20180705,http://www.earmark-decorative-painting-studio.com/index.html,,FP70,,Supplies,477
Beaded Dreams Native Arts & Crafts,Beaded Dreams Native Arts & Crafts,426 Bank Street,"426, rue Bank",Ottawa,ON,K2P 1Y8,K2P 1Y8,613-235-8378,info@beadeddreams.com,20180705,http://www.beadeddreams.ca/,,FP67,,Supplies,478
The Papery,The Papery,850 Bank St,"850, rue Bank",Ottawa,ON,K1S 3W1,K1S 3W1,613-230-1313,info@papery.ca,20180705,http://www.papery.ca/,,FP73,,Supplies,479
Capital Pottery Supplies,Capital Pottery Supplies,877 Boyd Ave,"877, av Boyd",Ottawa,ON,K2A 2E2,K2A 2E2,613-728-0697,capitalpottery@gmail.com,20180705,http://www.capitalpotterysupplies.com/,,FP59,,Supplies,480
Stained Glass Stuff,Stained Glass Stuff,9-911 Richmond Rd,"9-911, chemin Richmond",Ottawa,ON,K2A 0G8,K2A 0G8,613-722-8702,info@stainedglassstuff.com,20180705,http://www.stainedglassstuff.com/,,FP72,,Supplies,481
Wallacks - Nepean,Wallacks - Nepean,11-1821 Robertson Road,"11-1821, chemin Robertson",Ottawa,ON,K2H 8X3,K2H 8X3,,,20180705,http://www.wallacks.com/wallacksclasses.php?loc=Nepean&storeid=10,,FP608,,"Supplies,Education",482
Michaels - Train Yards,Michaels - Train Yards,165 Trainyards Dr,"165, prom Trainyards",Ottawa,ON,K1G 3X8,K1G 3X8,,,20180705,http://locations.michaels.com/ON/OTTAWA/3980/index.html,,FP575,,"Supplies,Education",483
Wallack's - Orleans,Wallack's - Orleans,2-2012 Tenth Line Rd,"2-2012, chemin Tenth Line",Ottawa,ON,K4A 4X4,K4A 4X4,,,20180705,http://www.wallacks.com/slocations.php?storeid=8&event=norm,,FP607,,"Supplies,Education",484
Michaels - South Keys,Michaels - South Keys,2210F Bank St,"2210F, rue Bank",Ottawa,ON,K1V 1J5,K1V 1J5,,,20180705,http://locations.michaels.com/ON/OTTAWA/3623/index.html,,FP574,,"Supplies,Education",485
The Leading Note,The Leading Note,2-370 Elgin St,"2-370, rue Elgin",Ottawa,ON,K2P 1N1,K2P 1N1,613-569-7888,info@leadingnote.com,20180705,http://www.leadingnote.com/,http://www.leadingnote.com/,FP902,http://www.leadingnote.com/media/Image/about us/LN-Store-Front.jpg,"Supplies,Education",486
Michaels - Pinecrest,Michaels - Pinecrest,2685 Iris St,"2685, rue Iris",Ottawa,ON,K2C 3S4,K2C 3S4,,,20180705,http://locations.michaels.com/ON/OTTAWA/3505/index.html,,FP573,,"Supplies,Education",487
Michaels - Kanata,Michaels - Kanata,5617 Hazeldean Rd,"5617, chemin Hazeldean",Ottawa,ON,K2S 0P5,K2S 0P5,,,20180705,http://locations.michaels.com/ON/OTTAWA/3968/index.html,,FP572,,"Supplies,Education",488
