OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE,geometry,lon,lat,BusinessDescription
103,00433748,,26394,TRETHEWEY CRES,V2W 1A5,ACTUAL LANDSCAPING INC,CONTRACTORS,LANDSCAPING,2021-12-20,HOME BASED,,604 462 0237,Work,,,POINT (-122.48811404972135 49.21187519657468),-122.48811404972135,49.21187519657468,CCFA LICENCED FAMILY CHILD CARE
104,00437796,8,23382,RIVER RD,V2W 1B6,CRAFTSMEN CONTRACTING LTD,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,2021-12-20,COMMERCIAL,,778 989 7252,Work,,,POINT (-122.57439517960904 49.19259960234852),-122.57439517960904,49.19259960234852,DOG WALKING & PET SITTING
105,00436469,,12510,223 ST,V2X 5Z1,BASKET OF JOY,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2021-12-09,HOME BASED,,604 467 2053,Work,,,POINT (-122.6041090548833 49.22986873280596),-122.6041090548833,49.22986873280596,10 RENTAL APARTMENTS
106,00432310,215,22277,122 AVE,V2X 3X8,GOLDEN EARS DOG WALKING,ANIMAL SERVICES,DOG WALKER,,HOME BASED,,604 512 5182,Work,,,POINT (-122.60494456930378 49.22457514554301),-122.60494456930378,49.22457514554301,PUB & GRILL
107,00435852,,22503,ROYAL CRES,V2X 2M2,CRESCENT APARTMENT,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-07,COMMERCIAL,,604 889 2592,Work,,,POINT (-122.59857364896395 49.216390667945916),-122.59857364896395,49.216390667945916,REGISTERED MASSAGE THERAPY
108,00434971,,21973,132 AVE,V4R 0A7,THE RANCH PUB AND GRILL,FOOD & BEVERAGE SERVICES,LIQUOR PRIMARY LICENCE ESTABLISHMENT WITH RESTAURANT/ FOOD PRIMARY LICENCE ESTAB,2022-01-04,COMMERCIAL,,604 467 5616,Work,,,POINT (-122.61372636587761 49.24363036805963),-122.61372636587761,49.24363036805963,COUNSELLING
110,00434279,200,20395,LOUGHEED HWY,V2X 2P9,SARAH CHATT RMT,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2022-01-19,COMMERCIAL,,604 465 4263,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,REGISTERED MASSAGE THERAPIST
111,00435281,200,22714,DEWDNEY TRUNK RD,V2X 3K2,CAROLYN HEPPNER COUNSELLING,HEALTH SERVICES,COUNSELLING,2022-01-04,COMMERCIAL,,604 788 0714,Work,,,POINT (-122.59285813546889 49.21969134552327),-122.59285813546889,49.21969134552327,MOBILE DETAILING
112,00437226,10,11255,232 ST,V2X 4W4,ROBYN FRIZZLE RMT,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2022-01-04,HOME BASED,,604 803 4292,Work,,,POINT (-122.58067569725695 49.2064438741963),-122.58067569725695,49.2064438741963,RESIDENTIAL OFFICE CLEANING
113,00432178,,12719,216 ST,V2X 7K1,531815 BC LTD,AUTOMOTIVE,AUTO DETAILING/UPHOLSTERY,2022-02-01,HOME BASED,,604 467 5642,Work,,,POINT (-122.62352413140617 49.233920696182665),-122.62352413140617,49.233920696182665,ESTHETICS
114,00433192,35,22374,LOUGHEED HWY,V2X 2T5,GFL ENVIRONMENTAL INC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),,COMMERCIAL,gflenv.com,604 467 0707,Work,,,POINT (-122.60204191967529 49.21660085634277),-122.60204191967529,49.21660085634277,U-BREW / U-VIN
115,00458229,,23315,DEWDNEY TRUNK RD,,HIGHLAND SALON AND MEDI SPA,PERSONAL SERVICES,SPA SERVICES,2021-12-30,COMMERCIAL,,604 467 3995,Work,,,POINT (-122.57598190392092 49.220641288230695),-122.57598190392092,49.220641288230695,INDOOR ROCK CLIMBING GYM
116,00438129,,20767,LOUGHEED HWY,V2X 2R2,CASK AND KEG BREWMASTERS INC.,FOOD & BEVERAGE RETAIL,U-BREW,2022-01-12,COMMERCIAL,,604 463 1989,Work,,,POINT (-122.64586756488514 49.21842205976418),-122.64586756488514,49.21842205976418,"INSTALLATION, SERVICE & INSPECTION OF VEHICLES HOISTS"
119,00435605,5,11455,201A ST,V2X 0Y3,THE ROCK WALL,SPORTS & RECREATION CENTRE,ROCK CLIMBING,2022-01-17,COMMERCIAL,,604 460 0808,Work,,,POINT (-122.6639032876851 49.210553377857444),-122.6639032876851,49.210553377857444,FENCE WHOLESALER & MANUFACTURER
120,00458119,,20121,121A AVE,V2X 3J8,TYCOM SERVICES 2019 LTD,AUTOMOTIVE,ALL OTHER AUTOMOTIVE SERVICE,2022-01-31,HOME BASED,,604 323 4889,Work,,,POINT (-122.66370756823804 49.224218254432465),-122.66370756823804,49.224218254432465,FIRE PROTECTION
121,00435226,,23416,RIVER RD,V2W 1B7,PROLINK SUPPLY LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,2021-12-13,COMMERCIAL,,604 466 8839,Work,,,POINT (-122.57308598045424 49.19140207406453),-122.57308598045424,49.19140207406453,METAL
122,00436502,200,20170,STEWART CRES,V2X 0T4,CREEKSIDE FIRE PROTECTION LTD,CONTRACTOR,SPRINKLER,2021-12-24,COMMERCIAL,,604 457 34473,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,CONSTRUCTION
123,00433129,,20331,124 AVE,V2X 7J6,DAE SAN DEVELOPMENTS LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-01-20,HOME BASED,,604 460 9978,Work,,,POINT (-122.65830936812456 49.22858993610558),-122.65830936812456,49.22858993610558,CONSIGNMENT FURNITURE & HOME DECOR
126,00435121,,22362,119 AVE,V2X 2Z3,TASTE OF TIME,SECOND HAND DEALER,FURNITURE/APPLIANCES,2021-12-15,COMMERCIAL,,604 477 0404,Work,,,POINT (-122.60255831235636 49.21833042773733),-122.60255831235636,49.21833042773733,NUTRITIONAL CONSULTING
127,00439150,,11596,238A ST,V2W 2A9,THE STARTING POINT,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,2021-12-15,HOME BASED,,778 241 1951,Work,,,,,,EVENT PLANNING AND ORGANIZATION
128,00457713,,11935,BURNETT ST,,PARTY4YOU,ARTS & ENTERTAINMENT SERVICES,EVENT/PARTY PLANNING,,HOME BASED,@PARTY4YOUCANADA,514-690-5446,Work,,,,,,AUTOMOBILE CUSTOMIZING
130,00432335,470,20170,STEWART CRES,V2X 0T4,KPD AUTO GROUP,AUTOMOTIVE,ALL OTHER AUTOMOTIVE SERVICE,2022-02-11,COMMERCIAL,,604 460 7969,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,PHOTOGRAPHY SERVICES - OUTDOOR & HOME STUDIO
131,00459205,,23623,TAMARACK LANE,V2W 1B3,ANGELA K PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,,HOME BASED,www.angela-k-photography.ca,604 807 2483,Work,,,POINT (-122.56702494236163 49.19757920541371),-122.56702494236163,49.19757920541371,UNDERGROUND (SEPTIC) SERVICINGGENERAL CONTRACTOR
132,00433586,,10460,TAMARACK CRES,V2W 1B5,ALL STAR CONTRACTING LTD,CONTRACTORS,UNDERGROUND SERVICES,2021-12-31,HOME BASED,,604 463 4820,Work,,,POINT (-122.56329799785155 49.195007154459454),-122.56329799785155,49.195007154459454,PLUMBING/HEATING/GAS COMPANY
134,00460492,,24813,119 AVE,V4R 1Z1,MA MECHANICAL,CONTRACTOR,PLUMBING,2021-12-15,HOME BASED,,778 240 0225,Work,,,POINT (-122.5344193281481 49.21935922888566),-122.5344193281481,49.21935922888566,RESIDENTIAL CONSTRUCITON
136,00439796,,22860,GILBERT DR,,SCOTT CHARLTON CONSTRUCTION LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2021-12-31,HOME BASED,,604 816 8685,Work,,,POINT (-122.58483120334549 49.25105038206222),-122.58483120334549,49.25105038206222,HAIR SALON
137,00435316,,11938,223 ST,V2X 5Y3,MAY HAIR DESIGN,PERSONAL SERVICES,HAIR SALON/BARBER,2021-12-31,COMMERCIAL,,604 466 4946,Work,,,POINT (-122.60419018862258 49.21926322031266),-122.60419018862258,49.21926322031266,PLUMBING & GAS CONTRACTOR
138,00436057,,22001,124 AVE,V2X 4J1,MEADOW RIDGE PLUMBING & GAS,CONTRACTOR,PLUMBING & GAS,2022-01-04,HOME BASED,,604 351 0874,Work,,,POINT (-122.61208701927697 49.22803963519152),-122.61208701927697,49.22803963519152,FAST FOOD RESTAURANT
139,00434653,,22780,LOUGHEED HWY,V2X 2V6,MCDONALD'S RESTAURANTS OF CANADA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,,COMMERCIAL,,604 463 7858,Work,,,POINT (-122.59107998751139 49.215826336030645),-122.59107998751139,49.215826336030645,"FACIALS, MANICURES, DAYSPA"
141,00435333,103,23015,DEWDNEY TRUNK RD,V2X 3K9,OBRI DAYSPA,PERSONAL SERVICES,SPA SERVICES,2022-01-19,COMMERCIAL,,604 466 5323,Work,,,POINT (-122.58450094808754 49.220701619620925),-122.58450094808754,49.220701619620925,FITNESS/PILATES
142,00435636,,10528,BAKER PL,V2W 2B8,HEIDI'S BODYSCULPTING PILATES,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,2021-12-31,HOME BASED,,604 463 6777,Work,,,POINT (-122.54948055757713 49.19380818127268),-122.54948055757713,49.19380818127268,NAILS & ESTHETICS
143,00459928,102,24155,102 AVE,,L V NAILS,PERSONAL SERVICES,SPA SERVICES,2021-12-16,COMMERCIAL,,,Work,,,POINT (-122.55210246467244 49.18771846869748),-122.55210246467244,49.18771846869748,GENERAL CONTRACTOR
144,00433108,,12426,232 ST,V2X 1R6,B & T  MALKOSKE CONTRACTING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2022-02-11,HOME BASED,,604 463 6744,Work,,,POINT (-122.57879747825511 49.228386109131755),-122.57879747825511,49.228386109131755,CONSTRUCTION
145,00448770,,12340,271 ST,V2W 1C2,V.A. CONSTRUCTION,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),,HOME BASED,,604 328 1585,Work,,,POINT (-122.4700928462243 49.226183415020024),-122.4700928462243,49.226183415020024,REG'D KINESIOLOGIST.  FITNESS/REHAB/PERFORMANCE TRAINING
147,00459054,,21082,116 AVE,V2X 7T8,WHEELER KINESIOLOGY,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,2021-12-03,HOME BASED,,778 834 7670,Work,,,POINT (-122.63732193302273 49.21273569690004),-122.63732193302273,49.21273569690004,ARCHITECTURAL WOODWORK
148,00435212,320,20170,STEWART CRES,V2X 0T4,STIRLING WOODWORKS LTD,MANUFACTURING,WOOD PRODUCTS,2021-12-08,COMMERCIAL,,604 720 2726,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,MOVIE EXTRAS AGENCY
149,00432229,,23719,123 AVE,V4R 1N7,HOLLYWOOD NORTH EXTRAS INC,ARTS & ENTERTAINMENT SERVICES,TALENT AGENCY,2022-02-11,HOME BASED,,604 466 3045,Work,,,POINT (-122.56508520440946 49.22711886476184),-122.56508520440946,49.22711886476184,PERSONAL TRAINING SERVICES
150,00458512,,12343,CARLTON ST,V2X 5C4,STRONG START FITNESS,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,2021-12-22,HOME BASED,WWW.STRONGSTARTFITNESS.CA,604 376 0155,Work,,,POINT (-122.62992571653291 49.226736767468616),-122.62992571653291,49.226736767468616,INTERIOR AND EXTERIOR PAINTING
151,00433982,,12787,256 ST,V4R 1C2,MS. PAINTING,CONTRACTORS,PAINTER/WALLPAPER,,HOME BASED,,604 219 9225,Work,,,POINT (-122.51771125505532 49.234765178086946),-122.51771125505532,49.234765178086946,AUTO WRECKING
152,00432252,,14310,256 ST,V4R 1C9,AR&A AUTO WRECKING LTD,AUTOMOTIVE,AUTO WRECKING,2021-12-06,COMMERCIAL,,604 715 4312,Work,,,POINT (-122.50476996559586 49.26151923867688),-122.50476996559586,49.26151923867688,MANUFACTURE OF SOUP FOR FOOD SERVICE
154,00435184,440,20170,STEWART CRES,V2X 0T4,BASCO FOODS INC,MANUFACTURING,FOOD & BEVERAGE,2022-02-16,COMMERCIAL,,604 460 8049,Work,,,POINT (-122.66060617139554 49.21225605601501),-122.66060617139554,49.21225605601501,"SECURITY, ACCESS CONTROL, APARTMENT INTERCOM SALES & SVC"
155,00457694,,20299,CHIGWELL ST,V2X 1B3,ONSITE COMMUNICATIONS AND CONTROL SYSTEMS INC,SECURITY,SECURITY SYSTEMS SALES/SERVICE,2022-01-31,HOME BASED,ONSITECOMMUNICATIONS.COM,604-808-2029,Work,,,POINT (-122.65870820049457 49.20391865502496),-122.65870820049457,49.20391865502496,FAST FOOD RESTAURANT
156,00434629,,22596,LOUGHEED HWY,V2X 2V1,BOBBY SOX 50'S DINER LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-03,COMMERCIAL,,604 467 9290,Work,,,POINT (-122.59649949206998 49.216798770743424),-122.59649949206998,49.216798770743424,SEWING / HANDCRAFT MERCHANDISE
157,00459824,,12520,BLACKSTOCK ST,V2X 5N6,WENDYS IN STITCHES,HOMECRAFT,HANDCRAFT,2022-01-05,HOME BASED,,,Work,,,POINT (-122.61504165122821 49.229838546988304),-122.61504165122821,49.229838546988304,11 RENTAL UNITS
158,00435730,,22374,117 AVE,V2X 2J8,PENRITH APARTMENTS,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-03,COMMERCIAL,,604 467 5130,Work,,,POINT (-122.6023680746776 49.215211215599325),-122.6023680746776,49.215211215599325,NATURAL BATH AND BODY CARE SALES AND PRODUCT MANUFACTURING.
159,00435976,,22360,DEWDNEY TRUNK RD,V2X 3J2,SUGAR & SPICE BODYCARE LTD.,RETAIL,GIFT,,COMMERCIAL,,604 466 1016,Work,,,POINT (-122.60279926426881 49.22020574577494),-122.60279926426881,49.22020574577494,REAL ESTATE
161,00459711,59,24108,104 AVE,,SQUEAKY CLEAN INCORPORATED,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,,HOME BASED,,604 772 2242,Work,,,POINT (-122.55390530178953 49.19035448057004),-122.55390530178953,49.19035448057004,AUTO AND RESIDENTIAL GLASS REPLACEMENT
163,00435492,6,20691,LOUGHEED HWY,V2X 2P9,MACDONALD REALTY LTD,REAL ESTATE,REAL ESTATE AGENCY,2021-12-14,COMMERCIAL,,604 467 3871,Work,,,POINT (-122.64893961131236 49.218832448426156),-122.64893961131236,49.218832448426156,SELLING HOMEMADE AROMATHERAPY ITEMS
165,00435085,100,22712,DEWDNEY TRUNK RD,V2X 3K2,SPEEDY GLASS,HOME & PROPERTY RETAIL,GLASS - AUTO/COMMERCIAL/HOME,2021-12-13,COMMERCIAL,,604 467 3408,Work,,,POINT (-122.59285813546889 49.21969134552327),-122.59285813546889,49.21969134552327,MOBILE PHONE ACCESSORIES
166,00460549,,20835,117 AVE,V2X 7S9,ARGARON,HOMECRAFT,HANDCRAFT,2022-01-28,HOME BASED,,604 805 6410,Work,,,POINT (-122.64378700517193 49.214699425926696),-122.64378700517193,49.214699425926696,BOOKKEEPING
167,00459356,260,22709,LOUGHEED HWY,V2X 2V5,MOBILE Q,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,2022-01-10,COMMERCIAL,,604 788 7671,Work,,,POINT (-122.5918915421036 49.21762737861612),-122.5918915421036,49.21762737861612,CABINET MAKER
168,00434473,,11949,220 ST,V2X 5R3,NUMBERS BY NORMA BOOKKEEPING INC,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,2022-01-20,HOME BASED,www.numbersbynorma.ca,604 317 3443,Work,,,POINT (-122.61299870165207 49.219542942606935),-122.61299870165207,49.219542942606935,GRAPHIC DESIGN
169,00435223,409,20285,STEWART CRES,V2X 8G1,J N R CABINETS,MANUFACTURING,WOOD PRODUCTS,2021-12-23,COMMERCIAL,,604 916 4752,Work,,,POINT (-122.66070156277638 49.210366867218596),-122.66070156277638,49.210366867218596,CRUISE TRAVEL AGENCY
170,00433848,,20312,123B AVE,V2X 0M9,IMAGEWORKS,DESIGN SERVICES,GRAPHIC,2021-12-30,HOME BASED,,604 552 2807,Work,,,POINT (-122.65547641084622 49.227152683963354),-122.65547641084622,49.227152683963354,JANITORIAL SERVICES
171,00432475,110,22550,DEWDNEY TRUNK RD,V2X 3J9,EXPEDIA CRUISESHIP CENTRES MAPLE RIDGE,TRAVEL,TRAVEL AGENCY,2022-02-03,COMMERCIAL,,604 380 0820,Work,,,POINT (-122.59707240359064 49.2200200326113),-122.59707240359064,49.2200200326113,FAMILY DAY CARE CENTRE - 8 CHILDREN
172,00436271,,20259,HAMMOND RD,V2X 9T2,KIDS FIRST EARLY CHILDHOOD CENTRE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2022-01-07,HOME BASED,,604 465 0878,Work,,,POINT (-122.65983375078396 49.21359875751658),-122.65983375078396,49.21359875751658,BRAKE/MUFFLER SERVICE & REPAIR
173,00432137,,22750,LOUGHEED HWY,V2X 2V6,HANEY BRAKE & MUFFLER,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-06,COMMERCIAL,,604 463 7158,Work,,,POINT (-122.59203095035332 49.21598861432983),-122.59203095035332,49.21598861432983,PHYSIOTHERAPIST
174,00459506,102,22561,DEWDNEY TRUNK RD,V2X 3K1,"HERSHAL SHAH, PHYSIOTHERAPIST",PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,2021-12-13,COMMERCIAL,,604 467 8775,Work,,,POINT (-122.59692613113789 49.22073192516587),-122.59692613113789,49.22073192516587,"MANUFACTURE SPINDLES, RAILS & STAIR PARTS"
175,00435160,,23282,RIVER RD,V2W 1B6,B W CREATIVE RAILING SYSTEMS (#1)(OR VISTA RAILING SYSTEMS INC),MANUFACTURING,WOOD PRODUCTS,2021-12-22,COMMERCIAL,,604 467 5147,Work,,,POINT (-122.578760376419 49.19539846236601),-122.578760376419,49.19539846236601,"PAINTING - HOME INTERIOR/EXTERIOR, FENCE, DECK"
176,00446643,,22119,ISAAC CRES,V2X 0V9,RANDY ENGLISH DBA R.E. PAINTING,CONTRACTORS,PAINTER/WALLPAPER,2021-12-13,HOME BASED,,604 552 3636,Work,,,POINT (-122.60849341108563 49.22882521222703),-122.60849341108563,49.22882521222703,CONSULTING / FACILITATION
177,00454705,,11463,CREEKSIDE ST,V2W 2C1,HIP STRATEGIC CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,,HOME BASED,,604 476 2447,Work,,,POINT (-122.56535280671085 49.21079690009468),-122.56535280671085,49.21079690009468,2 ATMS @ BANK LOCATION
178,00434207,,11855,224 ST,V2X 6B1,ROYAL BANK OF CANADA,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,2021-12-20,COMMERCIAL,,604 463 6271,Work,,,POINT (-122.60213622803703 49.217903493097715),-122.60213622803703,49.217903493097715,ATM - LONDON DRUGS
179,00434197,101,22709,LOUGHEED HWY,V2X 2V5,RBC ROYAL BANK,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,2022-02-11,COMMERCIAL,,416 974 9657 (Jim),Work,,,POINT (-122.5918915421036 49.21762737861612),-122.5918915421036,49.21762737861612,SPORTING GOODS
180,00432436,,22625,124 AVE,V2X 4J9,CUSTOM RELOADING SERVICES INC,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,2021-12-03,HOME BASED,,604 463 2484,Work,,,POINT (-122.59498210397227 49.22799252715681),-122.59498210397227,49.22799252715681,"PLANT GROWER, CONTAINER PLANTS AND FLOWERS"
181,00432085,,24485,116 AVE,V4R 1L8,RAINBOW NURSERIES,AGRICULTURE,NURSERY,2022-02-10,HOME BASED,,604 463 9838,Work,,,POINT (-122.54297095840303 49.21437655120552),-122.54297095840303,49.21437655120552,GROUP HOME RESIDENCE/SERVICES FOR ADULTS LIVING WITH MENTAL AND/OR PHYSICAL DISABILITIES (CAMPBELL H
182,00435822,,20139,TELEP AVE,,YOUNGHUSBAND RESOURCES LTD,COMMUNITY CARE,COMMUNITY CARE FACILITY,2022-02-17,COMMERCIAL,,604 466 1220,Work,,,POINT (-122.66350638192533 49.225504338211344),-122.66350638192533,49.225504338211344,HOME HEALTH CARE SERVICES FOR SENIORS
183,00458717,,12135,GEE ST,V2X 7M7,MI CASA WELLNESS SERVICES INC.,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,,HOME BASED,WWW.MICASAWELLNESS.COM,604-363-4912,Work,,,POINT (-122.58658700541325 49.22260981286819),-122.58658700541325,49.22260981286819,CABINETRY SHOWROOM  D OCCUPANCY - NO STOCK IN TRADE PERMITTED
186,00435504,,11922,227 ST,V2X 6J2,REGENCY WEST CUSTOM CABINETS LTD,HOME & PROPERTY RETAIL,UNCLASSIFIED HOME & PROPERTY  RETAIL,2021-12-07,COMMERCIAL,,604 467 0684,Work,,,POINT (-122.59355319793616 49.21916692204909),-122.59355319793616,49.21916692204909,IRRIGATION
188,00458608,,11843,248 ST,V4R 1H9,ATLAS IRRIGATION LTD.,CONTRACTORS,IRRIGATION,2021-12-24,HOME BASED,,778-877-1232,Work,,,POINT (-122.53512867943196 49.217373314658765),-122.53512867943196,49.217373314658765,"LANDSCAPE MAINTENANCE SERVICES (MOWING, PLANTING, GARDENING, PRUNING, CLEANING EXTERIOR)"
190,00458764,210,22290,NORTH AVE,,REDWOODS LANDSCAPING INC,CONTRACTORS,LANDSCAPING,2021-12-08,HOME BASED,REDWOODSLANDSCAPINGINC.COM,604 600 5315,Work,,,POINT (-122.60498290167907 49.21576897322609),-122.60498290167907,49.21576897322609,ELECTRICAL CONTRACTOR
191,00432656,,21487,126 AVE,V4R 2H4,AC & DC CONTROL TECHNOLOGIES LTD,CONTRACTOR,ELECTRICAL,2021-12-13,HOME BASED,,604 476 6668,Work,,,POINT (-122.62600157570279 49.2313791059696),-122.62600157570279,49.2313791059696,CUSTOM FURNITURE AND WOODWORKING
192,00434710,,24705,108 AVE,V2W 1G7,MAPLEART,HOMECRAFT,UNCLASSIFIED HOMECRAFT,2022-01-10,HOME BASED,,604 467 2287,Work,,,POINT (-122.53679555490332 49.19910576434589),-122.53679555490332,49.19910576434589,"COUNSELLING SERVICES TO ADULTS, TEENAGERS AND PRE-TEENS"
193,00459986,300,22420,DEWDNEY TRUNK RD,V2X 8H7,FAMILY CONNECT COUNSELLING GROUP,HEALTH SERVICES,COUNSELLING,2022-01-01,COMMERCIAL,,604 647 3268,Work,,,POINT (-122.60080799697191 49.21998759255013),-122.60080799697191,49.21998759255013,AUTO PARTS IMPORTS
194,00432381,,12715,238 ST,V4R 1P9,CORVETTE WEST,WHOLESALE & DISTRIBUTION,MOTOR VEHICLE PARTS,2021-12-21,HOME BASED,,604 463 8758,Work,,,POINT (-122.56503307676225 49.23294637320655),-122.56503307676225,49.23294637320655,"BOWLING CENTER, 20 LANE BOWLING ALLEY AND SNACK BAR"
195,00435596,,22730,119 AVE,V2X 2Z8,MAPLE RIDGE LANES (1981) LTD DBA REV'S BOWLING,SPORTS & RECREATION CENTRE,BOWLING ALLEY,2021-12-14,COMMERCIAL,,604 467 2626,Work,,,POINT (-122.59250846152044 49.218744061751316),-122.59250846152044,49.218744061751316,"DOG WALKING, PET DOG CARE, PET CAT SITTING"
196,00432510,,12287,233A ST,V2X 0P7,COMPLETE CARE PET SITTING,ANIMAL SERVICES,DOG WALKER,2021-12-27,HOME BASED,,604 477 9691,Work,,,POINT (-122.57555938054944 49.22522356674262),-122.57555938054944,49.22522356674262,MARINE THRUSTER REPAIR
197,00435899,110,14301,256 ST,V4R 0B9,PACIFIC STAR MARINE INC,TRANSPORT GOODS & SERVICES,UNCLASSIFIED TRANSPORTATION SERVICE,2021-12-14,COMMERCIAL,,604 220 9824,Work,,,,,,"FIRE, FLOOD, ASBESTOS, LEAD, SILICA RESTORATION & ABATEMENT"
198,00457953,,20516,124A AVE,V2X 0A2,WOODCRAFT RESTORATION SERVICES INC,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,2021-12-08,HOME BASED,WWW.WOODCRAFTRESTORATIONS.COM,604-460-2072,Work,,,POINT (-122.65257452005672 49.227723997019616),-122.65257452005672,49.227723997019616,HEAVY CONSTRUCTION/PILE DRIVING STORAGE ONLY
199,00435948,,12955,KATONIEN ST,,WEST COAST PILE DRIVING LTD.,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,2022-01-01,COMMERCIAL,,604 803 6569,Work,,,POINT (-122.4955774655093 49.23788917614299),-122.4955774655093,49.23788917614299,FINANCIAL SERVICES - CREDIT UNION
200,00434169,,22415,LOUGHEED HWY,V2X 8R9,PROSPERA CREDIT UNION,FINANCIAL & INSTITUTIONAL SERVICES,BANK/CREDIT UNION,2021-12-15,COMMERCIAL,,604 517 0100,Work,,,POINT (-122.59908590668755 49.21810114003064),-122.59908590668755,49.21810114003064,RESIDENTIAL / COMMERCIAL CLEANING
201,00460302,,25145,108 AVE,V2W 1G8,OBSESSION CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,2022-01-04,HOME BASED,,604 803 8026,Work,,,POINT (-122.52557811073825 49.20041026143078),-122.52557811073825,49.20041026143078,DELI COUNTER @ IRON MOUNTAIN STORE
202,00434214,,28568,DEWDNEY TRUNK RD,V2W 1M1,IRON MOUNTAIN RESTAURANT,FOOD & BEVERAGE RETAIL,DELI,2021-12-03,COMMERCIAL,,604 462 8081,Work,,,POINT (-122.4303247559107 49.219266099092465),-122.4303247559107,49.219266099092465,RMT
203,00458647,110,22645,DEWDNEY TRUNK RD,V2X 3K1,"CHELSEA TRELEAVEN, REGISTERED MASSAGE THERAPIST",PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2022-02-11,COMMERCIAL,,604 463 0529,Work,,,POINT (-122.59466335927253 49.22074779528241),-122.59466335927253,49.22074779528241,PRESSURE WASHING/PAINTING/LAWN MAINTENANCE/CONCRETE SEALING
204,00434833,,12148,GLENHURST ST,V2X 6V9,COMPLETE MAINTENANCE,HOME & INDUSTRY SERVICES,POWER WASHING/BUILDING CLEANING,2022-01-18,HOME BASED,,604 786 8769,Work,,,POINT (-122.57514739285939 49.22322900917824),-122.57514739285939,49.22322900917824,MANUFACTURING - MEAT (PRINCIPLE USE)
205,00459839,,22030,RIVER RD,V2X 2C3,IRON BUTCHER SHOP,MANUFACTURING,FOOD & BEVERAGE,2021-12-30,COMMERCIAL,,604 467 3371,Work,,,POINT (-122.61150086180407 49.2136929294697),-122.61150086180407,49.2136929294697,"GRAVEL TRUCKS, CONSTRUCTION"
208,00435898,,26324,LOUGHEED HWY,V2W 1V9,C & C TRUCKING LTD,TRANSPORT GOODS & SERVICES,TRUCKING,2021-12-13,COMMERCIAL,,604 462 8998,Work,,,POINT (-122.49385796625025 49.17154427833678),-122.49385796625025,49.17154427833678,COMMUNITY GROUP - FAMILY & SOCIAL SERVICES
210,00458014,4,22932,LOUGHEED HWY,V2X 2W2,MAPLE RIDGE PITT MEADOWS COMMUNITY SERVICES,COMMUNITY GROUPS,FAMILY & SOCIAL SERVICES,,COMMERCIAL,,604 467 6911,Work,,,POINT (-122.58715440667785 49.21242059059824),-122.58715440667785,49.21242059059824,"RETAIL AUTO, HOUSEWARES, GARDEN, SPORTING GOODS"
