Business Name,Products or Services,Unit,House Number,Road,Postal Code,Phone,Town Centre,Longitude,Latitude
Homecraft Manufacturing Corp,"Light Metal Fabrication, CNC Equipment, Sauna Heaters & Controls and Equipment",216,9654,192 St,V4N4C6,6048883403,GTC,-122.6900169,49.17800549
Greater Vancouver Community Credit Union,Credit Union,,15280,101 Ave,V3R4G5,6045844434,GTC,-122.7986031,49.18597274
Macy's Blinds Manufacturing Co Ltd,Manufacturer - Venetian Blinds,,12995,80 Ave,V3W3B1,6045991928,NTC,-122.8627474,49.14833004
Pro Draft Incorporated,Drafting Consultant,205,12332,Pattullo Pl,V3V8C3,6045896425,WTC,-122.8803459,49.20402976
Peter F Pook Insurance (King George Hwy),Insurance Agency,2325,10153,King George Highway,V3T2W1,6045810404,SCC,-122.8474019,49.18559446
H Y Engineering Ltd,"Engineering Office, Civil Engineering",200,9128,152 St,V3R4E7,6045831616,FTC,-122.8010668,49.16881906
International Gems Inc,Retail Jewelry & Giftware,120,1959,152 St,V4A9E3,6045363622,SSTC,-122.8014669,49.03727504
Jonker Honda,Automobile Sales,,19515,No 10 (Langley Bypass) Hwy,V3S6K1,6045306281,CTC,-122.6825672,49.1091219
Bender Painting & Decorating Ltd,Painting Cont.,204,12837,76 Ave,V3W2V3,6045918000,NTC,-122.8666709,49.141185
Latoplast Ltd,Whlse. Safety Supplies,208,7889,132 St,V3W4N2,6045919773,NTC,-122.8570756,49.14629384
Arctic Glacier Inc,Mfg. - Ice Products,,9679,186 St,V4N3N8,6048884311,GTC,-122.7079196,49.17832035
L J Custom Sheet Metal Ltd,Mfg. - Sheet Metal Products,,17940,Roan Pl,V3S5K1,6045745330,CTC,-122.7251025,49.10089055
Keystone Forest Products Ltd,Whlse. Lumber,,11598,132A St,V3R7S2,6045802234,WTC,-122.8547266,49.21303239
Walrus Truck & Crane Services Ltd,Crane & Cartage,,10979,Olsen Rd,V3V3S9,6045802626,WTC,-122.8915487,49.20209869
Mercana Furniture & Decor,Manufacturer - Picture Frames,,3250,189 St,V3Z1A8,6045361666,SSTC,-122.7001838,49.06182321
Home Hardware Ltd,"Hardware,Retail Merchant",101,1645,140 St,V4A4H1,6045366564,SSTC,-122.834484,49.03205692
Allondale Animal Hospital ,"Veterinarian, Small Animals",,14715,108 Ave,V3R1V9,6045810491,GTC,-122.8149991,49.19889111
Impex Canada,Wholesaler,101,12815,85 Ave,V3W0K8,6045946862,NTC,-122.8674407,49.15759827
Docksteader Sports Ltd,Retail - Sporting Goods,101,2381,King George Hwy,V4A5A4,6045366776,SSTC,-122.7941418,49.04479007
Iris Sun & Sport,Retail Merchant - Optical Wear,,1167,Guildford Town Centre,V3R7B7,6045895350,GTC,-122.8040027,49.18941005
Cullen Diesel Power Ltd,Diesel Engine Repair & Sales,,9300,192 St,V4N3R8,6048881211,GTC,-122.6900802,49.17132712
Canadian Inn,Motel,,6528,King George Hwy,V3W4Z3,6045940010,NTC,-122.8451081,49.12126855
Trans Continental Textile Recycling Ltd,Clothing Processing,,13120,78A Ave,V3W1P4,6045922845,NTC,-122.8591926,49.14548586
T D Canada Trust City Centre,Bank,,10435,King George Hwy,V3T2W7,6045862000,SCC,-122.8456473,49.19224354
Finning Ltd (Truck Engine Service),"Whlse. Cat Engine Parts, Engine Serv.,Class 8 truck & trailer sales",,19498,92 Ave,V4N4G7,6048883406,GTC,-122.6830005,49.16999663
K V Piano Man Ltd,"New & Used Pianos, Sales/Serv.",13,15531,24 Ave,V4A2J4,6045381847,SSTC,-122.7920343,49.04577185
Softball City,"Stadium Class ""E"" Liquor License",,2201,148 St,V4A9P5,6045313220,SSTC,-122.8147946,49.04327446
Michael & Young Flyfishing Supplies Inc,Retail Merchant - Flyfishing Supplies,,10484,Whalley Blvd,V3T4H5,6045882833,SCC,-122.8420854,49.19321409
Carpet Centre The,Retail Carpets,108,15551,Fraser Hwy,V3S2V8,6045899696,FTC,-122.7912586,49.16241879
Dogwood Campgrounds,"Grocery Store, Camp Grounds & R V Park, Laundromat, Arcade, Pool & Hot Tub",,15151,112 Ave,V3R6G8,6045835585,GTC,-122.8016613,49.20619471
Ed Schram Motors Ltd (76 Ave),Auto Repair,112,13375,76 Ave,V3W6J3,6045996081,NTC,-122.8519335,49.1410544
Four Star Electric Ltd,Contractor - Electrical,221,12837,76 Ave,V3W2V3,6045902424,NTC,-122.8666709,49.141185
Walia Insurance Agencies Ltd (96 Ave),Insurance Agency,2,12830,96 Ave,V3V6A8,6045887188,WTC,-122.8670944,49.17696905
Clover Collision Repairs (2013) Ltd,Auto Body Repair,4,5422,176 St,V3S4C3,6045766016,CTC,-122.734787,49.1009071
Coast Capital Savings Federal Credit Union,Financial Institution,10,9900,King George Blvd,V3T2W1,6045177000,SCC,-122.8449941,49.18220838
Canada Engines Ltd,Remfg. & Inst. Auto & Light Truck Engines,A,12345,114 Ave,V3V3N6,6045801050,WTC,-122.8797243,49.21002223
Convoy Supply Ltd,"Whlse. Roofing, Vinyl Siding & Fibreglass Insulation",,8183,130 St,V3W7X4,6045915381,NTC,-122.8625431,49.15160935
Robin Hood Beer & Wine Store,Beer & Wine Store,,13468,72 Ave,V3W2N8,6045946265,NTC,-122.8493956,49.13342123
FirstOnSite Restoration Limited,"Providing full range of disaster restoration cleaning services,Contractor - Restoration ",17,19272,96 Ave,V4N4C1,6045901440,GTC,-122.6880597,49.17676709
Pan American Nursery Products Inc,Whlse. Nursery Stock,,5151,152 St,V4P2J9,6045768641,NTC,-122.8015764,49.09660892
Coastwise Processors Inc,Mfg. - Seafood Processing,11,9548,192 St,V4N3R9,6048881992,GTC,-122.690271,49.17597817
Wingtat Game Bird Packers Inc,Game Bird Processing Plant,,9752,186 St,V4N3N7,6048820054,GTC,-122.7074045,49.17968467
Vancouver Axle & Frame Ltd,Truck & Auto Repair,,19548,96 Ave,V4N4C3,6048825112,GTC,-122.6811907,49.17680438
Guildford Station Pub,Neighbourhood Pub,,10176,154 St,V3R4J6,6045897668,GTC,-122.7950644,49.18758872
Dr Martin R Aidelbaum Inc,Oral & Maxillofacial Surgeon,404,15127,100 Ave,V3R0N9,6045897000,GTC,-122.8031241,49.18523907
Semiahmoo Physiotherapist Corporation,Physiotherapy,680,15355,24 Ave,V4A2H9,6045318080,SSTC,-122.7975044,49.04583671
Purba Custom Furniture Mfg Ltd,"Mfg. - Furniture
Units A, B, C & D",A,8065,130 St,V3W7X4,6045915435,NTC,-122.8624759,49.14929776
Laser Valley Technologies Corp,Recharge Toner Cartridges,1,9761,192 St,V4N4C7,6048887085,GTC,-122.690633,49.17987575
Cole International,"Custom Broker,Vending Machine",201,17637,1 Ave,V3S9S1,6045381512,SSTC,-122.7336964,49.00418376
Chocolaterie Bernard Callebaut,Retail - Chocolates,240,15355,24 Ave,V4A2H9,6045316777,SSTC,-122.7975044,49.04583671
Clydesdale Inn,"Motel, Pub & Restaurant",,17630,56 Ave,V3S1C5,6045762826,CTC,-122.7340981,49.10399668
P C B Highway Sufference Warehouse,Trucking Serv.,155,17735,1 Ave,V3S9S1,6045381566,SSTC,-122.731587,49.00405593
Ocean Park Automotive Ltd,Automotive Repair Service,,3635,King George Blvd,V4P1B6,6045314835,SSTC,-122.8217221,49.0678829
Basant Motors Ltd,Automobile Sales,,16315,Fraser Hwy,V4N0G1,6045727880,FTC,-122.7699316,49.15416976
Margranite A Division of C&S Group Operations Ltd ,Mfg. - Granite Tile,,19135,94 Ave,V4N3S4,6048883161,GTC,-122.6926291,49.17354657
Wardan Enterprises Ltd,"Dist. Furnace Oil,Contractor - Fire Protection",,13181,116 Ave,V3R2S8,6045800002,WTC,-122.8568509,49.2136324
First West Credit Union,Bank,710,3061,152 St,V4P3K1,6045397015,SSTC,-122.8021027,49.05755824
Canada Trust (72 Ave),Banking,,13650,72 Ave,V3W2P3,6045728188,NTC,-122.8439026,49.13337599
B & W Insurance Agency (Fraser Hwy),Insurance Agency,,16007,Fraser Hwy,V4N0G2,6045976555,FTC,-122.7785357,49.15745756
Applied Science Technologists & Technicians of BC,Non Profit - Professional Association,,10767,148 St,V3R0S4,6045852788,GTC,-122.8127398,49.19804552
A B C Metals,Scrap Metal Recycling,,19355,54 Ave,V3S8E5,6045149411,CTC,-122.6864431,49.10109319
Lawrenson Walker Realty Advisors Ltd,Real Estate Appraisal Consultant,200,1678,128 St,V4A3V3,6045351494,SSTC,-122.8672643,49.03261228
Lifelabs B C LP,Medical Laboratory,105,1656,Martin Dr,V4A6E7,6045916717,SSTC,-122.8050313,49.03206461
Adams Beverages Ltd,Mfg. - Soft Drinks,60,13325,115 Ave,V3R0R8,6045806811,WTC,-122.8530554,49.21175609
Big Gary's Vac Wholesale,Retail - Vacuum Cleaners & Repair,600,15355,24 Ave,V4A2H9,6045317614,SSTC,-122.7975044,49.04583671
Excell Battery Company,Wholesale - Batteries,133,18525,53 Ave,V3S7A4,6045755011,CTC,-122.7090156,49.09906465
Surrey Monument Co 1992 Ltd,Manufacturer - Monuments,,10324,120 St,V3V4G1,6045828000,WTC,-122.8898744,49.19034321
Metro Waste Paper Recovery Inc,Multi-Material Processing,,12345,104 Ave,V3V3H2,6045894385,WTC,-122.8831523,49.19336116
Western Natural Gas Products Ltd,"Mfg. - Brass Assembly/Gas Regulator Sales,Wholesale,Cabinet Doors,Woodworking",8,13015,84 Ave,V3W1B3,6045991900,NTC,-122.8620631,49.15571126
Wilson Properties Inc,Property Mgmt.,,18946,98 Ave,V4N3R6,6048884242,GTC,-122.6981827,49.18052894
Horizon West Insurance Services Ltd,Insurance Agency,405,16033,108 Ave,V4N1P2,6049519488,GTC,-122.7777544,49.1989669
Hub International Insurance Brokers,General Insurance & Autoplan,,13630,72 Ave,V3W2P3,6045969571,NTC,-122.8443912,49.13337116
Maple Leaf Self Storage,Self Storage,,5758,Landmark Way,V3S7H1,6045331030,CTC,-122.6823738,49.10747051
Lark Projects Ltd.,Contractor - Construction,1500,13737,96 Ave,V3V0C6,6045762935,SCC,-122.842751,49.17720977
D N R Towing Inc,Towing - With Storage,,10671,Timberland Rd,V3V3T3,6045800005,WTC,-122.8974492,49.19649615
Peace Portal Golf Course,Par 3 Golf Course,,17065,4 Ave,0,6045384818,SSTC,-122.7508288,49.01136299
F & G Delivery Ltd,Trucking,,9324,192 St,V4N3R8,6048885150,GTC,-122.6903047,49.17231349
Cedar Hills Pet Supplies & Grooming,Retail Pet Supplies & Grooming,,12859,96 Ave,V3V6V9,6045839335,SCC,-122.8655142,49.17731308
Park Deroche Inc,Industrial Painting & Sandblasting,B,10095,179 St,V4N4J6,6045836758,GTC,-122.7258532,49.18602295
Bank Of Nova Scotia ,Bank,201,16033,108 Ave,V4N1P2,6045863100,GTC,-122.7777544,49.1989669
Varsteel Specialty Metals (Surrey) a div of Varsteel Ltd,Mfg. & Dist. of Metal Products,104,19433,96 Ave,V4N4C4,6048829344,GTC,-122.6840319,49.17776228
Stengar Homes Ltd,Residential Cont.,11,13478,78 Ave,V3W8J6,6045908128,NTC,-122.849141,49.14433962
Bleszynski Dr Maria,Physician,211,13710,94A Ave,V3V1N1,6045838334,WTC,-122.842893,49.17453131
Chase Auto Body Supplies,"Whlse. Auto Paint & Body Supplies,Snowmobile Repairs,Millwork",13,19257,Enterprise Way,V3S6J8,6045305622,CTC,-122.6896507,49.10795711
Kekinow Native Housing Society (140 St),Housing - Non Profit,,7561,140 St,V3W2N5,6045915299,NTC,-122.8347787,49.14013284
European Sharpening,Sharpening Serv. & Retail Blades,2,8311,129 St,V3W0A6,6045908618,NTC,-122.8658139,49.15385969
AI Industries,Mfg. - Miscellaneous & Structural Steel Fabrication & Welding,,12349,104 Ave,V3V3H2,6045832171,WTC,-122.881358,49.19255692
Atwater Insurance,Insurance Agency,107E,1711,152 St,V4A4N3,6045316631,SSTC,-122.801669,49.0331143
Blue Steel Ltd,"Reinforcing, Rebar Steel Cont.,General Construction Contractor",,11426,132A St,V3R7S2,6045808236,WTC,-122.854808,49.21046456
Superior City Services Ltd,"Contractor - Street Cleaning,Contractor - Street Cleaning, Hydra Excavation",,15151,64 Ave,V3S1X9,6045913434,NTC,-122.8023706,49.11923232
National Silicates Ltd,Mfg. - Sodium/Magnesium Sulphate,,8160,130 St,V3W8J9,6045960806,NTC,-122.8620405,49.15149297
South Fraser Stairs Ltd,"Mfg. - Staircases, Railings",3,19110,96 Ave,V4N3R3,6048887789,GTC,-122.6931809,49.17682471
Delta Controls Inc,Mfg. - Building Automation Systems,,17850,No 10 (56 Ave) Hwy,V3S1C7,6045747790,CTC,-122.7277503,49.10399442
Blue Max Lighting & Emergency Eqpt Ltd,Electrical Installation & Repair,,18446,53 Ave,V3S7A4,6045744062,CTC,-122.7112526,49.09890618
Falcon Equipment Ltd,"Sales/Serv/Rental Skid Loaders, Crane & Hydraulic Truck Equipment Repair,Tool & Equipment Rentals,Crane & Hydraulic Equipment Repair",,18412,96 Ave,V4N3P8,6048885066,GTC,-122.7122437,49.17681275
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,201,15110,54A Ave,V3S5X7,6045911128,NTC,-122.8027089,49.10151119
Subway,"Restaurant - Subway Sandwich Shop,Restaurant - No Alcohol",163,10070,152 St,V3R8X8,6046573087,GTC,-122.8005953,49.18541427
Sherwin Williams Company #8872 The,Retail Paint & Wallpaper,100,8888,152A St,V3R0V7,6045896022,FTC,-122.7994144,49.16418147
Bank of Nova Scotia (152A Steet),Banking,180,8888,152A St,V3R0V7,6046683000,FTC,-122.7994144,49.16418147
Nu Glass Projects Ltd,Glazing Contractor - Glass Installation,7,19089,94 Ave,V4N3S4,6048881331,GTC,-122.6936235,49.17355569
Nu Brite Industries Inc,Auto Wheel Repair & Metal Polishing,3,9535,190 St,V4N3S1,6048883630,GTC,-122.6963674,49.17589233
Blueridge Engineering Ltd,Professional Practitioner-Engineer,209,17660,65A Ave,V3S5N4,6045381223,CTC,-122.7339008,49.12099735
Alliance Principle Ingredients Corporation,Wholesale - Pharmaceutical Goods,101,5712,192 St,V3S2V7,6045761130,CTC,-122.6908721,49.10655777
Park Dental Group,Dental Office,,19565,Fraser Hwy,V3S6K7,6045305353,CTC,-122.6808396,49.11459777
G W Leasing Inc,Warehouse - Communication Equipment,101,19005,94 Ave,V4N3S4,6048882500,GTC,-122.6956034,49.17355311
Eurospec Autobody 2001 Ltd,Auto Body Shop,03-Feb,13136,84 Ave,V3W1J1,6045919744,NTC,-122.8586539,49.15520396
Fleetwood Sports & Rehab Physiotherapist Corporation,Professional Practitioner-Medical/Physiotherapy,100,15129,100 Ave,V3R9P4,6045815236,GTC,-122.8027076,49.18441016
E Sands & Associates Inc,Trustee In Bankruptcy & Bankruptcy Services,203,10366,136A St,V3T5R3,6045835499,SCC,-122.8430997,49.19098569
Transwest Roofing Ltd,Contractor - Roofing/Sheetmetal,,13415,Comber Way,V3W5V8,6045967448,NTC,-122.8510732,49.13430712
Cost Plus Painting & Decorating Inc (162 St),"Painting Cont., Contractor - Painting",110,8484,162 St,V4N1B4,6045975218,FTC,-122.7730625,49.15708695
McCann Equipment Ltd,Tool Rentals & Repairs,1,7533,135 St,V3W0N6,6045964077,NTC,-122.8486103,49.13969941
Newmac Animal Feeds Ltd,Retail Pet Foods & Live Stock Feeds,5,17967,56 Ave,V3S1E2,6045762848,CTC,-122.7250269,49.10433763
National Money Mart,Cheque Cashing Convenience Store,,12788,96 Ave,V3V7H7,6049305905,WTC,-122.8686014,49.17702497
United Oil Services,"Underground Abandoned Fuel, Oil Tank Disposal & Dust Spraying Cont.",,13181,116 Ave,V3R2S8,6045802132,WTC,-122.8568509,49.2136324
Coast Capital Savings Federal Credit Union,Financial Services,103,1797,152 St,V4A4N3,6045177000,SSTC,-122.8014649,49.03448175
W H Tarpmaster Manufacturing Ltd,Mfg. - Tarpaulins,403,9775,188 St,V4N3N2,6048881649,GTC,-122.7015205,49.18021661
Precision Gutters Ltd,"Gutters & Sheet Metal Fabrication, Contractor - Construction/Gutters",7,9515,190 St,V4N3S1,6048885112,GTC,-122.69636,49.17544397
Fast Track Floors Ltd,Commercial Flooring Inst.,23,19257,Enterprise Way,V3S6J8,6045333278,CTC,-122.6896507,49.10795711
Wal Mart Canada Inc,"Department Store & Auto Repair,Vending Machine",,1000,Guildford Town Centre,V3R7C3,6045811932,GTC,-122.8040027,49.18941005
Diamond Carpet Centre Ltd,"Whlse. Carpets,Flooring installation - Carpet & Laminate,Flooring installation - Carpet, Laminate",102,7750,128 St,V3W0R6,6045991694,NTC,-122.8676534,49.14358109
Pacific Group,"Custom Broker for Air, Ocean, Truck Freight & Wharf Housing",101,17637,1 Ave,V3S9S1,6045381566,SSTC,-122.7336964,49.00418376
Shield Metal Manufacturing Ltd,Mfg. - Stainless Steel Elbows,,12694,82 Ave,V3W3G1,6045947571,NTC,-122.8711352,49.15171634
Northview Golf & Country Club Ltd,"Golf Course, Pro Shop, Restaurant",,6857,168 St,V3S8E7,6045740324,CTC,-122.7582261,49.12596694
Shoppers Drug Mart #2224,Retail Merchant - Drug Store,A,14867,108 Ave,V3R1W2,6045848393,GTC,-122.8093957,49.19944457
Elisabeth's Chalet Restaurant Ltd,Dining Lounge,,17785,No 10 (56 Ave) Hwy,V3S1E2,6045741474,CTC,-122.7298666,49.1042963
M J Drapery & Blinds Ltd,"Draperies & Blinds,Clothing",18,6828,128 St,V3W4C9,6045908191,NTC,-122.8675312,49.12696263
K & T Leadweld Co Ltd,Lead Burning Cont.,8,12318,84 Ave,V3W3G8,6045943022,NTC,-122.8815201,49.1556267
Mid Western Body Shop Ltd,"Auto Body Repair,Automobile Dealer",,17511,56A Ave,V3S1G2,6045747322,CTC,-122.7375985,49.10517507
Great Gyros & Pizza Ltd,"Mfg. - Food Products,Light Wrought Iron Welding",8,13140,88 Ave,V3W3K3,6045944970,NTC,-122.8588701,49.16247377
Denroche & Co,Financial Consultants,312,15252,32 Ave,V3S0R7,6045381723,SSTC,-122.7984696,49.06101028
Canadian Circuits Inc,Circuit Boards,10,13140,88 Ave,V3W3K3,6045998600,NTC,-122.8588701,49.16247377
Arnold & Sons Roofing Ltd,Roofing & Gutter Installation Contractor,112,13302,76 Ave,V3W2W1,6045990821,NTC,-122.8542721,49.14074119
Martlen Furniture Products,Mfg. - Millwork,207,14770,64 Ave,V3S1X7,6045724772,NTC,-122.8132993,49.11895438
Labour Ready Temporary Services Ltd,Temporary Service (Labour Personnel),,10344,East Whalley Ring Rd,V3T4H4,6049516337,SCC,-122.8417041,49.19061083
Brandt Tractor Ltd,Equipment Dealer,,9500,190 St,V4N3S2,6048828888,GTC,-122.6957415,49.17472702
Prospera Credit Union,Credit Union,,13747,104 Ave,V3T1W6,6045880111,SCC,-122.8415567,49.19179461
Midwest Equipment,Used Truck & Equipment Dealer,,12123,103A Ave,V3V3G7,6045809662,WTC,-122.8862765,49.19076677
Can Four Industrial Supplies Ltd,Lubricants,207,8322,130 St,V3W8J9,6045027222,NTC,-122.8620364,49.15374911
Dental Clinic Dr D Zygmunt Inc,Professional Practitioner-Dentist,,10385,150 St,V3R4B1,6045838885,GTC,-122.8066288,49.19084339
Great Urban Pet Escapes Inc,Dog Boarding & Training,,18030,32 Ave,V3S0L5,6045414138,SSTC,-122.7237522,49.05962642
Creative Insignia Ltd,"Whlse. Promotional Products T-Shirts, Caps, Mugs etc.",1,12312,82A Ave,V3W0T7,6045902800,NTC,-122.8813538,49.15303894
Lark Properties Ltd,Land Development,1500,13737,96 Ave,V3V0C6,6045762935,SCC,-122.842751,49.17720977
Patton & Cooke Ltd,Mfg. - High Voltage Equip.,100,7795,128 St,V3W4E6,6045915374,NTC,-122.8681591,49.14434394
Bank of Montreal (10155 King George Hwy),Banking,,10155,King George Hwy,V3T5H9,6046681180,SCC,-122.8457846,49.18693924
Buy Low Foods Ltd,Retail Merchant - Grocery Store,,14865,108 Ave,V3R1W2,6045842616,GTC,-122.809511,49.19944197
Bank of Montreal (176A St),Banking,,5711,176A St,V3S6S6,6045744152,CTC,-122.733934,49.10633819
Wendy's ,"Restaurant,Restaurant - No Alcohol",,9412,120 St,V3V4B9,6045817744,WTC,-122.8899128,49.1740025
Public Storage,Storage Space Rentals,,8654,120 St,V3W3N6,6045902111,NTC,-122.8900703,49.16063799
Elements Casino,Vending Machine,,17755,60 Ave,V3S1V3,6045769141,CTC,-122.7296331,49.11171557
Burnaby Lake Greenhouses Ltd,Nursery,,17250,80 Ave,V4N3G4,6045762088,CTC,-122.7454333,49.1479615
Public Storage,Mini Warehouse Storage,,12529,80 Ave,V3W3A4,6045943899,NTC,-122.8753529,49.14846859
Bayview Auto Towing 2000 Ltd,Towing - Storage,201,155,176 St,V3S9S4,6045382032,SSTC,-122.7358106,49.00499649
Kwantlen Park Manor,Apartment Rentals,,12975,106 Ave,V3T2C1,6046623102,SCC,-122.8629269,49.19548303
Nor Van Cable & Marine Supplies,Whlse. Wire Rope for Forest/Marine Industries,,19355,Enterprise Way,V3S6J8,6045337884,CTC,-122.6867859,49.10943123
Talvan Machine Shop Ltd,Machine Shop,308,13395,76 Ave,V3W6K2,6045941141,NTC,-122.8517127,49.14104962
Fuller Metric Parts Ltd,Wholesale - Fasteners,,9652,188 St,V4N3M2,6048829202,GTC,-122.7010538,49.17798416
True Blue Wire Products Inc,"Mfg. - Light Steel & Wire Products for Industrial, Commercial & Horticultural, Contractor - Installation of Wire Products",,3072,192 St,V3S9V2,6045411176,SSTC,-122.6912383,49.0584829
Northcoast Building Products Ltd,Whlse. Lumber,,14682,66 Ave,V3S1Z9,6045978884,NTC,-122.8153945,49.12260022
Enterprise Rent A Car Canada Limited,Automobile Rentals,B,13467,72 Ave,V3W2N7,6045962299,NTC,-122.849302,49.13377454
Shawcross + Moore Accounting Group Inc,Professional Practitioner-Accountant,204,8501,162 St,V4N1B2,6045980408,FTC,-122.7735478,49.15718298
Achilles Foot Health Centre,Podiatrist,102,10190,152A St,V3R1J7,6045895234,GTC,-122.7992727,49.18772159
Dendoff Springs Ltd (12045 Old Yale Rd),Mfg. - Industrial & Automotive Springs,,12045,Old Yale Rd,V3V3X4,6045803400,WTC,-122.8884244,49.20235254
Tim Platinum Jewellers,Retail Merchant - 0 to 2 Employees,,1675,128 St,V4A3V2,7782399925,SSTC,-122.8677963,49.03280124
The Body Shop,Retail Sales,114,1711,152 St,V4A4N3,6045418903,SSTC,-122.801669,49.0331143
Slip Tube Enterprises Ltd,"Mfg - Greenhouses,Manufacturing--Greenhouse & shelter",103,19353,22 Ave,V3Z3S6,6045802177,SSTC,-122.6889694,49.04329927
Optimal Chiropractic,Chiropractic Office,100,9128,152 St,V3R4E7,6049518959,FTC,-122.8010668,49.16881906
Tenold Transportation Ltd,Trucking & Cartage,,19470,94 Ave,V4N4E5,6048887822,GTC,-122.6831283,49.17348382
Westminster Lift Truck & Services Ltd,"Forklift Repair, Petroleum Products Distributor",,12925,116 Ave,V3R2S5,6045802611,WTC,-122.8639051,49.21364703
Copytek Duplication & Graphics Ltd,Computer Graphics,111,12414,82 Ave,V3W3E9,6045968181,NTC,-122.8785309,49.15186633
Halkin Tool Ltd (66 Ave),Mfg. - Industrial Equip.,,17819,66 Ave,V3S7X1,6045749799,CTC,-122.7288055,49.12251818
K N W Diesel Inc,Diesel Engine Repair,C1,19325,94 Ave,V4N4E6,6048883440,GTC,-122.6870856,49.17371169
C W L Auto Lease Inc,Auto Sales,15,3033,King George Blvd,V4P1B8,6045412886,SSTC,-122.8081268,49.0568465
