OBJECTID,ID,Company,SectorDescription,Address,City,Prov,PC,Telephone,Extension,Telephone2,Fax,Email,WebSite,FullTime,PartTime,Seasonal,Estab,LanguageEN,LanguageFr,LanguageOTHER
555,6212,Nicks Cleaners & Tailor,Personal and Household Services,483 East Main Street,Welland,Ontario,L3B 3X8,(905) 734-9930,,,(905) 734-6656,paul@nickscleaners.com,www.nickscleaners.com,20,,,1952,0,0,
556,6213,MNP LTD.,Accountants,60 King Street,Welland,Ontario,L3B6A4,(905) 788-2223,,,(905) 937-8371,erin.wiltshire@mnp.ca,www.mnpdebt.ca,14,,,,-1,0,
557,6214,Valbruna ASW Inc.,Manufacturing,42 Centre Street,Welland,Ontario,L3B 5N9,(905) 735-5500,,,(905) 735-4603,sharon.cochrane@valbrunaasw.ca,www.asw-steel.com,75,4,,2010,0,0,
558,6215,Sewell Automotive Supply (NAPA),Automotive,300 East Main Street,Welland,Ontario,L3R OA9,(905) 735-5687,,,,,,14,6,,1992,0,0,
559,6216,Tatiana's Music Studio,Education Services,34 Harold Avenue,Welland,Ontario,L3B 1J5,(905) 735-8065,,,,,www.frowan.wix.com/lifeformusic,,,,2006,0,0,
560,6217,Tenpine Web Development,Computer and Internet Service,468 Scholfield Avenue North,Welland,Ontario,L3B1N2,(905) 401-3685,,,,myles@tenpine.ca,www.tenpine.ca,1,3,,2010,0,0,
561,6218,Telus,Communications,800 Niagara Street,Welland,Ontario,L3C 524,(905) 734-3130,,,,,www.telus.com,2,,,,0,0,
562,6219,Welded Tube of Canada,Manufacturing,191 Ridge Road,Welland,ON,L3B 5N7,(905) 669-1111,,,,,www.weldedtube.com,247,,,2010,0,0,
563,6220,Rona,Retail,165 Primeway Drive,Welland,Ontario,L3B0A1,(905) 732-0073,,,(905) 732-0548,,www.rona.ca,24,32,,2010,0,0,
564,6221,The Lunch Lady,"Catering, Restaurants and Food Services",125 East Main Street,Welland,Ontario,L3C 3W5,(905) 735-3469,,(905) 736-3469,,stephanie@thelunchlady.ca,www.thelunchlady.ca,1,4,,2011,0,0,
565,6222,Angelina's Pizzeria,"Catering, Restaurants and Food Services",312 King Street,Welland,Ontario,L3B 3K1,(905)788-3700,,,,,,,,,2011,0,0,
566,6223,Kinetic Fascial Release,Health and Social Services,213 Division Street,Welland,Ontario,L3B 4A1,(289) 820-7804,,(289) 686-5875,(289) 820-7804,kineticfascialrelease@cogeco.ca,www.kineticfascialrelease.com,2,1,,2011,-1,-1,
567,6224,Heather Raso Chartered Professional Accountant P.C.,Accountants,325 Thorold Road,Welland,Ontario,L3C7B2,(905) 228-6932,,,,heather@rasocpa.com,www.rasocpa.com,1,,3,2010,0,0,
568,6225,vxFusion Ltd.,Computer and Internet Service,411 East Main Street,Welland,Ontario,L3B3X3,(905) 734-7410,,,,info@vxfusion.com,www.vxfusion.com,3,1,,2009,0,0,
569,6226,vxNetworks,Computer and Internet Service,411 East Main Street,Welland,Ontario,L3B3X3,(905) 734-7410,,,,info@vxnetworks.ca,www.vxnetworks.ca,1,2,,2009,0,0,
570,6227,Build it Again Ron,Retail,53 West Main Street,Welland,Ontario,L3C4Z8,(905) 734-7555,,,,,www.builditagainron.ca,1,,,,0,0,
571,6228,"Jennie Dignard, Denturist",Health and Social Services,154 West Main Street,Welland,Ontario,L3C5A2,(905) 735-9990,,,,jennie.dignard@hotmail.com,www.wellanddenturist.ca,,,,2006,-1,0,
572,6229,Generations Sport & Spine Physiotherapy,Health and Social Services,154 West Main Street,Welland,Ontario,L3C5A2,(905) 732-1278,,,(905) 732-3451,generationsphysiotherapy@gmail.com,,5,1,,2011,0,0,
573,6230,P & W Trucking,Government Services,580 Ridge Road,Welland,Ontario,L3B5N7,(905) 734-8447,,,,,,,,,2010,0,0,
574,6231,Avondale Stores Ltd.,Convenience and Variety Stores,503 Niagara Street,Welland,Ontario,L3C 1L7,(905) 735-7982,,,(905) 735-7982,,,1,4,,n/a,0,0,
575,6232,Avondale Stores Ltd.,Convenience and Variety Stores,947 Niagara Street,Welland,Ontario,L3C 1M5,(905) 734-1616,,,(905) 734-1616,,,5,,1,1991,0,0,
576,6233,Crowland Hotel,"Catering, Restaurants and Food Services",53 Ontario Road,Welland,Ontario,L3B 5C2,(905) 732-3692,,,,,,2,,,1948,0,0,
577,6234,Service Canada,Government Services,250 Thorold Road,Welland,Ontario,L3C 3W3,(800) 622-6232,,,,,www.canada.ca,3,,,n/a,-1,-1,
578,6235,CIBC,Financial Institutions,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-7744,,,(905) 735-6354,,www.cibc.com,7,3,,1975,0,0,
579,6236,"Accursi, Dr. Gary",Health and Social Services,429 Thorold Road,Welland,Ontario,L3C 3W4,(905) 734-7163,,,(905) 735-6861,,,5,,,1973,0,0,
580,6237,Chambers Building & Equipment Movers Ltd.,Construction and Construction Equipment,926 Schisler Road,Welland,Ontario,L3B 5N4,(905) 734-6920,,,(905) 734-6920,chamberstammy@aol.com,,2,,2,1951,-1,0,
581,6238,Chambers Water Haulage,Utilities,825 Netherby Road,Welland,Ontario,L3B 5N7,(905) 732-3134,,(905) 732-3134,(905) 732-4863,,,5,,,1941,-1,0,
582,6239,First Student Canada,Transportation and Warehousing,1049 Niagara Street,Welland,Ontario,L3C 1M5,(905) 735-5944,,,(905) 735-5192,,www.firstcharterbus.com,9,140,,1920,-1,0,
583,6240,Lee Wah Laundry,Personal and Household Services,239 Hellems Avenue,Welland,Ontario,L3B 3B8,(905) 734-9246,,,,,,2,,,1988,0,0,
584,6241,New To You Thrift Shop,Non-Profit Organizations,53 Southworth Street,Welland,Ontario,L3B 1Y3,(905) 735-4010,,,(905) 735-4010,new2you53@hotmail.com,,2,2,,1974,0,0,
585,6242,Van Jon Paving Ltd.,Construction and Construction Equipment,369 South Pelham Road,Welland,Ontario,L3B 5N8,(905) 732-6541,,,(905) 732-1760,devin@vanjonpaving.com,www.vanjonpaving.com,4,,6,1981,0,0,
586,6243,Zacharchuk Construction,Construction and Construction Equipment,30 Harriet Street,Welland,Ontario,L3B 2H5,(905) 732-3390,,(905) 714-3650,,,,,,,1955,-1,0,
587,6244,Vincent's Red Hot Pizzeria,"Catering, Restaurants and Food Services",324 Thorold Road,Welland,Ontario,L3C 6H5,(905) 735-4110,,,,vincentspizza@cogeco.ca,,2,,,1978,0,0,
588,6245,Rosemary's Natural Choices,Retail,95 Lincoln Street,Welland,Ontario,L3C 7C3,(905) 714-0586,,,,joe.rmnc@gmail.com,www.rosemarysnaturalchoices.com,2,2,1,1992,0,0,
589,6246,Kimono's Chinese Buffet,"Catering, Restaurants and Food Services",440 Niagara Street,Welland,Ontario,L3C 1L5,(905) 788-1818,,,,joker8218@hotmail.com,,5,4,,1995,-1,0,
590,6247,7-Eleven Food Store,Convenience and Variety Stores,6 Crowland Avenue,Welland,Ontario,L3B 1W9,(905) 735-7806,,,(905) 735-7806,,,13,10,,1984,0,0,
591,6248,Harvey's/Swiss Chalet,"Catering, Restaurants and Food Services",830 Niagara Street,Welland,Ontario,L3C 1M3,(905) 735-4040,,(866) 439-0439,(866) 587-2652,swiss1917@cara.com,,88,,,1981,0,0,
592,6249,Crowland Sash & Frame Ltd.,Manufacturing,65 Shaw Street,Welland,Ontario,L3B 5W9,(905) 735-5001,,,(905) 735-4123,info@crowlandsash.ca,,6,,,1956,0,0,
593,6250,Highlander Dry Cleaning & Laundromat,Personal and Household Services,340 Thorold Road West,Welland,Ontario,L3C 3W6,(905) 735-1271,,,,,,9,,,1972,0,0,
594,6251,Dain City Convenience,Convenience and Variety Stores,7 Kingsway Street,Welland,Ontario,L3B 3N5,(905) 734-3281,,,(905) 734-3281,shaohuas@hotmail.com,,1,1,,1991,-1,0,
595,6252,DQ Grill & Chill,"Catering, Restaurants and Food Services",589 Niagara Street,Welland,Ontario,L3C 1L9,(905) 735-4698,,,,,,3,,22,1993,0,0,
596,6253,Dietricks Ltd.,Retail,24 Cross Street,Welland,Ontario,L3B 3G1,(905) 735-7248,,,,,,2,,,1971,0,0,
597,6254,Dupont Painting,Interior and Exterior Design,108 Alberta Street,Welland,Ontario,L3B 2V8,(905) 732-1458,,,,,,,1,,1974,-1,-1,
598,6255,Girard's No Frills,Retail,390 Lincoln Street,Welland,Ontario,L3B 4N4,(905) 732-4176,,,,,www.nofrills.ca,6,51,,2004,-1,0,
599,6256,Kundi Family Medicine Centre,Health and Social Services,5 Plymouth Road,Welland,Ontario,L3B 3C4,(905) 735-1121,,(905) 735-1248,(905) 735-5283,kundi-pran@yahoo.ca,,3,1,,1977,-1,0,
600,6257,Bogner Photography & Gallery,Photography/Videography,28 West Main Street,Welland,Ontario,L3C 4Z6,(905) 735-7551,,(905) 932-7929,,thies.bogner7@gmail.com,,3,,1,1955,-1,0,German
601,6258,"Kouros, Dr. Evangelos P.",Health and Social Services,285 Riverside Drive,Welland,Ontario,L3C 5E6,(905) 735-7667,,,(905) 735-2997,,,3,,,1974,0,0,
602,6259,Aztec Enclosures,Construction and Construction Equipment,28 Clark Street,Welland,Ontario,L3B5W6,(905) 788-5068,,(866) 461-7740,,info@aztecenclosures.com,www.aztecenclosures.com,1,,,,0,0,
603,6260,Doncor.com Inc.,Computer and Internet Service,231 Windsor Street,Welland,Ontario,L3C7A3,(800) 714-9222,,,,,www.doncor.com,2,1,,1999,-1,0,
604,6261,Island Heat Tanning Centre,Personal and Household Services,5-30 Rice Road,Welland,Ontario,L3C5Y6,(905) 714-7989,,(289) 969-2684,(289) 969-2684,tony@teamtan.net,,2,1,,2000,-1,0,
605,6262,Niagara Restoration Council,Non-Profit Organizations,,Welland,Ontario,L3C3W2,(905) 735-2064,,,,info@niagararestoration.org,,1,1,,,0,0,
606,6263,Precision Roofing,Construction and Construction Equipment,217 Denistoun St.,Welland,Ontario,L3C1V7,(905) 734-7283,,(866) 861-2283,(905) 734-7284,precisionroofingwelland@live.ca,www.precision-roofing.net,15,,,,-1,-1,Italian
607,6264,Boardman Renovations,Construction and Construction Equipment,17 Royal Oak Drive,Welland,Ontario,L3C5V8,(905) 360-1693,,,,info@boardmanrenovations.com,www.BoardmanRenovations.com,1,,,2011,0,0,
608,6265,E & R Confidential Tax Services,Consultants,200 Fitch Street,Welland,Ontario,L3C4V9,(905) 734-3039,,,,,,3,,,1999,-1,0,Italian
609,6266,Urge to Purge Inc.,Personal and Household Services,144 A Thorold Road,Welland,Ontario,L3C3V4,(905) 732-2555,,(905) 732-8382,(905) 732-9972,sales@urgetopurge.ca,www.urgetopurge.ca,6,10,,2011,-1,0,
610,6267,Future Consulting Group,Consultants,232 East Main Street,Welland,Ontario,L3B3W9,(905) 290-0456,,,(888) 550-6922,info@fcgcanada.com,www.globalinvestorimmigration.com,2,,2,2002,0,0,
611,6268,Future Mortgage Group Inc.,Financial Institutions,232 East Main Street,Welland,Ontario,L3B3W9,(905) 290-0456,,(647) 606-1187,(888) 550-6922,hariks2010@gmail.com,www.futuremortgagegroup.com,40,,,1995,0,0,
612,6269,Petro Canada,Automotive,504 Niagara Street,Welland,Ontario,L3C1L8,(905) 734-4212,,,,,,2,6,,1974,0,0,
613,6270,CC's Dugout Italian Eatery,"Catering, Restaurants and Food Services",5-301 Thorold Road,Welland,Ontario,L3C6H5,(905) 734-7740,,,,,,,,,2012,0,0,
614,6271,Welland McMaster Family Health Team,Health and Social Services,555 Prince Charles Drive,Welland,Ontario,L3C6B5,(905) 734-9699,223,,(905) 734-9395,,www.wellandmcmasterfht.com,9,8,,2011,0,0,
615,6272,AVY Studio,Sports Clubs and Organizations,77 Division Street,Welland,Ontario,L3C3X3,(289) 228-7836,,,,lbzumba@hotmail.com,,1,3,,2010,0,0,
616,6273,BP Sports Park,Sports Clubs and Organizations,1100 Niagara Street,Welland,Ontario,L3C1M6,(905) 732-1687,,(905) 321-8080,,info@bpsportspark.com,www.bpsportspark.com,5,3,6,1997,0,0,
617,6274,Ontario Senior Services,Personal and Household Services,76 River Road,Welland,Ontario,L3B2R9,(289) 820-7509,,(289) 821-4611,(289) 820-7509,info@ontarioseniorservices,www.ontarioseniorservices.ca,1,,,2011,0,0,
618,6275,The Paint Can,Interior and Exterior Design,19 Lincoln Street,Welland,Ontario,L3C5H9,(905) 735-1288,,,,info@thepaintcan.ca,www.thepaintcan.ca,3,,,2004,0,0,
619,6276,Kinetic Synergy & CrossFit Welland,Health and Social Services,871 Niagara Street,Welland,Ontario,L3C6Y1,(289) 820-7820,,,,info@kineticsynergy.ca,www.kineticsynergy.ca,2,10,,2012,0,0,
620,6277,Sport Chek,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 732-9715,,,,,www.sportchek.ca,,,,2012,0,0,
621,6278,Malcolm Gear Studio,Amusement and Recreation,464 East Main Street,Welland,Ontario,L3B3X6,(905) 714-9089,,,,Malcolm@MalcolmGearStudio.com,www.malcolmgearstudio.com,1,,,2001,0,0,
622,6279,Dr. Richard Saari Optometry PC,Health and Social Services,477 Thorold Road,Welland,Ontario,L3C3W7,(905) 788-0877,,,,admin@drsaari.ca,www.drsaari.ca,4,2,,"2012
2012",-1,0,
623,6280,9th Welland BPSA Scout Group,Sports Clubs and Organizations,244 First Ave,Welland,Ontario,L3C1Y8,(905) 973-1600,,,,9thwelland@gmail.com,,,,,1907,-1,0,
624,6281,Paul's Garden Centre,Landscaping and Gardening,103 Shaw Street,Welland,Ontario,L3B5W9,(905) 732-5123,,,(905) 732-7064,info@paulsgardencentre.com,www.paulsgardencentre.com,,,,2006,-1,-1,
625,6282,Wolverton Transport & Logistics Inc.,Transportation and Warehousing,715 Reaker Road,Welland,Ontario,L5M6K9,(866) 688-9290,,(905) 732-0001,(905) 732-0334,dispatch@wolvertontransport.com,www.wolvertontransport.com,25,,,1985,0,0,
626,6283,Triple K Upholstery,Manufacturing,432 Pearson Road,Welland,Ontario,L3B5N7,(905) 735-7216,,,,,www.triplekupholstery.com,1,1,,2006,0,0,
627,6284,LifeMark Physiotherapy Welland,Health and Social Services,"555 Prince Charles Drive, Unit 108",Welland,Ontario,L3C6B5,(905) 732-0409,,,(905) 732-1341,welland@lifemark.ca,www.lifemarkphysio.ca,,,,,0,0,
628,6285,Tootsies Shoe Market,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 732-1717,,,,,www.tootsies.ca,2,2,,,-1,0,
629,6286,The Mortgage Centre,Financial Institutions,544 Niagara Street,Welland,Ontario,L3C1L8,(905) 323-5019,,(905) 732-2115,(905) 732-2475,tom@tomjohnson.ca,tomjohnson.ca,3,,,2006,0,0,
630,6287,Villa De Rose Retirement Residence,Health and Social Services,370 Hellems Avenue,Welland,Ontario,L3B0B5,(289) 820-8606,,,(289) 820-7680,info@villaderose.ca,www.villaderose.ca,,,,2015,-1,0,
631,6288,Peninsula Chiropractic,Health and Social Services,727 East Main Street,Welland,Ontario,L3B3Y5,(289) 820-5255,,,(289) 820-6846,info@peninsulachiropractic.ca,peninsulachiropractic.ca,,,,,0,0,
632,6289,Top Dawgs Fitness and Training,Health and Social Services,"125 Hagar St., Unit 15",Welland,Ontario,L3C5V9,(905) 734-3294,,,,top-dawgs@hotmail.com,,,,,2013,0,0,
633,6290,At Home Interiors & At Home Bed and Breakfast,"Accommodation,  Travel and Tourism",41 Frazer Street,Welland,Ontario,L3C1N3,(905) 734-9972,,,,elliecholette@hotmail.com,,,,,,0,0,
634,6291,Elite Hair Salon,Personal and Household Services,73 Hellems Ave,Welland,Ontario,L3B3B1,(907) 733-0077,,,,elitehairsalon@hotmail.com,,2,2,,2011,-1,-1,
635,6292,Hachey's Roofing,Construction and Construction Equipment,221 Forks Road East,Welland,Ontario,L3B6C5,(905) 735-2310,,(905) 650-2310,,info@hacheysroofing.com,hacheysroofing.com,4,1,,,0,0,
636,6293,Jals Corporation,Construction and Construction Equipment,1 Pinehurst Drive,Welland,Ontario,L3C3H9,(905) 734-7787,,(905) 651-4160,(289) 820-7414,johnschertzing@hotmail.com,,,,,,-1,0,
637,6294,Jeff Root Law Office,Legal Services,53 East Main Street,Welland,Ontario,L3B3W4,(905) 714-0066,,,(905) 714-9454,,,,,,1992,0,0,
638,6295,Thailandia,"Catering, Restaurants and Food Services",119 East Main Street,Welland,Ontario,L3B3W5,(905) 732-1234,,,,,www.thailandiacuisine.ca,1,3,2,,-1,0,
639,6296,"Golden Razor, The",Personal and Household Services,936 East Main Street,Welland,Ontario,L3B 3Y9,(905) 734-6775,,,,,,1,1,,1970,0,0,
640,6297,Hair Alive,Personal and Household Services,260 Fitch Street,Welland,Ontario,L3C 4W5,(905) 734-7500,,,,sdedonato@hotmail.com,,2,2,,1982,-1,0,Italian
641,6298,Dr Eric Mullins Dental Clinic,Health and Social Services,650 South Pelham Road,Welland,Ontario,L3C 3C8,(905) 732-1121,,,(905) 732-0688,info@mullinsdental.ca,,2,8,,1998,0,0,
642,6299,Paul's Lawn Care Ltd.,Landscaping and Gardening,103 Shaw Street,Welland,Ontario,L3B5W9,(905) 732-5123,,,(905) 732-7064,,,,,,1986,0,0,
643,6300,Peoples Jewellers Corp.,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0592,,,(905) 735-1671,,www.peoplesjewellers.com,3,4,,1972,0,0,
644,6301,Blake's Men Wear,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 732-2922,,,(905) 732-3631,blakesmenswear@cogeco.net,,4,2,,1952,0,0,
645,6302,Rexall Pharmaplus Drug Mart,Pharmacies,200 Fitch Street,Welland,Ontario,L3C 4V9,(905) 732-6864,,(905) 732-2231,(905) 732-5862,,Rexall.ca,7,9,,1960,0,0,
646,6303,Physiotherapy Rehabilitation Centre,Health and Social Services,17 Vaughan Road,Welland,Ontario,L3B 5Z7,(905) 788-1985,,,(905) 788-3668,wellandphysio@gmail.com,www.wellandphysio.com,4,,,1992,0,0,
647,6304,Kingsway Bowling Centre,Amusement and Recreation,215 Riverside Drive,Welland,Ontario,L3C 5E3,(905) 735-2141,,(905) 735-9722,,inasodtka@gmail.com,,2,4,2,1957,-1,0,
648,6305,Kingsway Lanes Restaurant,"Catering, Restaurants and Food Services",215 Riverside Drive,Welland,Ontario,L3C 5E3,(905) 735-2141,,,,inasodtka@gmail.com,,2,4,2,1979,-1,0,
649,6306,"Ventresca, Dr. Catherine",Health and Social Services,547 Thorold Road,Welland,Ontario,L3C 3W9,(905) 735-5155,,,(905) 735-9049,rhonda@cogeco.net,,4,2,,2011,0,0,
650,6307,Leon's Furniture,Retail,803 Niagara Street,Welland,Ontario,L3C 1M4,(905) 735-2880,,,(905) 735-1031,storeWD@leons.ca,www.leons.ca,17,20,,1909,0,0,
651,6308,Lincoln Barber Unisex,Personal and Household Services,544 Lincoln Street,Welland,Ontario,L3B 4P4,(905) 735-3038,,,,,,1,1,,1980,-1,0,Spanish
652,6309,D'n'A Car Service,Automotive,129 Hagar Street,Welland,Ontario,L3B 5V6,(905) 735-5362,,,,dnacarservice2016@gmail.com,,4,,,2016,0,0,
653,6310,"Lysiuk, Dr. Roman",Health and Social Services,547 Thorold Road,Welland,Ontario,L3C 3W9,(905) 735-8786,,,,,,3,3,,1980,0,0,
654,6311,Main Street Gaming Centre (Arglad Electronic Bingo),Amusement and Recreation,27 East Main Street,Welland,Ontario,L3B 3W4,(905) 788-0322,,,,kim.davis@mainstreetgamingcentre.ca,www.mainstreetgamingcentre.ca/,4,25,,1980,0,0,
655,6312,Mario's Place Take-Out,"Catering, Restaurants and Food Services",175 - 177 East Main Street,Welland,Ontario,L3B 3W7,(905) 734-7422,,905-734-7423,,,,1,1,,2009,-1,0,
656,6313,"Cianfarani, Dr. Tony, East Main Dental Care",Health and Social Services,199 East Main Street,Welland,Ontario,L3B 3W7,(905) 735-3310,,,(905) 735-1941,tonycian@hotmail.com,www.eastmaindentalcare.ca,6,3,,2004,0,0,
657,6314,McDonald's Restaurant,"Catering, Restaurants and Food Services",631 Niagara Street,Welland,Ontario,L3C 1L9,(905) 735-1064,,,(905) 735-6818,rowenda_office@yahoo.ca,,125,,,1977,0,0,
658,6315,Midas Auto Service Experts,Automotive,655 Niagara Street,Welland,Ontario,L3C 1L9,(905) 735-8310,,(905) 735-8311,(905) 735-8937,ghatcher@cogeco.net,www.midas.com,6,,,1981,0,0,
659,6316,Need A Stitch,Personal and Household Services,21 Seaway Drive,Welland,Ontario,L3C 7J5,(905) 735-0047,,,(905) 227-4662,,needastitch.com/,4,,,1993,0,0,
660,6317,First Choice Automotive,Automotive,230 Colborne Street,Welland,Ontario,L3B 3P1,(905) 735-3515,,,(905) 735-8648,,,1,,,2000,0,0,
661,6318,Pet Valu and Groomingdale's Pet Grooming,Retail,200 Fitch Street,Welland,Ontario,L3C 4V9,(905) 732-7165,,,(905) 732-7165,pvwelland@bellnet.ca,www.petvalu.com,4,6,,1986,0,0,
662,6319,Jiffy Lube,Automotive,536 Niagara Street,Welland,Ontario,L3C 1L8,(905) 734-4458,,,,rickgroom@cogeco.ca,www.jiffylubeontario.com,7,,,1989,-1,0,
663,6320,"Source, The (Bell)",Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0887,,,(905) 735-6025,,www.thesource.ca,2,2,,1980,-1,0,
664,6321,Salon22,Personal and Household Services,22 Thorold Road,Welland,Ontario,L3C 3T2,(905) 732-5031,,,,info@salon22.ca,www.salon22.ca,4,,,1987,0,0,
665,6322,Quality Masonry,Construction and Construction Equipment,107 Larraine Street,Welland,Ontario,L3C 5K3,(905) 735-1196,,(905) 736-2393,,,,1,,,1986,-1,0,Italian
666,6323,Pupos Super Market Ltd.,Retail,195 Maple Avenue,Welland,Ontario,L3C 5G6,(905) 735-5615,,,,,,25,45,,1932,0,0,
667,6324,Golden Grill IV Family Restaurant,"Catering, Restaurants and Food Services",1009 Ontario Road,Welland,Ontario,L3B 5E5,(905) 734-3944,,,,,,5,,,1999,0,0,
668,6325,First Choice Haircutters,Personal and Household Services,815 Ontario Road,Welland,Ontario,L3B 5V6,(905) 714-0256,,,(905) 815-3216,,,8,,,1998,0,0,
669,6326,Pizza Pizza,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 734-1111,,,,,,3,,,1999,0,0,
670,6327,Niagara Street Pharmacy,Pharmacies,545 Niagara Street,Welland,Ontario,L3C1L7,(905) 735-1400,,,(905) 735-4200,niagarastpharmacy@gmail.com,,2,1,,2013,0,0,
671,6328,VIP Pharmacy,Pharmacies,601 East Main Street,Welland,Ontario,L3B3Y3,(289) 820-8900,,,(289) 820-5050,vippharmacy601@gmail.com,,2,2,,2012,0,0,
672,6329,"Salvation Army Welland Community and Family Services, The",Non-Profit Organizations,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 735-5700,,,(905) 735-8713,cheryl_moore@can.salvationarmy.org,www.salvationarmy.ca,2,1,,1907,0,0,
673,6330,Tailgates Bar & Grill,"Catering, Restaurants and Food Services",200 Fitch Street,Welland,Ontario,L3C4V9,(905) 714-9999,,,,,www.tailgatesbarandgrill.com,,25,,2014,0,0,
674,6331,Carter's OshKosh,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(905) 734-8014,,,,,,,,,2014,0,0,
675,6332,Mary Kay Cosmetics - Pam Swick Janjac,Consultants,136 Elizabeth Street,Welland,Ontario,L3C4M4,(905) 732-4196,,,,PSJ.MK13@gmail.com,www.marykay.ca/pswick-janjac,1,,,2013,-1,0,
676,6333,Gloss Hair Makeup,Personal and Household Services,16 Thorold Road,Welland,Ontario,L3C3T2,(289) 820-5151,,,,glosshairmakeup@yahoo.ca,www.glosshairmakeup.ca,3,1,,2014,0,0,
677,6334,Crackerjack Stadium,Retail,620 Niagara Street,Welland,Ontario,L3C1L8,(289) 820-5453,,,,cards@crackerjackstadium.com,www.crackerjackstadium.com,3,3,,2014,0,0,
678,6335,Cut Plus Inc.,Personal and Household Services,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 788-0580,,,,,,14,1,,1980,0,0,
679,6336,Dollarama,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-9768,,,(905) 735-9768,,,18,,,1999,0,0,
680,6337,Walking On A Cloud,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 732-6777,,,(905) 732-6777,,www.walkingonacloud.ca,2,3,,1998,-1,0,
681,6338,"Bovine, Carlea D.MASSAGE AND CANINE MASSAGE THERAPY",Health and Social Services,233 Division Street,Welland,Ontario,L3B 4A1,(905) 735-3098,,(905) 732-1691,(905) 735-2153,,,4,,,1975,0,0,
682,6339,Sleepy Hollow Studios,Personal and Household Services,169 East Main Street,Welland,Ontario,L3B3W7,(905) 714-0010,,,,sleepyhollowtattoo@hotmail.com,,1,,,2005,-1,0,
683,6340,Tim Horton's,"Catering, Restaurants and Food Services",852 Niagara Street,Welland,Ontario,L3C 1M3,(905) 714-9057,,,,,,30,,,1999,-1,0,
684,6341,Cindy's Hairstyling,Personal and Household Services,247 Balsam Street,Welland,Ontario,L3C 7H1,(905) 788-1063,,,,,,1,,,2000,0,0,
685,6342,A One Variety & Subs,Convenience and Variety Stores,237 Hellems Avenue,Welland,Ontario,L3B 3B8,(905) 714-1188,,,,,,,2,,2005,0,0,
686,6343,Niagara Women's Enterprise Centre,Non-Profit Organizations,41 Victoria Street,Welland,Ontario,L3B4L7,(905) 788-0166,225,,(905) 788-9105,debirobins@nphcr.ca,www.nwec.ca,3,3,,1997,0,0,
687,6344,Niagara Central Dorothy Rungeling Airport,Transportation and Warehousing,435 River Road,Welland,Ontario,L3B 5P4,(905) 735-5684,,(905) 735-9511,,bsmith@lbwlawyers.com,www.centralairport.ca,,,,1976,0,0,
688,6345,Bootlegger,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 788-3692,,,(905) 788-3712,,,4,3,,1995,0,0,
689,6346,Rosedale Baptist Church,Non-Profit Organizations,11 Rosedale Place,Welland,Ontario,L3B 1J2,(905) 735-0788,,,,inforosedale@gmail.com,www.rosedalebaptistwelland.com,1,,,1937,0,0,
690,6347,"South Pelham Dental (Dr. Joanne Hendrick, Dr. James Takacs)",Health and Social Services,589 South Pelham Road,Welland,Ontario,L3C 3C7,(905) 735-3362,,,(905) 735-5812,karen@spsmiles.com,www.spsmiles.com,13,1,,1995,0,0,
691,6348,Welland District Slo-Pitch League Inc.,Sports Clubs and Organizations,237 Wilson Road,Welland,Ontario,L3C 2T7,(905) 732-4973,,(905) 732-4275,,russell.mcpherson022@sympatico.ca,,,,,1974,0,0,
692,6349,Welland Snowmobile Club,Sports Clubs and Organizations,Memorial Park Drive,Welland,Ontario,L3B 5R5,(905) 734-6067,,,,wellandsnowmobileclub@gmail.com,,,,,1975,0,0,
693,6350,Grassy Brook Golf Course,Sports Clubs and Organizations,800 Carl Road,Welland,Ontario,L0S 1K0,(905) 384-1982,,,(905) 384-4562,manager@grassybrook.ca,www.grassybrook.ca,,,6,2005,0,0,
694,6351,"The Enviro-Niagara Group, Heating and Air Conditioning, Hearth and Barbeque, Custom Metal Fabrication",Construction and Construction Equipment,2255 Highway 20,Welland,Ontario,L3B5N5,(905) 735-1124,,(855) 735-1124,(905) 735-1124,info@environiagara.ca,www.environiagara.ca,28,,,1993,0,0,
695,6352,Welland Regional Child Care Centre,Education Services,25 Bruce Street,Welland,Ontario,L3B 3P9,(905) 735-2665,,,,,,1,,,n/a,0,0,
696,6353,Zack's Fashions,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 734-3566,,,,info@zacksfashions.com,www.zacksfashions.com,1,,,n/a,0,0,
697,6354,Zavarella Electric,Electrical,72 Walts Street,Welland,Ontario,L3C 4J3,(905) 735-3751,,,,,,2,1,,1990,-1,0,Italian
