BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
NESTERS MARKET CONVENIENCE STORE,19000101,0000299,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL FOOD SALES,0,20040101,20170101
KERCO LIMITED,19000101,0000304,1,1,200,HAWK AVE,001128,1,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20040101,20170101
BANFF THERAPUTIC MASSAGE,19000101,0000306,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PERSONAL SERVICE,0,20040101,20170101
ROCKY MOUNTAIN BED AND BREAKFAST (2012) LTD,19000101,0000318,1,           ,223,OTTER ST,000193,                     ,                     ,19,9,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RNC,0,20040101,20170101
BARPA BILL'S,19000101,0000323,1,           ,223,BEAR ST,000112,                     ,                     ,12,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
MAGPIE & STUMP RESTAURANT,19000101,0000327,1,           ,138,BEAR ST,000016,                     ,                     ,20,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
MCDONALD'S,19000101,0000335,1,           ,116,BANFF AVE,000027,                     ,                     ,8,2,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - FAST FOOD,0,20040101,20170101
MELISSA'S RESTAURANT & BAR,19000101,0000339,1,           ,218,LYNX ST,000117,                     ,                     ,21~24,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
METRO PAVING & ROADBUILDING LTD.,19000101,0000340,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR,0,20040101,20170101
MIKE'S ELECTRIC,19000101,0000343,1,7,100,JAY ST,069107,7,                     ,9~10,60,9112390,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/ELECTRIC,0,20040101,20170101
MONOD SPORTS,19000101,0000346,1,           ,129,BANFF AVE,000012,                     ,                     ,15,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
THE HAIR COMPANY,19000101,0000351,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PERSONAL SERVICE,0,20040101,20170101
MOUNTAIN CHOCOLATES,19000101,0000354,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF TRAIL RIDERS,19000101,0000367,1,           ,100,SUNDANCE ROAD,000948,                     ,                     ,                     ,AE&AB,5137H0,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,HORSE LIVERY,0,20040101,20170101
MOUNT FAIRHOME DECOR (1981) LTD,19000101,0000369,1,3,200,HAWK AVE,001130,3,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,2017012
CLEAN SWEEP WASTE REMOVAL,19000101,0000378,1,           ,131,OWL ST,001219,                     ,                     ,4&5,60,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
OK GIFT SHOP LTD.,19000101,0000393,1,           ,209,BANFF AVE,000120,                     ,                     ,5,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF ALPINE CENTRE,19000101,0000398,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,LODGING - HOTELS/MOTELS,0,20040101,20170101
CASCADE COIN LAUNDRY,19000101,0000410,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
GOURLAY'S PHARMACY,19000101,0000427,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF PTARMIGAN,19000101,0000429,1,           ,337,BANFF AVE,000258,                     ,                     ,5~7,                     ,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,LODGING - HOTELS/MOTELS,0,20040101,20170101
RED CARPET INN,19000101,0000437,1,           ,425,BANFF AVE,000398,                     ,                     ,6,20,8385HQ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,LODGING - HOTELS/MOTELS,0,20040101,20170101
SEOUL COUNTRY KOREAN RESTAURANT,19000101,0000438,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
ELK STREET B&B,19000101,0000448,1,           ,328,ELK ST,000652,                     ,                     ,8,55,2842IC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RSC,0,20040101,20170101
ROCKS & GEMS - CANADA,19000101,0000452,1,           ,137,BANFF AVE,000015,                     ,                     ,18&19,1,6719 BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
ROCKY MOUNTAIN AGENCIES CO. LTD,19000101,0000453,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,INSURANCE AGENCY,0,20040101,20170101
ROSE & CROWN,19000101,0000462,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
#26 COL. MOORE BRANCH,19000101,0000465,1,           ,90,BANFF AVE,001181,                     ,                     ,1C,B,4357HW,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,20040101,20170101
