BusinessName,BusinessDescription,Address,Phone,Naics,NaicsDescription,BusinessType,FullTime,PartTime
A & B Landscaping,Landscaping,7151 Parry St   Richmond BC  V7C 4K4,604-202-3893,561730,Landscaping services,General Contractor,1,2
A & D Workshop Inc,"Custom design and installations of auto alarms, sound systems and auto accessories",12871 Clarke Pl Unit 180 Richmond BC  V6V 2H9,604-278-4338,441310,Automotive parts and accessories stores,,1,1
A & G West Construction Ltd,General Contractor for Residential/Commercial Projects,9188 Cook Rd Unit 1801 Richmond BC  V6Y 4M1,604-655-4870,236220,Commercial and institutional building construction,General Contractor,2,2
A & H Packing and Printing Ltd,Import trading  - importing jewellery boxes and jewellery packaging from China,12815 Clarke Pl Unit 170 Richmond BC  V6V 2H9,604-304-3883,419120,Wholesale trade agents and brokers,Wholesale Trading,2,1
A & H Stone Ltd,Manufactures granite countertops,14551 Burrows Rd   Richmond BC  V6V 1K9,604-277-2630,327990,All other non-metallic mineral product manufacturing,,18,0
A & H Stone Ltd,Installation of tile and countertop,14551 Burrows Rd   Richmond BC  V6V 1K9,604-277-2630,238340,Tile and terrazzo contractors,General Contractor,6,0
A & J Karting Equipment Ltd,Wholesale Go Cart parts,1991 Savage Rd Unit 155 Richmond BC  V6V 0A4,604-279-0329,415290,Other new motor vehicle parts and accessories merchant wholesalers,Wholesale Trading,3,0
A & J Karting Equipment Ltd,Installation of Go Cart Assembly,1991 Savage Rd Unit 155 Richmond BC  V6V 0A4,604-279-0329,811199,All other automotive repair and maintenance,,3,0
A & R Metal Industries Ltd,Metal Fabrication,14251 Burrows Rd   Richmond BC  V6V 1K9,604-276-2838,332999,All other miscellaneous fabricated metal product manufacturing,,110,1
A & R Motor Work Inc,Automotive Repair Service,12840 Bathgate Way Unit 1 Richmond BC  V6V 1Z4,604-276-9936,811111,General automotive repair,,3,0
A & T Healthyway Ltd,Mobile acupuncture service,6051 Tranquille Pl   Richmond BC  V7C 2T2,778-998-2638,621390,Offices of all other health practitioners,Home Occupation,2,0
A & T International Logistics Ltd,International freight forwarding,2631 Viking Way Unit 243 Richmond BC  V6V 3B5,604-207-0803,488519,Other freight transportation arrangement,,3,0
A & W,Fast food preparations & sale,3880 Grant McConachie Way   Richmond BC  V7B 0A5,604-303-7704,722512,Limited-service eating places,Food Service Establishment,10,20
A & W,Fast food preparation & sales,3880 Grant McConachie Way   Richmond BC  V7B 0A5,604-303-7704,722512,Limited-service eating places,Food Service Establishment,9,3
A & W Restaurant,"Fast Food restaurant serving burgers, fries and pop",7899 Templeton Station Rd Unit 1206 Richmond BC  V7B 0B7,604-375-8175,722511,Full-service restaurants,Food Service Establishment,5,10
A & W Restaurant,Fast food restaurant,3080 St Edwards Dr Unit 100 Richmond BC  V6X 4C4, ,722512,Limited-service eating places,Food Service Establishment,20,25
A & W Restaurant,Fast Food Restaurant,6551 No 3 Rd Unit 2435 Richmond BC  V6Y 2B6,604-468-9791,722512,Limited-service eating places,Food Service Establishment,9,9
A & W Restaurant,Fast Food Restaurant,8140 Garden City Rd Unit 110 Richmond BC  V6Y 2N9,604-272-7773,722512,Limited-service eating places,Food Service Establishment,12,8
A & W Seafair Centre,A & W Restaurant - serving A & W menu items (food & bev),8671 No 1 Rd Unit 4 Richmond BC  V7C 1V2,604-271-4480,722512,Limited-service eating places,Food Service Establishment,14,10
A A Property Management Ltd,strata and rental management  mainly accounting and adminstration work  field work are done by property manager,8600 Cambie Rd Unit 150 Richmond BC  V6X 4J9,604-207-2002,531310,Real estate property managers,Property Management,8,1
A B C Express Service Ltd,Delivery Service,2531 Vauxhall Pl Unit 1 Richmond BC  V6V 1Z5,604-270-3420,492110,Couriers,Delivery Services,5,0
A Best Grease Trap Service Ltd,Grease trap cleaning service for restaurants,9680 Alexandra Rd Unit 13 Richmond BC  V6X 0P2,604-370-2986,562990,All other waste management services,General Contractor,3,0
A Big Wrench Truck Trailer Repair Ltd,Repairs for highway tractor/trailers (medium to heavy duty),15500 River Rd Unit 190 Richmond BC  V6V 2X2,778-887-9829,811111,General automotive repair,,3,0
A Blessing,Consultancy Service,12891 Jack Bell Dr Unit 64 Richmond BC  V6V 2T7,778-683-1396,624190,Other individual and family services,Home Occupation,0,1
A Cambie Grease Cleaning,restaurant equipment cleaning (office only),11180 Voyageur Way Unit 260 Richmond BC  V6X 3N8,604-279-0501,419120,Wholesale trade agents and brokers,,5,0
A Catered Affair Hospitality Inc,"off premises catering-manufacturing & delivery of soups, salads, sandwiches, etc to businesses",2691 Viscount Way Unit 101 Richmond BC  V6V 2R5,604-244-1199,722320,Caterers,,2,0
A Club Cleaning Services Ltd,Cleaning service,11060 Bamfield Gate   Richmond BC  V6X 3C5,604-244-7433,561722,Janitorial services (except window cleaning),Home Occupation,2,0
A E M ' S  Salmon Ltd,"Selling frozen salmon/salmon in vacuum pack, dried salmon and gifts - retail sales",8888 Odlin Cr Unit 1360 Richmond BC  V6X 3Z8,604-273-3288,445220,Fish and seafood markets,Retail Trading,1,1
A F S AutoFleet Services,retail automotive sales,21320 Westminster Hwy Unit 2153 Richmond BC  V6V 2X5,604-304-7653,441110,New car dealers,Automobile Dealer,7,0
A I M S Solutions,Repair Svc: Computers & Networking,2560 Simpson Rd Unit 210 Richmond BC  V6X 2P9,604-278-5887,541514,Computer systems design and related services (except video game design and development),,2,1
A J Boyal Truck Repair Ltd,Mechanical repair and inspections of trucks and trailers,16268 River Rd   Richmond BC  V6V 1L6,778-593-1996,811111,General automotive repair,,2,1
A L C Micro (B C) Inc,Wholesale Computer Components,13680 Bridgeport Rd Unit 3 Richmond BC  V6V 1V3,604-231-8098,417310,"Computer, computer peripheral and pre-packaged software merchant wholesalers",Wholesale Trading,8,0
A Level Luxe Fashion,Retail men's & women's clothing store ,4000 No 3 Rd Unit 1155 Richmond BC  V6X 0J8,778-991-8299,448140,Family clothing stores,Retail Trading,0,4
A M Katrichak Inc,professional accountant,4111 Bayview St Unit 308 Richmond BC  V7E 6T5,778-230-4304,541212,Offices of  accountants,Home Occupation,0,1
A Monkey Tree Int'l Ent Ltd,Retail/artificial plants and gifts (silk flowers),3851 Moncton St   Richmond BC  V7E 3A7,604-448-9234,453999,All other miscellaneous store retailers (except beer and wine-making supplies stores),Retail Trading,1,3
A O S Glass,"General contracting of glass work, installation of mirrors, shower doors, and windows",9382 No 2 Rd   Richmond BC  V7E 2C8,604-671-7729,238150,Glass and glazing contractors,General Contractor,1,1
A P B Mechanical Services Ltd,Rebuilding Diesel Engines,11880 Hammersmith Way Unit 140 Richmond BC  V7A 5C8,604-272-0244,811111,General automotive repair,,2,0
A P Enterprises Ltd,Residential building contractor,10373 Bird Rd   Richmond BC  V6X 1N4,604-727-6444,236110,Residential building construction,General Contractor,1,0
A P Hair Studio Ltd,Beauty salon,8100 Ackroyd Rd Unit 70 Richmond BC  V6X 2E1,604-231-8989,812115,Beauty salons,,4,5
A Plus Massage & Acupuncture Clinic Inc,massage therapy at Richmond Muscle and Tendon Clinic,8279 Saba Rd Unit 175 Richmond BC  V6Y 4B6,604-339-3300,621499,All other out-patient care centres,Registered Massage Therapy Clinic,1,0
A Plus Massage & Acupuncture Clinic Inc,Acupuncture,8279 Saba Rd Unit 175 Richmond BC  V6Y 4B6,604-339-3300,621390,Offices of all other health practitioners,,1,0
A Plus Pest Control Ltd,Pest control services (residential and commercial),11460 Voyageur Way Unit 1 Richmond BC  V6X 3E1,604-998-8472,561710,Exterminating and pest control services,,3,1
A Plus Transport Ltd,Moving & Storage Co,2700 Simpson Rd Unit 140 Richmond BC  V6X 2P9,604-279-2004,484210,Used household and office goods moving,Delivery Services,6,5
A Plus Tutorial,"Tutoring/Education (Math, English, Science) total # of students and teachers @ time max 10 ",4400 Hazelbridge Way Unit 750 Richmond BC  V6X 3R8,604-303-0255,611690,All other schools and instruction,Education Institution,2,10
A Styles Hair Salon,Hair Salon,3500 Moncton St Unit 130 Richmond BC  V7E 3A2,604-277-4883,812115,Beauty salons,,1,1
A Sunny Professional Janitorial Services,Janitorial Services - Residential,2320 No 4 Rd   Richmond BC  V6X 2L5,604-441-9858,561722,Janitorial services (except window cleaning),Home Occupation,1,0
A T S Automation Inc,"Design, manufacture & service of industrial control systems, electrical panels / hardware & software",14480 River Rd Unit 140 Richmond BC  V6V 1L4,604-273-6080,335315,"Switchgear and switchboard, and relay and industrial control apparatus manufacturing",,3,3
A Top Carpets Ltd,"Retail of carpets, laminate flooring, tiles and installation of products only sold at location",12100 Bridgeport Rd   Richmond BC  V6V 1J3,604-279-8781,442210,Floor covering stores,Retail Trading,5,0
A Top Carpets Ltd,installation of carpet  hardwood laminate  tile,12100 Bridgeport Rd   Richmond BC  V6V 1J3,604-279-8781,238330,Flooring contractors,General Contractor,5,0
A&K Lodging,Boarding and Lodging,9371 Gormond Rd   Richmond BC  V7E 1N7,,721310,Rooming and boarding houses,Boarders & Lodgers,1,0
A&O Contracting Ltd,General contractor and management office,13700 Mayfield Pl Unit 1155 Richmond BC  V6V 2E4,778-288-1577,236220,Commercial and institutional building construction,General Contractor,3,4
A&R Automotive Design Ltd,"Vinyl wrapping, detailing, autobody modifications.",8000 River Rd   Richmond BC  V6X 1X7,778-927-8567,811121,"Automotive body, paint and interior repair and maintenance",,2,2
A+ Lawncare,Lawn care and maintenance,10220 Shell Rd   Richmond BC  V7A 3X3,604-271-0403,561730,Landscaping services,General Contractor,1,1
A-1 Masonry Ltd,Masonry (brick laying),11731 Aztec St   Richmond BC  V6X 1H9,604-671-6040,238140,Masonry contractors,General Contractor,3,0
A-Group Cargo Terminal Inc,"Provide warehousing, distribution, storage of general goods, coming from other countries (storage and packing)",7400 River Rd Unit 160 Richmond BC  V6X 1X6,604-275-7711,493110,General warehousing and storage,,8,8
A-Line Locksmiths,Locksmith,6700 Mayflower Dr   Richmond BC  V7C 3X6,604-274-3411,561622,Locksmiths,,1,0
A-Line Sports,Service of Bike/Ski/Snowboards,11211 Bridgeport Rd Unit 101 Richmond BC  V6X 1T3,778-829-6669,811490,Other personal and household goods repair and maintenance,,3,1
A-Nail Services,Contractor - maintenance/cleaning for commercial & residential,3880 Westminster Hwy Unit 201 Richmond BC  V7C 5S1,604-244-7776,236220,Commercial and institutional building construction,General Contractor,1,0
A-Net Computer Ltd,Computer hardware store (retail)  hardware and software,11240 Bridgeport Rd Unit 5 Richmond BC  V6X 1T2,604-270-6796,443144,Computer and software stores,Retail Trading,1,2
A-Plus Rent-A- Car Company Ltd,Office for u-drive rentals,8128 Westminster Hwy   Richmond BC  V6X 1A6,604-278-2112,532111,Passenger car rental,Vehicle For Hire Office,3,0
A-Power Computer Ltd,Wholesale computer sales and servicing - to corporate companies via phone and shipped out,2560 Shell Rd Unit 1038 Richmond BC  V6X 0B8,604-273-5667,417310,"Computer, computer peripheral and pre-packaged software merchant wholesalers",Wholesale Trading,15,0
A_Lab Creative,Graphic design services,3891 Tinmore Pl   Richmond BC  V7C 1R1,778-325-4369,541430,Graphic design services,Home Occupation,1,0
A1,Hair Salon,8279 Saba Rd Unit 170 Richmond BC  V6Y 4B6,778-320-2861,812115,Beauty salons,,1,0
A1 Auto Max Service Center Ltd,Automotive repairs,12211 Vulcan Way Unit 180 Richmond BC  V6V 1J7,604-370-6299,811111,General automotive repair,,3,0
A1 Auto Services,Auto repair shop ,7820 River Rd   Richmond BC  V6X 1X7,604-649-2649,441110,New car dealers,,2,0
A1 Learning Centre,Tutoring. 1 on 1 and small groups (up to 5).  elementary school age,8888 Odlin Cr Unit 1355 Richmond BC  V6X 3Z8,778-889-6291,611690,All other schools and instruction,Education Institution,1,1
A2 Mouldings & Floors,Retail selling - wooden mouldings for residential & commercial,11511 Bridgeport Rd Unit 101 Richmond BC  V6X 1T4,604-244-8687,444190,Other building material dealers,Retail Trading,3,0
AA Management Ltd,Management services for property management company. Administrative services office admin.,8600 Cambie Rd Unit 150 Richmond BC  V6X 4J9,604-207-2002,531310,Real estate property managers,Property Management,7,0
AAA Blinds,Manufacture custom order blinds,11500 Bridgeport Rd Unit 106 Richmond BC  V6X 1T2,604-233-1963,337920,Blind and shade manufacturing,,3,0
AAA Colour Stone Ltd,retailing: jade carvings and gifts. gemstones. rough rocks and finshed stone products. silver jewlllery. beading supplies.,4540 No 3 Rd Unit 1415 Richmond BC  V6X 4E4,778-994-1927,448310,Jewellery stores,Retail Trading,1,0
AAA International Domestic Services Ltd,"agent - helps customers find nanny, maid, and online matchmaking services",9560 Alexandra Rd Unit 20 Richmond BC  V6X 1C5,778-997-6880,812990,All other personal services,Home Occupation,0,2
AAA Restaurant,"Chinese noodle house, wonton, bbq food, HK style beverage",8053 Alexandra Rd   Richmond BC  V6X 3A6,604-284-3111,722511,Full-service restaurants,Food Service Establishment,5,3
Aaron Atelier,Portrait painting and art teaching (one on one) ,8600 Cambie Rd Unit 145 Richmond BC  V6X 4J9,604-812-9908,611690,All other schools and instruction,Education Institution,1,0
Aaron Tong RMT,Registered Massage Therapy (office only) mobile and renting room in a clinic,4391 Steveston Hwy   Richmond BC  V7E 2K4,778-999-3819,621499,All other out-patient care centres,Home Occupation,1,0
AAS Cleaning Service Ltd,Cleaning & janitorial services,22335 Sharpe Ave   Richmond BC  V6V 3C5,604-250-1985,561722,Janitorial services (except window cleaning),Home Occupation,1,0
AB & Friends Cleaning Ltd,Interior cleaning of houses and apartments.,8000 Heather St Unit 23 Richmond BC  V6Y 2R1,778-833-0575,561722,Janitorial services (except window cleaning),Home Occupation,1,0
AB-Tech Plumbing & Heating Ltd,Plumbing ,8191 Dalemore Rd   Richmond BC  V7C 2A5,604-968-4500,238220,"Plumbing, heating and air-conditioning contractors",Plumbing Contractor,1,0
AB-Tech Plumbing & Heating Ltd,Gas contractor commerical/residential,8191 Dalemore Rd   Richmond BC  V7C 2A5,604-968-4500,238220,"Plumbing, heating and air-conditioning contractors",Gas Contractor,3,0
ABA Learning Centre Ltd,"Medical office - providing direct therapy & consultation to children with limited mental ability, parents & professionals training play group activities, psychological , educational assessment",6900 Graybar Rd Unit 1110 Richmond BC  V6W 0A5,604-232-4122,621340,"Offices of physical, occupational, and speech therapists and audiologists",,10,6
Abacado Building Supplies Ltd,Wholesale Building Supplies,2851 Simpson Rd Unit 168 Richmond BC  V6X 2R2,604-270-2388,416390,Other specialty-line building supplies merchant wholesalers,Wholesale Trading,4,2
Abacado Building Supplies Ltd,Retail Building Supplies,2851 Simpson Rd Unit 168 Richmond BC  V6X 2R2,604-270-2388,444110,Home centres,Retail Trading,4,2
ABC Computer Distribution Ltd,"computer repair, assembly, wholesaling of computer parts",13988 Cambie Rd Unit 383 Richmond BC  V6V 2K4,604-730-9981,811210,Electronic and precision equipment repair and maintenance,,2,0
ABC Seafoods,Home Delivery Service - Salmon and Tuna Poke deliveries,3880 McKay Dr   Richmond BC  V6X 3R5,604-528-0929,492110,Couriers,Delivery Services,0,1
ABCD Driving School Ltd,Driving School,5831 McCallan Rd   Richmond BC  V7C 2H4,604-908-4618,611690,All other schools and instruction,Vehicle For Hire Office,1,0
