FID,ID,Name,EmplRange,NAICSTitle,NAICSDescr,NAICSCode,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Address,PostalCode,BldgNo,UnitNo,Modified,PIN,CHArea,Ward
118,4530,City of Mississauga Film Office / Community Services,1 to 4,Public Administration,Provincial Labour and Employment Services,912210,905-615-3200,905-615-3828, ,film.office@mississauga.ca,www.mississauga.casfiloffice,201,City Centre Dr,201 City Centre Dr,L5B 4E4, ,202,1.57611E+12,6068200,DT Core,4
119,4532,Failte Irish Pub,10 to 19,Accommodation,Drinking Places (Alcoholic Beverages),722410,905-276-2212,905-276-0882, ,info@failteirishpub.ca,www.failteirishpub.ca,201,City Centre Dr,201 City Centre Dr,L5B 2T4, ,109,1.57611E+12,6068200,DT Core,4
120,4533,Gateway On The Go,1 to 4,Accommodation,Limited-service eating places,722512, , , ,terry@gatewaynewstands.com, ,201,City Centre Dr,201 City Centre Dr,L5B 4E4, ,106,1.55987E+12,6068200,DT Core,4
121,4541,Felix Global Corp.,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310,416-512-7244,905-848-5677, , ,www.felixglobal.com,4,Robert Speck Pky,4 Robert Speck Pky,L4Z 4C5, ,1500,1.55987E+12,3536500,DT Core,4
122,4546,Mississauga Civic Centre (City Hall),1000 plus,Public Administration,"Other Local, Municipal and Regional Public Adminis",913910,905-896-5000,905-615-3469, ,hr.info@mississauga.ca,www.mississauga.ca,300,City Centre Dr,300 City Centre Dr,L5B 3C1, , ,1.56885E+12,6068600,DT Core,4
123,4555,"Silvester, John F. Barrister & Solicitor",1 to 4,Professional,Offices of Lawyers,541110,905-275-2588,905-275-0714, , ,www.johnsilvesterlaw.ca,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,601,1.55987E+12,6067000,DT Core,4
124,4556,Martin Z. Wu Barrister & Solicitor,1 to 4,Professional,Offices of Lawyers,541110,905-306-9000,905-306-9002, ,martin@mwulaw.com,www.mwulaw.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,609,1.57611E+12,6067000,DT Core,4
125,4557,Anita Taneja Barrister & Notory Public,1 to 4,Professional,Offices of Lawyers,541110,905-896-4000,905-896-4002, ,anita@tanejalaw.ca, ,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,218,1.57611E+12,6067000,DT Core,4
126,4558,Apple One Employment Services Ltd.,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310,905-277-2770, , ,mississauga@appleone.com,www.appleone.ca,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,640,1.57611E+12,6067000,DT Core,4
127,4559,Canadian Capital Commodities Ltd.,1 to 4,Finance,Other Depository Credit Intermediation,522190,905-566-9771,905-566-1740, ,sales@canadiancapital.ca,www.canadiancapital.ca,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,140,1.57611E+12,6067000,DT Core,4
128,4562,Royal Bank of Canada,20 to 49,Finance,Personal and Commercial Banking Industry,522111,905-897-8261,905-897-1463, , ,www.rbc.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,100&220,1.57611E+12,6067000,DT Core,4
129,4565,Quantum Management Services Ltd.,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310,905-276-8611,905-276-7739, , ,www.quantum.ca,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,680,1.57611E+12,6067000,DT Core,4
130,4566,"Hoyes, Michalos & Associates Inc.",1 to 4,Professional,"All Other Professional, Scientific and Technical S",541990,905-848-3649,888-553-5519,1-866-747-0660, ,www.hoyes.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,670,1.57611E+12,6067000,DT Core,4
131,4568,Powerflow Chiropractic,5 to 9,Health Care,Offices of Chiropractors,621310,905-896-3393, , ,drbhasin@hotmail.com,www.drbhasin.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,143,1.57611E+12,6067000,DT Core,4
132,4569,Gateway Cafe,1 to 4,Accommodation,Limited-service eating places,722512,905-566-5767, , , , ,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,147,1.57611E+12,6067000,DT Core,4
133,4573,Focus Softnet Inc.,1 to 4,Professional,Computer systems design and related services (exce,541514,905-232-1377, , ,vikah@focussoftnet.com,www.focussoftnet.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,201,1.57611E+12,6067000,DT Core,4
134,4574,"TechKnow Space Inc., The",10 to 19,Other Services,Electronic and Precision Equipment Repair and Main,811210,289-805-2288, ,1-888-938-8893, ,www.techknowspace.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,142,1.55987E+12,6067000,DT Core,4
135,4575,The Host,10 to 19,Accommodation,Full-service restaurants,722511,905-566-4678, , , ,www.welcometohost.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,101,1.57611E+12,6067000,DT Core,4
136,4580,"Brown, Dr. Bobby, Dentist",10 to 19,Health Care,Offices of Dentists,621210,905-615-8700,905-615-8700, ,info@drbobbybrown.com,www.drbobbybrown.com,33,City Centre Dr,33 City Centre Dr,L5B 2N5, ,145,1.57611E+12,6067000,DT Core,4
137,4600,Caf,1 to 4,Accommodation,Limited-service eating places,722512,905-270-2233, , , , ,55,City Centre Dr,55 City Centre Dr,L5B 1M3, ,Lobby,1.55987E+12,6065600,DT Core,4
138,4604,"Drs. Eckler and Black, Orthodontists",20 to 49,Health Care,Offices of Dentists,621210,905-949-6688,905-949-9689, , ,www.smilenow.com,55,City Centre Dr,55 City Centre Dr,L5B 1M3, ,505,1.57611E+12,6065600,DT Core,4
139,4605,Trios College Business Technology & Health Care/ Mississauga Campus,20 to 49,Educational,Business and Secretarial Schools,611410,905-949-4955,905-897-9755,1-866-608-7467, ,www.trios.com,55,City Centre Dr,55 City Centre Dr,L5B 1M3, ,"200,404&506",1.57611E+12,6065600,DT Core,4
140,4609,Limited to Endodontics,5 to 9,Health Care,Offices of Dentists,621210,905-270-7512,905-270-7262, , ,www.ltdtoendo.com,55,City Centre Dr,55 City Centre Dr,L5B 1M3, ,702,1.55987E+12,6065600,DT Core,4
141,4610,Morguard Investments Ltd. - Property Management Office,300 to 499,Real Estate,Real Estate Property Managers,531310,905-281-3800,905-281-1800, ,info@morguard.com,www.morguard.com,55,City Centre Dr,55 City Centre Dr,L5B 1M3, ,"800, 1000,6th,7th,9th,10th&11th floor",1.57611E+12,6065600,DT Core,4
142,4613,IFSE Institute,20 to 49,Finance,All Other Insurance Related Activities,524299,905-803-1110,905-803-0944,1-888-865-2437,ifse@ifse.ca,www.ifse.ca,50,Burnhamthorpe Rd W,50 Burnhamthorpe Rd W,L5B 4A5, ,601,1.57611E+12,6076200,DT Core,7
143,4618,Kelly Professional & Techincal Services,10 to 19,Administrative,Employment Placement Agencies and Executive Search,561310,905-276-4611,905-949-2289, ,7677@kellyservices.com,www.kellyservices.ca,77,City Centre Dr,77 City Centre Dr,L5B 1M5, ,104,1.57611E+12,6066500,DT Core,4
144,4621,St. Raphael Elementary School,20 to 49,Educational,Elementary and Secondary Schools,611110,905-677-1038,905-677-1432, , ,www.dpcdsb.org,3470,Clara Dr,3470 Clara Dr,L4T 2C7, , ,1.5101E+12,10364900,Malton NHD,5
145,4624,Church of St. Bride,1 to 4,Other Services,Religious Organizations,813110,905-822-0422,905-822-4042, ,info@churchofstbride.com,www.churchofstbride.com,1516,Clarkson Rd N,1516 Clarkson Rd N,L5J 2W9, , ,1.56885E+12,1231700,Clarkson - Lorne Park NHD,2
146,4625,Can Dance Academy,5 to 9,Educational,Fine Arts Schools,611610,905-823-7393, , , ,www.candanceacademy.com,1575,Clarkson Rd N,1575 Clarkson Rd N,L5J 2X1, ,12,1.56885E+12,1230600,Clarkson - Lorne Park NHD,2
147,4627,I Create Art Studio,1 to 4,Educational,All Other Schools and Instruction,611690,416-319-6103, , ,info@icreate.ca,www.icreate.ca,987,Clarkson Rd S,987 Clarkson Rd S,L5J 2V8, ,102,1.53827E+12,909900,Clarkson Village CN,2
148,4629,Somenzi-Pogue Insurance Agency Inc.,1 to 4,Finance,Insurance Agencies and Brokerages,524210,905-823-0400,905-822-5742, ,Richard.Somenzi@Gmail.com, ,987,Clarkson Rd S,987 Clarkson Rd S,L5J 2V8, ,203,1.56885E+12,909900,Clarkson Village CN,2
149,4630,David H. Purdon,1 to 4,Professional,Offices of Lawyers,541110,905-855-8205,905-855-8858, ,reception@purdonlawyer.ca,www.purdonlawyer.ca,987,Clarkson Rd S,987 Clarkson Rd S,L5J 2V8, ,201&202,1.56885E+12,909900,Clarkson Village CN,2
150,4631,Paintscapes Inc - Benjamin Moore,5 to 9,Retail,Paint and Wallpaper Stores,444120,905-403-1109,905-403-1188, ,paintscapes@bellnet.ca, ,1764,Lakeshore Rd W,1764 Lakeshore Rd W,L5J 1J5, , ,1.56885E+12,909900,Clarkson Village CN,2
151,4636,St. Christopher's Church,5 to 9,Other Services,Religious Organizations,813110,905-822-1171, , ,Stchristophersmi@arch.toronto.org,www.stchristopher.on.ca,1171,Clarkson Rd N,1171 Clarkson Rd N,L5J 2W1, , ,1.56885E+12,1227900,Clarkson - Lorne Park NHD,2
152,4637,St. Christopher Catholic Elementary School,20 to 49,Educational,Elementary and Secondary Schools,611110,905-822-0721,905-822-0214, , ,www.dpcdsb.org/schools.chris,1195,Clarkson Rd N,1195 Clarkson Rd N,L5J 2W1, , ,1.54613E+12,1227800,Clarkson - Lorne Park NHD,2
153,4638,Clarkson Road Presbyterian Church,1 to 4,Other Services,Religious Organizations,813110,905-822-8911, , ,clarksonchurch@bellnet.ca,www.clarksonpc.com,1338,Clarkson Rd N,1338 Clarkson Rd N,L5J 2W5, , ,1.5101E+12,1233100,Clarkson - Lorne Park NHD,2
154,4639,Doolin's Restaurant and Pub,1 to 4,Accommodation,Full-service restaurants,722511,905-822-8265, , , , ,1575,Clarkson Rd N,1575 Clarkson Rd N,L5J 2X1, ,8,1.54613E+12,1230600,Clarkson - Lorne Park NHD,2
155,4640,Dr. Nathan Snyder,1 to 4,Health Care,Offices of Physicians,621110,905-822-4800,905-271-0006, , , ,1150,Lorne Park Rd,1150 Lorne Park Rd,L5H 3A5, ,9,1.56885E+12,1178700,Clarkson - Lorne Park NHD,2
156,4644,LD Luxury and Med Spa,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-855-3536,905-855-3536, ,ldluxurymedspa@gmail.com,www.ldluxurymedspa.com,1575,Clarkson Rd N,1575 Clarkson Rd N,L5J 2X1, ,6,1.5101E+12,1230600,Clarkson - Lorne Park NHD,2
157,4647,Kinder Kids,20 to 49,Health Care,Child Day-Care Services,624410,905-855-1111, , ,stephanie-winter@staff.kinderkids.ed.jp,www.kinderkids.ca,1575,Clarkson Rd N,1575 Clarkson Rd N,L5J 2X1, ,1,1.56885E+12,1230600,Clarkson - Lorne Park NHD,2
158,4651,Clarkson Convenience Store,1 to 4,Retail,Convenience Stores,445120,905-822-0363, , , , ,1575,Clarkson Rd N,1575 Clarkson Rd N,L5J 2X1, ,10&11,1.56885E+12,1230600,Clarkson - Lorne Park NHD,2
159,4652,Edward Jones Investments,1 to 4,Finance,Investment Advice,523930,905-823-3336,866-462-3425,1-877-335-2758, ,www.edwardjones.com,1603,Clarkson Rd N,1603 Clarkson Rd N,L5J 2X1, ,5,1.56885E+12,1230700,Clarkson - Lorne Park NHD,2
160,4654,I D A Courtesy Pharmacy,5 to 9,Retail,Pharmacies and Drug Stores,446110,905-823-4664,905-823-6434, , , ,1603,Clarkson Rd N,1603 Clarkson Rd N,L5J 2X1, ,1 to 5,1.56885E+12,1230700,Clarkson - Lorne Park NHD,2
161,4655,Clarkson Angels,10 to 19,Health Care,Child Day-Care Services,624410,905-823-1603, , ,contactus@clarksonangels.co,www.clarksonangels.co,1603,Clarkson Rd N,1603 Clarkson Rd N,L5J 2X1, ,1 to 4,1.56885E+12,1230700,Clarkson - Lorne Park NHD,2
162,4658,Clarkson Public School,20 to 49,Educational,Elementary and Secondary Schools,611110,905-823-4470,905-823-1521, , , ,888,Clarkson Rd S,888 Clarkson Rd S,L5J 2V3, , ,1.54613E+12,826900,Clarkson - Lorne Park NHD,2
163,4660,McCleary Animal Hospital,5 to 9,Professional,Veterinary Services,541940,905-822-1644,905-822-6528, ,info@mcclearyanimalhospital.com,www.mcclearyanimalhospital.com,981,Clarkson Rd S,981 Clarkson Rd S,L5J 2V8, , ,1.56885E+12,826100,Clarkson Village CN,2
164,4661,"Davis, J.W. Insurance Brokers Ltd.",1 to 4,Finance,Insurance Agencies and Brokerages,524210,905-822-9660,905-822-9925,1-877-593-2847,info@jwdavis.ca,www.jwdavis.ca,987,Clarkson Rd S,987 Clarkson Rd S,L5J 2V8, ,100,1.56885E+12,909900,Clarkson Village CN,2
165,4667,Dr. C. Cowal & Dr. M. Duemler,1 to 4,Health Care,Offices of Physicians,621110,905-848-3711,905-848-2463, , , ,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,303,1.56885E+12,29406400,Cooksville NHD (East),7
166,4670,Dr. F. Lipson,1 to 4,Health Care,Offices of Physicians,621110,905-897-7777,905-897-5913, ,info@franklipson.com, ,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,306,1.56885E+12,29406400,Cooksville NHD (East),7
167,4674,"Dr. F. Wong, Dr. M. Wong",1 to 4,Health Care,Offices of Physicians,621110,905-276-0205,905-276-8211, , , ,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,302,1.56885E+12,29406400,Cooksville NHD (East),7
168,4681,Mississauga Colonoscopy Centre,5 to 9,Health Care,Offices of Physicians,621110,905-270-4446,905-279-3337, ,reception@coloncentre.com,www.coloncentre.com,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,200&202B,1.5101E+12,29406400,Cooksville NHD (East),7
169,4682,Desroches Visser & Associates Insurance Brokers Ltd.,5 to 9,Finance,Insurance Agencies and Brokerages,524210,905-277-1089,905-896-4748, , ,www.dvisser.ca,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,308,1.5101E+12,29406400,Cooksville NHD (East),7
170,4683,Cliffway Pharmacy,1 to 4,Retail,Pharmacies and Drug Stores,446110,905-276-8198,905-276-8190, , , ,2021,Cliff Rd,2021 Cliff Rd,L5A 3N7, ,302,1.56885E+12,29406400,Cooksville NHD (East),7
171,4697,St. Timothy Catholic Elementary School,50 to 99,Educational,Elementary and Secondary Schools,611110,905-277-0990,905-277-5570, , ,www.dpcdsb.org,2214,Cliff Rd,2214 Cliff Rd,L5A 2N9, , ,1.56885E+12,508100,Cooksville NHD (East),7
172,4698,Clifton Public School,50 to 99,Educational,Elementary and Secondary Schools,611110,905-277-2611,905-277-4965, , , ,2389,Cliff Rd,2389 Cliff Rd,L5A 2P1, , ,1.54613E+12,501400,Cooksville NHD (East),7
173,4699,Garthwood Park Public School,50 to 99,Educational,Elementary and Secondary Schools,611110,905-607-0800,905-607-0803, , , ,3245,Colonial Dr,3245 Colonial Dr,L5L 5G2, , ,1.5101E+12,14419100,Erin Mills NHD,8
174,4700,All Saints Elem School,20 to 49,Educational,Elementary and Secondary Schools,611110,905-828-6348,905-828-1744, , ,www.dpcbsb.org/allst,4105,Colonial Dr,4105 Colonial Dr,L5L 4E8, , ,1.54613E+12,13522100,Erin Mills NHD,8
175,4703,Magnacharge Battery Corporation,5 to 9,Wholesale,"Industrial Machinery, Equipment and Supplies Whole",417230,905-565-6616,905-565-6607,1-888-271-8888,sales@magnacharge.com,www.magnacharge.com,1295,Mid-Way Blvd,1295 Mid-Way Blvd,L5T 2G8, , ,1.57611E+12,10224000,Northeast EA (West),5
176,4704,Ardron-Mackie Ltd.,20 to 49,Manufacturing,Lighting Fixture Manufacturing,335120,905-670-0222,905-670-0225,1-800-509-0222,sales@ardron.com,www.ardron.com,6690,Columbus Rd,6690 Columbus Rd,L5T 2G1, , ,1.57611E+12,10229000,Northeast EA (West),5
177,4705,Columbus Recycling Center - Wasteco,1 to 4,Administrative,Waste Collection,562110,905-459-2716, ,1-844-938-0330, ,www.wasteco.com,6710,Columbus Rd,6710 Columbus Rd,L5T 2G1, , ,1.57611E+12,10229100,Northeast EA (West),5
178,4712,Moon's Auto Service Centre Ltd.,1 to 4,Other Services,General Automotive Repair,811111,905-696-9711, , ,moon_w55@hotmail.com, ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,11,1.54613E+12,14800100,Northeast EA (West),5
179,4713,Lockport Auto Service,1 to 4,Other Services,General Automotive Repair,811111,905-564-6050, , , , ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,15&16,1.57611E+12,14800100,Northeast EA (West),5
180,4715,Rameshwar Mandir and Cultural Sabha,10 to 19,Other Services,Religious Organizations,813110,905-564-6723, , ,indramaharaj1654@gmail.com, ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,7&8,1.54613E+12,14800100,Northeast EA (West),5
181,4716,Skoko Aluminum Ltd.,5 to 9,Construction,Siding Contractors,238170,905-564-8716,905-564-2532, ,skokoalum@skokoaluminum.com, ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,9&10,1.57611E+12,14800100,Northeast EA (West),5
182,4717,Papa's Place,1 to 4,Accommodation,Full-service restaurants,722511,905-564-0895, , , , ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,1A,1.54613E+12,14800100,Northeast EA (West),5
183,4721,Auto Power,1 to 4,Other Services,General Automotive Repair,811111,905-565-0729, , , , ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,17&18,1.51019E+12,14800100,Northeast EA (West),5
184,4722,Jambo Auto Repair Inc.,1 to 4,Other Services,General Automotive Repair,811111,905-450-8468, , ,jamboauto@hotmail.com, ,6731,Columbus Rd,6731 Columbus Rd,L5T 2M4, ,13,1.51019E+12,14800100,Northeast EA (West),5
185,4724,Evam Canada,1 to 4,Wholesale,"Plumbing, Heating and Air-Conditioning Equipment a",416120,905-624-5544, , ,info@evamcanada.com,www.evamcanada.com,5004,Timberlea Blvd,5004 Timberlea Blvd,L4W 5C5, ,37,1.57611E+12,5123900,Northeast EA (West),5
186,4726,Ehrlich Electric Company Inc.,5 to 9,Construction,Electrical Contractors and Other Wiring Installati,238210,905-795-8099,905-795-8063,1-877-274-1967,ehrlichelectric@yahoo.ca, ,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,5,1.54613E+12,14802100,Northeast EA (West),5
187,4727,Pump Tech Inc.,5 to 9,Wholesale,"Industrial Machinery, Equipment and Supplies Whole",417230,905-795-1566,905-795-1569,1-800-795-9244,info@pumptech.com,www.pumptech.com,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,2,1.57611E+12,14802100,Northeast EA (West),5
188,4728,Geophysics G P R International Inc.,5 to 9,Professional,Geophysical Surveying and Mapping Services,541360,905-696-0656,905-696-0570, , ,www.geophysicsgpr.com,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,14,1.57611E+12,14802100,Northeast EA (West),5
189,4731,Automaster Electronic Inc.,1 to 4,Other Services,General Automotive Repair,811111,905-564-2822,905-564-3121, , , ,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,3,1.54613E+12,14802100,Northeast EA (West),5
190,4735,Unifor Local 252,1 to 4,Other Services,Labour Organizations,813930,905-629-0186,905-629-4618, ,uniforlocal252@bellnet.ca,www.uniforlocal252.org,1343,Matheson Blvd E,1343 Matheson Blvd E,L4W 1R1, , ,1.54613E+12,14770500,Northeast EA (West),5
191,4737,O B D 2 Tech,1 to 4,Retail,Automotive Parts and Accessories Stores,441310,647-637-8700, , ,info@obd2tech.com,www.obd2tech.com,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,1-101,1.57611E+12,14802100,Northeast EA (West),5
192,4740,L S Auto Service Inc.,1 to 4,Other Services,General Automotive Repair,811111,905-238-2948,905-238-2948, ,liansheng_zhang@hotmail.com, ,1115,Crestlawn Dr,1115 Crestlawn Dr,L4W 1A7, ,C6,1.57611E+12,2547200,Northeast EA (West),3
193,4746,B Andrews Truck Service Limited,5 to 9,Other Services,General Automotive Repair,811111,905-670-3384,905-670-5794, ,sharon@bandrewstruck.com, ,6755,Columbus Rd,6755 Columbus Rd,L5T 2G9, ,1,1.51019E+12,29691500,Northeast EA (West),5
194,4747,Ron's Mobile Wash Inc.,1 to 4,Other Services,Car Washes,811192, ,905-670-2481, ,ronsmobilewash@bellnet.ca, ,6755,Columbus Rd,6755 Columbus Rd,L5T 2G9, ,1,1.54613E+12,29691500,Northeast EA (West),5
195,4748,Dryco Inc.,20 to 49,Wholesale,General-Line Building Supplies Wholesaler-Distribu,416310,905-795-0760,905-795-0794, ,metro@dryco.ca,www.dryco.ca,6760,Columbus Rd,6760 Columbus Rd,L5T 2G1, , ,1.54613E+12,10229600,Northeast EA (West),5
196,4750,J M P Motors Inc.,1 to 4,Other Services,General Automotive Repair,811111,647-535-2000, , ,jmpmotorsinc@gmail.com, ,6771,Columbus Rd,6771 Columbus Rd,L5T 2J9, ,6,1.54613E+12,10226000,Northeast EA (West),5
197,4751,Dal's Fuel Injection & Turbos Ltd.,1 to 4,Wholesale,Tire Wholesaler-Distributors,415210,905-670-0277,905-670-0309,1-877-670-3257,dal@dalsturbo.com,www.dalsturbo.com,6771,Columbus Rd,6771 Columbus Rd,L5T 2J9, ,2,1.54613E+12,10226000,Northeast EA (West),5
198,4752,Empire Automotive Repair,1 to 4,Other Services,General Automotive Repair,811111,905-795-9151,905-795-7641, ,empire_automotiverepair@live.com, ,6771,Columbus Rd,6771 Columbus Rd,L5T 2J9, ,7,1.57611E+12,10226000,Northeast EA (West),5
199,4753,One Stop Truck Repair Inc.,1 to 4,Other Services,General Automotive Repair,811111,416-991-1769,905-672-7849, ,1stop2005@gmail.com, ,6771,Columbus Rd,6771 Columbus Rd,L5T 2J9, ,10&11,1.54613E+12,10226000,Northeast EA (West),5
200,4760,J & A International Inc.,20 to 49,Manufacturing,All Other Textile Product Mills,314990,905-678-1767,905-678-3322, ,admin@jainternational.ca, ,6780,Columbus Rd,6780 Columbus Rd,L5T 2G1, , ,1.54613E+12,10229700,Northeast EA (West),5
201,4761,Skyline Metal Fabrications Inc,1 to 4,Manufacturing,All Other Miscellaneous Fabricated Metal Product M,332999,905-624-4328,905-624-3642, , , ,1135,Crestlawn Dr,1135 Crestlawn Dr,L4W 4Z7, ,A5,1.54613E+12,2547200,Northeast EA (West),3
202,4763,Continental Carbonic Products Inc.,1 to 4,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,413190,905-670-8883,905-670-9141, ,atough@continentalcarbonic.com,www.continentalcarbonic.com,6790,Columbus Rd,6790 Columbus Rd,L5T 2G1, , ,1.54613E+12,10229800,Northeast EA (West),5
203,4764,Yorkville Windows and Doors,1 to 4,Manufacturing,Wood Window and Door Manufacturing,321911,905-696-9700, , , , ,1601,Matheson Blvd,1601 Matheson Blvd,L4W 1H9, ,1&2,1.54613E+12,26363600,Northeast EA (West),5
204,4768,Icon Constructors Inc.,5 to 9,Construction,Residential Building Construction,236110,905-795-9300,905-795-9363, ,mkhuu@iconconstructorsinc.com,www.iconconstructorsinc.com,6801,Columbus Rd,6801 Columbus Rd,L5T 2G9, , ,1.57611E+12,10226200,Northeast EA (West),5
