X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
524479.1523,5450916.7891,119,00435605,5,11455,201A ST,V2X 0Y3,THE ROCK WALL,SPORTS & RECREATION CENTRE,ROCK CLIMBING,INDOOR ROCK CLIMBING GYM,2022/01/17 08:00:00+00,COMMERCIAL,,604 460 0808,Work,,
524486.6558,5452435.9656,120,00458119,,20121,121A AVE,V2X 3J8,TYCOM SERVICES 2019 LTD,AUTOMOTIVE,ALL OTHER AUTOMOTIVE SERVICE,"INSTALLATION, SERVICE & INSPECTION OF VEHICLES HOISTS",2022/01/31 08:00:00+00,HOME BASED,,604 323 4889,Work,,
531105.7019,5448821.1098,121,00435226,,23416,RIVER RD,V2W 1B7,PROLINK SUPPLY LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,FENCE WHOLESALER & MANUFACTURER,2021/12/13 08:00:00+00,COMMERCIAL,,604 466 8839,Work,,
524718.444,5451107.146,122,00436502,200,20170,STEWART CRES,V2X 0T4,CREEKSIDE FIRE PROTECTION LTD,CONTRACTOR,SPRINKLER,FIRE PROTECTION,2021/12/24 08:00:00+00,COMMERCIAL,,604 457 34473,Work,,
532581.6338,5448496.7667,123,00460859,,24135,102A AVE,V2W 2B3,MOXON METALS,CONTRACTORS,SHEET METAL,METAL,2022/05/09 07:00:00+00,HOME BASED,,778 513 4026,Work,,
524877.5225,5452923.7237,124,00433129,,20331,124 AVE,V2X 7J6,DAE SAN DEVELOPMENTS LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONSTRUCTION,2022/01/20 08:00:00+00,HOME BASED,,604 460 9978,Work,,
528942.5806,5451803.0106,127,00435121,,22362,119 AVE,V2X 2Z3,TASTE OF TIME,SECOND HAND DEALER,FURNITURE/APPLIANCES,CONSIGNMENT FURNITURE & HOME DECOR,2021/12/15 08:00:00+00,COMMERCIAL,,604 477 0404,Work,,
,,128,00439150,,11596,238A ST,V2W 2A9,THE STARTING POINT,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,NUTRITIONAL CONSULTING,2021/12/15 08:00:00+00,HOME BASED,,778 241 1951,Work,,
,,129,00457713,,11935,BURNETT ST,,PARTY4YOU,ARTS & ENTERTAINMENT SERVICES,EVENT/PARTY PLANNING,EVENT PLANNING AND ORGANIZATION,,HOME BASED,@PARTY4YOUCANADA,514-690-5446,Work,,
524718.444,5451107.146,131,00432335,470,20170,STEWART CRES,V2X 0T4,KPD AUTO GROUP,AUTOMOTIVE,ALL OTHER AUTOMOTIVE SERVICE,AUTOMOBILE CUSTOMIZING,2022/02/11 08:00:00+00,COMMERCIAL,,604 460 7969,Work,,
531543.3905,5449510.3209,132,00459205,,23623,TAMARACK LANE,V2W 1B3,ANGELA K PHOTOGRAPHY,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PHOTOGRAPHY SERVICES - OUTDOOR & HOME STUDIO,2022/03/08 08:00:00+00,HOME BASED,www.angela-k-photography.ca,604 807 2483,Work,,
531816.5573,5449225.9495,133,00433586,,10460,TAMARACK CRES,V2W 1B5,ALL STAR CONTRACTING LTD,CONTRACTORS,UNDERGROUND SERVICES,UNDERGROUND (SEPTIC) SERVICINGGENERAL CONTRACTOR,2021/12/31 08:00:00+00,HOME BASED,,604 463 4820,Work,,
533903.8933,5451945.6789,135,00460492,,24813,119 AVE,V4R 1Z1,MA MECHANICAL,CONTRACTOR,PLUMBING,PLUMBING/HEATING/GAS COMPANY,2022/03/30 07:00:00+00,HOME BASED,,778 240 0225,Work,,
530213.5415,5455447.3992,137,00439796,,22860,GILBERT DR,,SCOTT CHARLTON CONSTRUCTION LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),RESIDENTIAL CONSTRUCITON,2021/12/31 08:00:00+00,HOME BASED,,604 816 8685,Work,,
528823.2016,5451906.0854,138,00435316,,11938,223 ST,V2X 5Y3,MAY HAIR DESIGN,PERSONAL SERVICES,HAIR SALON/BARBER,HAIR SALON,2021/12/31 08:00:00+00,COMMERCIAL,,604 466 4946,Work,,
528243.1468,5452878.7744,139,00436057,,22001,124 AVE,V2X 4J1,MEADOW RIDGE PLUMBING & GAS,CONTRACTOR,PLUMBING & GAS,PLUMBING & GAS CONTRACTOR,2022/01/04 08:00:00+00,HOME BASED,,604 351 0874,Work,,
529779.9599,5451529.087,140,00434653,,22780,LOUGHEED HWY,V2X 2V6,MCDONALD'S RESTAURANTS OF CANADA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FAST FOOD RESTAURANT,2022/03/28 07:00:00+00,COMMERCIAL,,604 463 7858,Work,,
530256.1069,5452073.6777,142,00435333,103,23015,DEWDNEY TRUNK RD,V2X 3K9,OBRI DAYSPA,PERSONAL SERVICES,SPA SERVICES,"FACIALS, MANICURES, DAYSPA",2022/01/19 08:00:00+00,COMMERCIAL,,604 466 5323,Work,,
532824.0373,5449098.5613,143,00435636,,10528,BAKER PL,V2W 2B8,HEIDI'S BODYSCULPTING PILATES,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,FITNESS/PILATES,2021/12/31 08:00:00+00,HOME BASED,,604 463 6777,Work,,
532637.0161,5448420.4437,144,00459928,102,24155,102 AVE,,L V NAILS,PERSONAL SERVICES,SPA SERVICES,NAILS & ESTHETICS,2021/12/16 08:00:00+00,COMMERCIAL,,,Work,,
530666.6693,5452930.2523,145,00433108,,12426,232 ST,V2X 1R6,B & T  MALKOSKE CONTRACTING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),GENERAL CONTRACTOR,2022/02/11 08:00:00+00,HOME BASED,,604 463 6744,Work,,
538582.8588,5452735.1306,146,00448770,,12340,271 ST,V2W 1C2,V.A. CONSTRUCTION,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONSTRUCTION,2022/03/11 08:00:00+00,HOME BASED,,604 328 1585,Work,,
526414.0032,5451168.3338,148,00459054,,21082,116 AVE,V2X 7T8,WHEELER KINESIOLOGY,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,REG'D KINESIOLOGIST.  FITNESS/REHAB/PERFORMANCE TRAINING,2021/12/03 08:00:00+00,HOME BASED,,778 834 7670,Work,,
524718.444,5451107.146,149,00435212,320,20170,STEWART CRES,V2X 0T4,STIRLING WOODWORKS LTD,MANUFACTURING,WOOD PRODUCTS,ARCHITECTURAL WOODWORK,2021/12/08 08:00:00+00,COMMERCIAL,,604 720 2726,Work,,
531665.8317,5452795.0225,150,00432229,,23719,123 AVE,V4R 1N7,HOLLYWOOD NORTH EXTRAS INC,ARTS & ENTERTAINMENT SERVICES,TALENT AGENCY,MOVIE EXTRAS AGENCY,2022/02/11 08:00:00+00,HOME BASED,,604 466 3045,Work,,
526945.0591,5452727.4292,151,00458512,,12343,CARLTON ST,V2X 5C4,STRONG START FITNESS,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,PERSONAL TRAINING SERVICES,2021/12/22 08:00:00+00,HOME BASED,WWW.STRONGSTARTFITNESS.CA,604 376 0155,Work,,
535109.6643,5453665.9649,152,00433982,,12787,256 ST,V4R 1C2,MS. PAINTING,CONTRACTORS,PAINTER/WALLPAPER,INTERIOR AND EXTERIOR PAINTING,,HOME BASED,,604 219 9225,Work,,
536032.2861,5456646.286,153,00432252,,14310,256 ST,V4R 1C9,AR&A AUTO WRECKING LTD,AUTOMOTIVE,AUTO WRECKING,AUTO WRECKING,2021/12/06 08:00:00+00,COMMERCIAL,,604 715 4312,Work,,
524718.444,5451107.146,155,00435184,440,20170,STEWART CRES,V2X 0T4,BASCO FOODS INC,MANUFACTURING,FOOD & BEVERAGE,MANUFACTURE OF SOUP FOR FOOD SERVICE,2022/02/16 08:00:00+00,COMMERCIAL,,604 460 8049,Work,,
524860.8551,5450180.9072,156,00457694,,20299,CHIGWELL ST,V2X 1B3,ONSITE COMMUNICATIONS AND CONTROL SYSTEMS INC,SECURITY,SECURITY SYSTEMS SALES/SERVICE,"SECURITY, ACCESS CONTROL, APARTMENT INTERCOM SALES & SVC",2022/01/31 08:00:00+00,HOME BASED,ONSITECOMMUNICATIONS.COM,604-808-2029,Work,,
529384.7042,5451635.0729,157,00434629,,22596,LOUGHEED HWY,V2X 2V1,BOBBY SOX 50'S DINER LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FAST FOOD RESTAURANT,2021/12/03 08:00:00+00,COMMERCIAL,,604 467 9290,Work,,
528027.009,5453077.6594,158,00459824,,12520,BLACKSTOCK ST,V2X 5N6,WENDYS IN STITCHES,HOMECRAFT,HANDCRAFT,SEWING / HANDCRAFT MERCHANDISE,2022/01/05 08:00:00+00,HOME BASED,,,Work,,
528958.2563,5451456.3235,159,00435730,,22374,117 AVE,V2X 2J8,PENRITH APARTMENTS,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,11 RENTAL UNITS,2021/12/03 08:00:00+00,COMMERCIAL,,604 467 5130,Work,,
528923.9396,5452011.3959,160,00435976,,22360,DEWDNEY TRUNK RD,V2X 3J2,SUGAR & SPICE BODYCARE LTD.,RETAIL,GIFT,NATURAL BATH AND BODY CARE SALES AND PRODUCT MANUFACTURING.,2022/03/28 07:00:00+00,COMMERCIAL,,604 466 1016,Work,,
525564.7397,5451842.1141,163,00435492,6,20691,LOUGHEED HWY,V2X 2P9,MACDONALD REALTY LTD,REAL ESTATE,REAL ESTATE AGENCY,REAL ESTATE,2021/12/14 08:00:00+00,COMMERCIAL,,604 467 3871,Work,,
529648.1531,5451958.0582,165,00435085,100,22712,DEWDNEY TRUNK RD,V2X 3K2,SPEEDY GLASS,HOME & PROPERTY RETAIL,GLASS - AUTO/COMMERCIAL/HOME,AUTO AND RESIDENTIAL GLASS REPLACEMENT,2021/12/13 08:00:00+00,COMMERCIAL,,604 467 3408,Work,,
525942.1224,5451384.4032,166,00460549,,20835,117 AVE,V2X 7S9,ARGARON,HOMECRAFT,HANDCRAFT,SELLING HOMEMADE AROMATHERAPY ITEMS,2022/01/28 08:00:00+00,HOME BASED,,604 805 6410,Work,,
529719.778,5451728.9881,167,00459356,260,22709,LOUGHEED HWY,V2X 2V5,MOBILE Q / TELACC COMMUNICATION LTD,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,MOBILE PHONE ACCESSORIES,2022/03/11 08:00:00+00,COMMERCIAL,,604 788 7671,Work,,
528181.6007,5451933.8638,168,00434473,,11949,220 ST,V2X 5R3,NUMBERS BY NORMA BOOKKEEPING INC,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,BOOKKEEPING,2022/03/03 08:00:00+00,HOME BASED,www.numbersbynorma.ca,604 317 3443,Work,,
524712.4382,5450897.0955,169,00435223,409,20285,STEWART CRES,V2X 8G1,J N R CABINETS,MANUFACTURING,WOOD PRODUCTS,CABINET MAKER,2021/12/23 08:00:00+00,COMMERCIAL,,604 916 4752,Work,,
525084.5093,5452764.8807,170,00433848,,20312,123B AVE,V2X 0M9,IMAGEWORKS,DESIGN SERVICES,GRAPHIC,GRAPHIC DESIGN,2021/12/30 08:00:00+00,HOME BASED,,604 552 2807,Work,,
529341.0754,5451992.9553,171,00432475,110,22550,DEWDNEY TRUNK RD,V2X 3J9,EXPEDIA CRUISESHIP CENTRES MAPLE RIDGE,TRAVEL,TRAVEL AGENCY,CRUISE TRAVEL AGENCY,2022/02/03 08:00:00+00,COMMERCIAL,,604 380 0820,Work,,
532064.3115,5451748.2964,172,00460702,,23885,118A AVE,V4R 2E6,MINET CLEANING SERVICES INC,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,JANITORIAL SERVICES,2022/02/25 08:00:00+00,HOME BASED,,604 355 5454,Work,,
524774.0292,5451256.6655,173,00436271,,20259,HAMMOND RD,V2X 9T2,KIDS FIRST EARLY CHILDHOOD CENTRE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,FAMILY DAY CARE CENTRE - 8 CHILDREN,2022/01/07 08:00:00+00,HOME BASED,,604 465 0878,Work,,
529710.6081,5451546.7535,174,00432137,,22750,LOUGHEED HWY,V2X 2V6,HANEY BRAKE & MUFFLER,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,BRAKE/MUFFLER SERVICE & REPAIR,2021/12/06 08:00:00+00,COMMERCIAL,,604 463 7158,Work,,
529351.3053,5452072.1525,175,00459506,102,22561,DEWDNEY TRUNK RD,V2X 3K1,"HERSHAL SHAH, PHYSIOTHERAPIST",PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,PHYSIOTHERAPIST,2021/12/13 08:00:00+00,COMMERCIAL,,604 467 8775,Work,,
530689.7842,5449263.0663,176,00435160,,23282,RIVER RD,V2W 1B6,B W CREATIVE RAILING SYSTEMS (#1)(OR VISTA RAILING SYSTEMS INC),MANUFACTURING,WOOD PRODUCTS,"MANUFACTURE SPINDLES, RAILS & STAIR PARTS",2021/12/22 08:00:00+00,COMMERCIAL,,604 467 5147,Work,,
528504.3375,5452967.4542,177,00446643,,22119,ISAAC CRES,V2X 0V9,RANDY ENGLISH DBA R.E. PAINTING,CONTRACTORS,PAINTER/WALLPAPER,"PAINTING - HOME INTERIOR/EXTERIOR, FENCE, DECK",2021/12/13 08:00:00+00,HOME BASED,,604 552 3636,Work,,
531656.7709,5450980.4136,178,00454705,,11463,CREEKSIDE ST,V2W 2C1,HIP STRATEGIC CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,CONSULTING / FACILITATION,2022/03/25 07:00:00+00,HOME BASED,,604 476 2447,Work,,
528973.5672,5451755.7102,179,00434207,,11855,224 ST,V2X 6B1,ROYAL BANK OF CANADA,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,2 ATMS @ BANK LOCATION,2021/12/20 08:00:00+00,COMMERCIAL,,604 463 6271,Work,,
529719.778,5451728.9881,180,00434197,101,22709,LOUGHEED HWY,V2X 2V5,RBC ROYAL BANK,FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,ATM - LONDON DRUGS,2022/02/11 08:00:00+00,COMMERCIAL,,416 974 9657 (Jim),Work,,
529488.5456,5452880.0637,181,00432436,,22625,124 AVE,V2X 4J9,CUSTOM RELOADING SERVICES INC,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,SPORTING GOODS,2021/12/03 08:00:00+00,HOME BASED,,604 463 2484,Work,,
533284.5055,5451387.9633,182,00432085,,24485,116 AVE,V4R 1L8,RAINBOW NURSERIES,AGRICULTURE,NURSERY,"PLANT GROWER, CONTAINER PLANTS AND FLOWERS",2022/02/10 08:00:00+00,HOME BASED,,604 463 9838,Work,,
524500.669,5452579.0038,183,00435822,,20139,TELEP AVE,,YOUNGHUSBAND RESOURCES LTD,COMMUNITY CARE,COMMUNITY CARE FACILITY,GROUP HOME RESIDENCE/SERVICES FOR ADULTS LIVING WITH MENTAL AND/OR PHYSICAL DISABILITIES (CAMPBELL H,2022/02/17 08:00:00+00,COMMERCIAL,,604 466 1220,Work,,
530103.0442,5452284.9778,184,00458717,,12135,GEE ST,V2X 7M7,MI CASA WELLNESS SERVICES INC.,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,HOME HEALTH CARE SERVICES FOR SENIORS,2022/05/18 07:00:00+00,HOME BASED,WWW.MICASAWELLNESS.COM,604-363-4912,Work,,
529597.8518,5451899.4864,187,00435504,,11922,227 ST,V2X 6J2,REGENCY WEST CUSTOM CABINETS LTD,HOME & PROPERTY RETAIL,UNCLASSIFIED HOME & PROPERTY  RETAIL,CABINETRY SHOWROOM  D OCCUPANCY - NO STOCK IN TRADE PERMITTED,2021/12/07 08:00:00+00,COMMERCIAL,,604 467 0684,Work,,
533853.5944,5451724.5893,189,00458608,,11843,248 ST,V4R 1H9,ATLAS IRRIGATION LTD.,CONTRACTORS,IRRIGATION,IRRIGATION,2021/12/24 08:00:00+00,HOME BASED,,778-877-1232,Work,,
528767.5036,5451517.3315,191,00458764,210,22290,NORTH AVE,,REDWOODS LANDSCAPING INC,CONTRACTORS,LANDSCAPING,"LANDSCAPE MAINTENANCE SERVICES (MOWING, PLANTING, GARDENING, PRUNING, CLEANING EXTERIOR)",2021/12/08 08:00:00+00,HOME BASED,REDWOODSLANDSCAPINGINC.COM,604 600 5315,Work,,
527228.2234,5453244.9199,192,00432656,,21487,126 AVE,V4R 2H4,AC & DC CONTROL TECHNOLOGIES LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2021/12/13 08:00:00+00,HOME BASED,,604 476 6668,Work,,
533744.6369,5449693.064,193,00434710,,24705,108 AVE,V2W 1G7,MAPLEART,HOMECRAFT,UNCLASSIFIED HOMECRAFT,CUSTOM FURNITURE AND WOODWORKING,2022/01/10 08:00:00+00,HOME BASED,,604 467 2287,Work,,
529069.0702,5451987.9071,194,00459986,300,22420,DEWDNEY TRUNK RD,V2X 8H7,FAMILY CONNECT COUNSELLING GROUP,HEALTH SERVICES,COUNSELLING,"COUNSELLING SERVICES TO ADULTS, TEENAGERS AND PRE-TEENS",2022/01/01 08:00:00+00,COMMERCIAL,,604 647 3268,Work,,
531665.9023,5453442.884,195,00432381,,12715,238 ST,V4R 1P9,CORVETTE WEST,WHOLESALE & DISTRIBUTION,MOTOR VEHICLE PARTS,AUTO PARTS IMPORTS,2021/12/21 08:00:00+00,HOME BASED,,604 463 8758,Work,,
529674.1835,5451852.8866,196,00435596,,22730,119 AVE,V2X 2Z8,MAPLE RIDGE LANES (1981) LTD DBA REV'S BOWLING,SPORTS & RECREATION CENTRE,BOWLING ALLEY,"BOWLING CENTER, 20 LANE BOWLING ALLEY AND SNACK BAR",2021/12/14 08:00:00+00,COMMERCIAL,,604 467 2626,Work,,
530904.3986,5452579.9926,197,00432510,,12287,233A ST,V2X 0P7,COMPLETE CARE PET SITTING,ANIMAL SERVICES,DOG WALKER,"DOG WALKING, PET DOG CARE, PET CAT SITTING",2021/12/27 08:00:00+00,HOME BASED,,604 477 9691,Work,,
,,198,00435899,110,14301,256 ST,V4R 0B9,PACIFIC STAR MARINE INC,TRANSPORT GOODS & SERVICES,UNCLASSIFIED TRANSPORTATION SERVICE,MARINE THRUSTER REPAIR,2021/12/14 08:00:00+00,COMMERCIAL,,604 220 9824,Work,,
525295.5018,5452829.3594,200,00457953,,20516,124A AVE,V2X 0A2,WOODCRAFT RESTORATION SERVICES INC,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,"FIRE, FLOOD, ASBESTOS, LEAD, SILICA RESTORATION & ABATEMENT",2021/12/08 08:00:00+00,HOME BASED,WWW.WOODCRAFTRESTORATIONS.COM,604-460-2072,Work,,
536718.6385,5454023.7658,201,00435948,,12955,KATONIEN ST,,WEST COAST PILE DRIVING LTD.,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,HEAVY CONSTRUCTION/PILE DRIVING STORAGE ONLY,2022/01/01 08:00:00+00,COMMERCIAL,,604 803 6569,Work,,
529195.5833,5451778.8549,202,00434169,,22415,LOUGHEED HWY,V2X 8R9,PROSPERA CREDIT UNION,FINANCIAL & INSTITUTIONAL SERVICES,BANK/CREDIT UNION,FINANCIAL SERVICES - CREDIT UNION,2021/12/15 08:00:00+00,COMMERCIAL,,604 517 0100,Work,,
534560.9207,5449843.1448,203,00460302,,25145,108 AVE,V2W 1G8,OBSESSION CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,RESIDENTIAL / COMMERCIAL CLEANING,2022/04/07 07:00:00+00,HOME BASED,,604 803 8026,Work,,
541484.174,5451987.1828,204,00434214,,28568,DEWDNEY TRUNK RD,V2W 1M1,IRON MOUNTAIN RESTAURANT,FOOD & BEVERAGE RETAIL,DELI,DELI COUNTER @ IRON MOUNTAIN STORE,2021/12/03 08:00:00+00,COMMERCIAL,,604 462 8081,Work,,
529516.0675,5452074.797,205,00458647,110,22645,DEWDNEY TRUNK RD,V2X 3K1,"CHELSEA TRELEAVEN, REGISTERED MASSAGE THERAPIST",PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,RMT,2022/02/11 08:00:00+00,COMMERCIAL,,604 463 0529,Work,,
530935.6413,5452358.4277,206,00434833,,12148,GLENHURST ST,V2X 6V9,COMPLETE MAINTENANCE,HOME & INDUSTRY SERVICES,POWER WASHING/BUILDING CLEANING,PRESSURE WASHING/PAINTING/LAWN MAINTENANCE/CONCRETE SEALING,2022/01/18 08:00:00+00,HOME BASED,,604 786 8769,Work,,
528294.0128,5451284.0822,207,00459839,,22030,RIVER RD,V2X 2C3,IRON BUTCHER SHOP,MANUFACTURING,FOOD & BEVERAGE,MANUFACTURING - MEAT (PRINCIPLE USE),2021/12/30 08:00:00+00,COMMERCIAL,,604 467 3371,Work,,
536893.1321,5446649.1333,209,00435898,,26324,LOUGHEED HWY,V2W 1V9,C & C TRUCKING LTD,TRANSPORT GOODS & SERVICES,TRUCKING,"GRAVEL TRUCKS, CONSTRUCTION",2021/12/13 08:00:00+00,COMMERCIAL,,604 462 8998,Work,,
530067.9087,5451152.0261,210,00458014,4,22932,LOUGHEED HWY,V2X 2W2,MAPLE RIDGE PITT MEADOWS COMMUNITY SERVICES,COMMUNITY GROUPS,FAMILY & SOCIAL SERVICES,COMMUNITY GROUP - FAMILY & SOCIAL SERVICES,2022/03/08 08:00:00+00,COMMERCIAL,,604 467 6911,Work,,
524158.4969,5452037.3468,211,00435081,,11969,200 ST,V2X 3M7,CANADIAN TIRE (200 ST),HOME & PROPERTY RETAIL,DEPARTMENT STORE,"RETAIL AUTO, HOUSEWARES, GARDEN, SPORTING GOODS",2021/12/08 08:00:00+00,COMMERCIAL,,604 460 4664,Work,,
,,212,00435701,,20581,MAPLE CRES,,INNERVISIONS RECOVERY SOCIETY (HAMMOND HOUSE),COMMUNITY CARE,ASSISTED LIVING - SUPPORTIVE RECOVERY,RECOVERY HOUSE (HAMMOND HOUSE) MINISTRY OF HEALTH REGISTRATION # M2016-009,2021/11/17 08:00:00+00,COMMERCIAL,,604 468 2032,Work,,
529245.8253,5451707.3222,213,00458452,240,22529,LOUGHEED HWY,V2X 0L5,LILY LI DENTURE CLINIC,PROFESSIONAL SERVICES,DENTURIST,DENTURE CLINIC - FULL AND PARTIAL DENTURES,2021/12/24 08:00:00+00,COMMERCIAL,,604 850 8528,Work,,
534340.8202,5452318.0693,214,00435190,,12125,250A ST,V4R 2C4,RIDGE SIGN DESIGN,MANUFACTURING,SIGN,SIGN MANUFACTURING,2021/12/30 08:00:00+00,HOME BASED,,604 466 2094,Work,,
531660.7921,5457469.6592,215,00434647,,14500,SILVER VALLEY RD,V4R 2R3,LAKESIDE CATERERS,FOOD & BEVERAGE SERVICES,CATERER,CATERING SERVICE (LOON LAKE RETREAT - UBC RESEARCH FOREST),2022/03/18 07:00:00+00,COMMERCIAL,lakesidecateringservices.com,604 463 8149,Work,,
529187.9325,5451571.0795,216,00454846,A,11767,225 ST,V2X 6E6,YOUNGHUSBAND RESOURCES LTD,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",UNCLASSIFIED ARTS/ENTERTAINMENT/ASSEMBLY CENTRE,COMMUNITY INCLUSION ADULT DAY PROGRAM,2022/02/17 08:00:00+00,COMMERCIAL,,604 466 1220,Work,,
530079.4176,5451831.3726,217,00434074,,11902,229 ST,V2X 6P8,PEAK ENGINEERING LTD,PROFESSIONAL SERVICES,ENGINEER,STRUCTURAL ENGINEERING,2021/12/09 08:00:00+00,HOME BASED,,604 467 6904,Work,,
533841.2623,5449406.4438,218,00436372,,10690,247A ST,V2W 0A6,PHILIPPA'S YOUNG AT ART,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,ART CLASSES,2022/01/10 08:00:00+00,HOME BASED,,604 479 1659,Work,,
526120.9194,5451297.4796,222,00460206,,11669,STEEVES ST,V2X 4X5,FACTORIAL ENGINEERING LTD,"ENGINEERING, SCIENCE & TECHNOLOGY",UNCLASSIFIED ENGINEERING/SCIENCE,"CONSULTING SERVICES IN BUILDING SCIENCE, SUSTAINABILITY, ENERGY CODE COMPLIANCE",2022/02/16 08:00:00+00,HOME BASED,FACTORIALENGINEERING.CA,604 783 9045,Work,,
528937.6501,5451406.1029,223,00436244,,22371,ST ANNE AVE,V2X 2E7,TERRA PACIFIC LAND SURVEYING LTD,"ENGINEERING, SCIENCE & TECHNOLOGY",SURVEYING & MAPPING,LAND SURVEYING,2021/12/23 08:00:00+00,COMMERCIAL,,604 463 2509,Work,,
524393.9244,5451444.4373,224,00444766,109,20050,STEWART CRES,V2X 0T4,SHH GARDEN SUPPLY INC,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,LIGHTING & GARDEN SUPPLIES,2021/12/08 08:00:00+00,COMMERCIAL,,,Work,,
526983.9585,5452432.4914,225,00436298,,21351,CAMPBELL AVE,V2X 7G6,RIDGE MEADOWS ASSOCIATION FOR COMMUNITY LIVING / WICKLUND HOUSE,COMMUNITY CARE,COMMUNITY CARE FACILITY,RENTAL UNIT COMMUNITY LIVING (F-HEALTH / CAMPBELL HOUSE),2021/11/18 08:00:00+00,COMMERCIAL,,604 463 5188,Work,,
525074.6521,5451937.9332,227,00434911,690,20395,LOUGHEED HWY,V2X 2P9,0891084 BC LTD DBA FATBURGER,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,COUNTER SERVICE,2021/12/20 08:00:00+00,COMMERCIAL,,604 562 8532,Work,,
533794.8456,5448495.9174,228,00460608,,24725,102B AVE,V2W 0A1,METRIX ERP  O/A FLEXIBAKE,COMPUTER & TECHNOLOGY SERVICES,SOFTWARE DEVELOPMENT,COMPUTER & TECHNOLOGY SERVICES - SOFTWARE DEVELOPMENT,2022/03/15 07:00:00+00,HOME BASED,www.flexibake.com,604 637 6528,Work,,
524567.5056,5450715.2507,229,00435463,13,20172,113B AVE,V2X 0Y9,SPEEDPRO SIGNS,MANUFACTURING,SIGN,SIGN SHOP,2021/12/06 08:00:00+00,COMMERCIAL,,604 460 8414,Work,,
531142.7757,5451640.6376,230,00459269,,11830,MEADOWLARK DR,V2X 9L6,MAID YOUR DAY CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,RESIDENTIAL CLEANING OF HOMES,,HOME BASED,,604 786 8125,Work,,
525137.431,5452225.232,231,00438008,,12079,204B ST,V2X 1A9,PRECIOUS TOTS FAMILY CHILDCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,FAMILY DAYCARE,2021/12/21 08:00:00+00,HOME BASED,,604 603 8556,Work,,
526735.1685,5452207.6106,232,00447368,,12090,212 ST,V2X 8E1,SILVERTHRONE PLUMBING & HEATING,CONTRACTOR,PLUMBING,"PLUMBING, HEATING",2021/12/03 08:00:00+00,HOME BASED,,604 518 0063,Work,,
530149.2812,5450960.2058,233,00460125,10,22865,TELOSKY AVE,V2X 8Z9,COMPETITION CLEAN INC,AUTOMOTIVE,AUTO DETAILING/UPHOLSTERY,MOBILE DETAILING BUSINESS,2022/03/16 07:00:00+00,HOME BASED,,604 512 3355,Work,,
531527.7721,5450764.6403,234,00434020,,11365,236A ST,V2W 2A3,FP HOME IMPROVEMENTS,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,HOME RENOVATIONS,2022/01/07 08:00:00+00,HOME BASED,,604 716 4346,Work,,
530168.6337,5450727.7931,235,00436192,,11352,HARRISON ST,V2X 9L1,GOLDEN EARS DRIVING SCHOOL,EDUCATION & INSTRUCTION,DRIVING SCHOOL,DRIVING SCHOOL,2021/12/03 08:00:00+00,HOME BASED,,604 506 1574,Work,,
